,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classify__criterion,param_classify__max_depth,param_classify__max_features,param_classify__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
311,0.025684595108032227,0.0031613431712825,0.003198695182800293,0.0013263922966071913,gini,9,log2,7,"{'classify__criterion': 'gini', 'classify__max_depth': 9, 'classify__max_features': 'log2', 'classify__min_samples_leaf': 7}",0.9072883172561629,0.8922829581993569,0.9255091103965702,0.9008574490889604,0.912647374062165,0.8638799571275455,0.8997856377277599,0.9131832797427653,0.9056806002143623,0.9244372990353698,0.9045551982851018,0.016806347334425507,949
312,0.02011423110961914,0.002675688336196815,0.0021990537643432617,0.0003998166864918684,gini,9,log2,8,"{'classify__criterion': 'gini', 'classify__max_depth': 9, 'classify__max_features': 'log2', 'classify__min_samples_leaf': 8}",0.8837084673097535,0.9062165058949625,0.8831725616291533,0.87513397642015,0.9040728831725616,0.9217577706323687,0.8981779206859593,0.8853161843515541,0.9013933547695605,0.9088960342979635,0.8967845659163988,0.013755562036044288,1113
313,0.024684548377990723,0.006601963061467979,0.0027999401092529295,0.0008734825669448675,gini,9,log2,9,"{'classify__criterion': 'gini', 'classify__max_depth': 9, 'classify__max_features': 'log2', 'classify__min_samples_leaf': 9}",0.9094319399785638,0.9056806002143623,0.8917470525187567,0.9190782422293676,0.9147909967845659,0.9008574490889604,0.9185423365487674,0.8992497320471597,0.9153269024651661,0.9062165058949625,0.9080921757770632,0.008578676631072923,870
314,0.020287561416625976,0.0017918853076626428,0.002800178527832031,0.0010775621332424908,gini,9,log2,10,"{'classify__criterion': 'gini', 'classify__max_depth': 9, 'classify__max_features': 'log2', 'classify__min_samples_leaf': 10}",0.8954983922829582,0.8815648445873526,0.9228295819935691,0.9158628081457664,0.9163987138263665,0.9131832797427653,0.8965702036441586,0.8997856377277599,0.9153269024651661,0.8912111468381565,0.9048231511254018,0.012911212448298393,943
315,0.02228415012359619,0.0044947865963804075,0.0030981063842773437,0.0013717729287276287,gini,9,log2,11,"{'classify__criterion': 'gini', 'classify__max_depth': 9, 'classify__max_features': 'log2', 'classify__min_samples_leaf': 11}",0.9158628081457664,0.8933547695605574,0.9003215434083601,0.905144694533762,0.9137191854233655,0.9217577706323687,0.9158628081457664,0.8896034297963559,0.9217577706323687,0.8992497320471597,0.907663451232583,0.011092211973551746,879
316,0.024111199378967284,0.0036916360438871607,0.003099822998046875,0.0006994065174295413,gini,9,log2,15,"{'classify__criterion': 'gini', 'classify__max_depth': 9, 'classify__max_features': 'log2', 'classify__min_samples_leaf': 15}",0.8713826366559485,0.8890675241157556,0.8853161843515541,0.8612004287245445,0.9163987138263665,0.9094319399785638,0.8997856377277599,0.8992497320471597,0.9088960342979635,0.9040728831725616,0.8944801714898178,0.016760144935932173,1177
317,0.01928236484527588,0.0017331958454567034,0.0027008295059204102,0.0010028659584453454,gini,9,log2,20,"{'classify__criterion': 'gini', 'classify__max_depth': 9, 'classify__max_features': 'log2', 'classify__min_samples_leaf': 20}",0.9030010718113612,0.9046087888531619,0.9056806002143623,0.9035369774919614,0.9137191854233655,0.9265809217577706,0.8729903536977492,0.8960342979635584,0.9019292604501608,0.9008574490889604,0.9028938906752411,0.012789633551803584,981
318,0.022389817237854003,0.0045598861102751865,0.0033977270126342774,0.0015613587154010107,gini,9,log2,30,"{'classify__criterion': 'gini', 'classify__max_depth': 9, 'classify__max_features': 'log2', 'classify__min_samples_leaf': 30}",0.8794212218649518,0.8821007502679529,0.8885316184351554,0.905144694533762,0.8938906752411575,0.9035369774919614,0.8917470525187567,0.8772775991425509,0.8971061093247589,0.8815648445873526,0.8900321543408358,0.009438027851125958,1251
319,0.020488953590393065,0.0026171875205420916,0.0030954599380493162,0.0010405895446856934,gini,9,log2,40,"{'classify__criterion': 'gini', 'classify__max_depth': 9, 'classify__max_features': 'log2', 'classify__min_samples_leaf': 40}",0.9078242229367631,0.9131832797427653,0.8617363344051447,0.852625937834941,0.917470525187567,0.9062165058949625,0.9035369774919614,0.9040728831725616,0.8997856377277599,0.8810289389067524,0.8947481243301179,0.02097740477935712,1168
320,0.019618725776672362,0.0016907606851726778,0.002594923973083496,0.000795306691715133,gini,9,log2,50,"{'classify__criterion': 'gini', 'classify__max_depth': 9, 'classify__max_features': 'log2', 'classify__min_samples_leaf': 50}",0.9040728831725616,0.8917470525187567,0.8810289389067524,0.8885316184351554,0.8912111468381565,0.909967845659164,0.8847802786709539,0.8783494105037514,0.867631296891747,0.8863879957127545,0.8883708467309754,0.011548860671606952,1275
321,0.022885608673095702,0.004228905572118219,0.002700209617614746,0.0009033846095403197,gini,9,log2,75,"{'classify__criterion': 'gini', 'classify__max_depth': 9, 'classify__max_features': 'log2', 'classify__min_samples_leaf': 75}",0.8906752411575563,0.8788853161843515,0.8697749196141479,0.8821007502679529,0.8681672025723473,0.8933547695605574,0.8285101822079314,0.8783494105037514,0.879957127545552,0.8745980707395499,0.8744372990353698,0.017076901706265628,1534
