,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
51,0.01025080680847168,0.0007503032684326172,0.011749744415283203,0.00024962425231933594,10,manhattan,2,distance,"{'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}",0.49356223175965663,0.44635193133047213,0.4699570815450644,0.023605150214592252,7
52,0.010999083518981934,0.0029996633529663086,0.013750553131103516,0.00025081634521484375,10,manhattan,3,uniform,"{'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'}",0.3776824034334764,0.40772532188841204,0.3927038626609442,0.01502145922746781,55
53,0.008746623992919922,0.0012478828430175781,0.016002655029296875,0.0014972686767578125,10,manhattan,3,distance,"{'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}",0.4678111587982833,0.4592274678111588,0.463519313304721,0.004291845493562235,16
54,0.026500940322875977,0.00800013542175293,0.01524972915649414,0.0007517337799072266,10,manhattan,5,uniform,"{'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}",0.38626609442060084,0.37339055793991416,0.3798283261802575,0.006437768240343339,64
55,0.019499897956848145,0.005000710487365723,0.015002250671386719,0.001003265380859375,10,manhattan,5,distance,"{'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}",0.43776824034334766,0.43776824034334766,0.43776824034334766,0.0,25
56,0.013250470161437988,0.0007492303848266602,0.016499876976013184,0.0004991292953491211,10,manhattan,6,uniform,"{'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'uniform'}",0.34334763948497854,0.3648068669527897,0.3540772532188841,0.010729613733905574,85
57,0.013252973556518555,0.0042493343353271484,0.014246821403503418,0.0012530088424682617,10,manhattan,6,distance,"{'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}",0.41201716738197425,0.4291845493562232,0.4206008583690987,0.00858369098712447,34
58,0.009999394416809082,0.0009993314743041992,0.021750211715698242,0.0012483596801757812,10,manhattan,7,uniform,"{'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'}",0.3605150214592275,0.33905579399141633,0.3497854077253219,0.010729613733905574,88
59,0.009250283241271973,0.0017493963241577148,0.020499825477600098,0.001501917839050293,10,manhattan,7,distance,"{'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}",0.38197424892703863,0.43776824034334766,0.40987124463519314,0.027896995708154515,52
60,0.007752180099487305,0.00025081634521484375,0.016748666763305664,0.001249551773071289,20,minkowski,2,uniform,"{'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 2, 'weights': 'uniform'}",0.44635193133047213,0.41630901287553645,0.4313304721030043,0.015021459227467837,28
