,REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE
8942,States,New York,2018,49,2572,2.8
8943,States,North Carolina,2018,49,466,3.43
8944,States,North Dakota,2018,49,136,1.47
8945,States,Ohio,2018,49,2291,5.24
8946,States,Oklahoma,2018,49,296,2.36
8947,States,Oregon,2018,49,558,3.23
8948,States,Pennsylvania,2018,49,427,1.17
8949,States,Rhode Island,2018,49,X,X
8950,States,South Carolina,2018,49,435,2.07
8951,States,South Dakota,2018,49,73,1.37
8952,States,Tennessee,2018,49,179,3.35
8953,States,Texas,2018,49,2505,5.47
8954,States,Utah,2018,49,646,3.1
8955,States,Vermont,2018,49,109,6.42
8956,States,Virginia,2018,49,405,1.23
8957,States,Washington,2018,49,889,2.7
8958,States,West Virginia,2018,49,580,1.03
8959,States,Wisconsin,2018,49,1056,0.47
8960,States,Wyoming,2018,49,X,X
8961,States,Puerto Rico,2018,49,X,X
8962,States,Virgin Islands,2018,49,X,X
8963,States,New York City,2018,49,X,X
8964,States,Alabama,2018,50,844,13.98
8965,States,Alaska,2018,50,X,X
8966,States,Arizona,2018,50,337,7.42
8967,States,Arkansas,2018,50,281,2.14
8968,States,California,2018,50,1251,20.38
8969,States,Colorado,2018,50,818,16.38
8970,States,Connecticut,2018,50,679,6.04
8971,States,Delaware,2018,50,343,10.79
8972,States,District of Columbia,2018,50,X,X
8973,States,Florida,2018,50,X,X
8974,States,Georgia,2018,50,2030,22.51
8975,States,Hawaii,2018,50,122,3.28
8976,States,Idaho,2018,50,67,1.49
8977,States,Illinois,2018,50,297,4.04
8978,States,Indiana,2018,50,308,3.9
8979,States,Iowa,2018,50,275,1.09
8980,States,Kansas,2018,50,88,1.14
8981,States,Kentucky,2018,50,604,3.31
8982,States,Louisiana,2018,50,480,2.29
8983,States,Maine,2018,50,61,4.92
8984,States,Maryland,2018,50,271,8.12
8985,States,Massachusetts,2018,50,818,8.68
8986,States,Michigan,2018,50,1351,6.44
8987,States,Minnesota,2018,50,421,0.48
8988,States,Mississippi,2018,50,85,4.71
8989,States,Missouri,2018,50,1300,8.15
8990,States,Montana,2018,50,167,7.78
8991,States,Nebraska,2018,50,198,16.67
8992,States,Nevada,2018,50,25,20
8993,States,New Hampshire,2018,50,X,X
8994,States,New Jersey,2018,50,X,X
8995,States,New Mexico,2018,50,322,6.52
8996,States,New York,2018,50,2852,5.86
8997,States,North Carolina,2018,50,519,4.43
8998,States,North Dakota,2018,50,152,5.92
8999,States,Ohio,2018,50,2493,7.86
9000,States,Oklahoma,2018,50,359,1.67
9001,States,Oregon,2018,50,572,6.64
9002,States,Pennsylvania,2018,50,417,5.28
9003,States,Rhode Island,2018,50,X,X
9004,States,South Carolina,2018,50,464,4.74
9005,States,South Dakota,2018,50,64,0
9006,States,Tennessee,2018,50,173,5.78
9007,States,Texas,2018,50,3114,11.43
9008,States,Utah,2018,50,652,7.06
9009,States,Vermont,2018,50,154,14.94
9010,States,Virginia,2018,50,447,4.7
9011,States,Washington,2018,50,1053,3.23
9012,States,West Virginia,2018,50,609,0.82
9013,States,Wisconsin,2018,50,1154,1.65
9014,States,Wyoming,2018,50,X,X
9015,States,Puerto Rico,2018,50,X,X
9016,States,Virgin Islands,2018,50,X,X
9017,States,New York City,2018,50,X,X
9018,States,Alabama,2018,51,931,22.99
9019,States,Alaska,2018,51,11,0
9020,States,Arizona,2018,51,434,11.06
9021,States,Arkansas,2018,51,342,4.09
9022,States,California,2018,51,1244,18.25
9023,States,Colorado,2018,51,1100,20.27
9024,States,Connecticut,2018,51,882,9.3
9025,States,Delaware,2018,51,404,15.1
9026,States,District of Columbia,2018,51,X,X
9027,States,Florida,2018,51,X,X
9028,States,Georgia,2018,51,2555,28.02
9029,States,Hawaii,2018,51,118,2.54
9030,States,Idaho,2018,51,83,6.02
9031,States,Illinois,2018,51,361,7.2
9032,States,Indiana,2018,51,298,6.04
9033,States,Iowa,2018,51,299,1
9034,States,Kansas,2018,51,99,11.11
9035,States,Kentucky,2018,51,731,9.85
9036,States,Louisiana,2018,51,500,2.6
9037,States,Maine,2018,51,68,2.94
9038,States,Maryland,2018,51,320,9.38
9039,States,Massachusetts,2018,51,950,13.79
9040,States,Michigan,2018,51,1558,7.89
9041,States,Minnesota,2018,51,340,2.94
9042,States,Mississippi,2018,51,92,5.43
9043,States,Missouri,2018,51,1665,8.59
9044,States,Montana,2018,51,188,6.38
9045,States,Nebraska,2018,51,305,21.97
9046,States,Nevada,2018,51,31,0
9047,States,New Hampshire,2018,51,X,X
9048,States,New Jersey,2018,51,X,X
9049,States,New Mexico,2018,51,458,20.52
9050,States,New York,2018,51,3169,8.52
9051,States,North Carolina,2018,51,484,6.4
9052,States,North Dakota,2018,51,181,8.29
9053,States,Ohio,2018,51,3017,13.52
9054,States,Oklahoma,2018,51,379,2.64
9055,States,Oregon,2018,51,715,9.37
9056,States,Pennsylvania,2018,51,570,8.25
9057,States,Rhode Island,2018,51,X,X
9058,States,South Carolina,2018,51,523,9.75
9059,States,South Dakota,2018,51,88,0
9060,States,Tennessee,2018,51,222,7.21
9061,States,Texas,2018,51,3709,19.63
9062,States,Utah,2018,51,773,9.06
9063,States,Vermont,2018,51,209,18.66
9064,States,Virginia,2018,51,460,4.35
9065,States,Washington,2018,51,1082,5.55
9066,States,West Virginia,2018,51,701,3.85
9067,States,Wisconsin,2018,51,1205,3.73
9068,States,Wyoming,2018,51,X,X
9069,States,Puerto Rico,2018,51,X,X
9070,States,Virgin Islands,2018,51,X,X
9071,States,New York City,2018,51,X,X
9072,States,Alabama,2018,52,885,15.37
9073,States,Alaska,2018,52,14,0
9074,States,Arizona,2018,52,465,13.12
9075,States,Arkansas,2018,52,343,7.29
9076,States,California,2018,52,1231,16.41
9077,States,Colorado,2018,52,1396,20.77
9078,States,Connecticut,2018,52,1090,13.3
9079,States,Delaware,2018,52,399,12.53
9080,States,District of Columbia,2018,52,X,X
9081,States,Florida,2018,52,X,X
9082,States,Georgia,2018,52,2820,24.4
9083,States,Hawaii,2018,52,200,11
9084,States,Idaho,2018,52,152,15.79
9085,States,Illinois,2018,52,392,10.2
9086,States,Indiana,2018,52,391,10.74
9087,States,Iowa,2018,52,256,3.91
9088,States,Kansas,2018,52,133,5.26
9089,States,Kentucky,2018,52,893,21.95
9090,States,Louisiana,2018,52,601,5.66
9091,States,Maine,2018,52,54,5.56
9092,States,Maryland,2018,52,328,13.72
9093,States,Massachusetts,2018,52,1239,19.45
9094,States,Michigan,2018,52,1969,13.05
9095,States,Minnesota,2018,52,426,3.52
9096,States,Mississippi,2018,52,111,8.11
9097,States,Missouri,2018,52,2199,10.23
9098,States,Montana,2018,52,258,8.91
9099,States,Nebraska,2018,52,283,28.27
9100,States,Nevada,2018,52,45,24.44
9101,States,New Hampshire,2018,52,X,X
9102,States,New Jersey,2018,52,X,X
9103,States,New Mexico,2018,52,338,28.4
9104,States,New York,2018,52,3399,13.03
9105,States,North Carolina,2018,52,674,9.5
9106,States,North Dakota,2018,52,191,12.04
9107,States,Ohio,2018,52,3451,17.3
9108,States,Oklahoma,2018,52,375,4.53
9109,States,Oregon,2018,52,813,11.93
9110,States,Pennsylvania,2018,52,725,15.17
9111,States,Rhode Island,2018,52,X,X
9112,States,South Carolina,2018,52,647,13.45
9113,States,South Dakota,2018,52,85,3.53
9114,States,Tennessee,2018,52,257,11.67
9115,States,Texas,2018,52,3716,22.12
9116,States,Utah,2018,52,1075,14.33
9117,States,Vermont,2018,52,263,23.57
9118,States,Virginia,2018,52,458,9.39
9119,States,Washington,2018,52,1326,6.79
9120,States,West Virginia,2018,52,719,5.56
9121,States,Wisconsin,2018,52,1315,5.4
9122,States,Wyoming,2018,52,X,X
9123,States,Puerto Rico,2018,52,X,X
9124,States,Virgin Islands,2018,52,X,X
9125,States,New York City,2018,52,X,X
9126,States,Alabama,2019,1,920,12.5
9127,States,Alaska,2019,1,X,X
9128,States,Arizona,2019,1,392,18.11
9129,States,Arkansas,2019,1,267,5.62
9130,States,California,2019,1,1196,11.62
9131,States,Colorado,2019,1,1403,15.11
9132,States,Connecticut,2019,1,1292,13.47
9133,States,Delaware,2019,1,391,10.74
9134,States,District of Columbia,2019,1,X,X
9135,States,Florida,2019,1,X,X
9136,States,Georgia,2019,1,2189,11.42
9137,States,Hawaii,2019,1,232,12.93
9138,States,Idaho,2019,1,127,19.69
9139,States,Illinois,2019,1,424,11.79
9140,States,Indiana,2019,1,526,7.6
9141,States,Iowa,2019,1,347,4.32
9142,States,Kansas,2019,1,127,4.72
9143,States,Kentucky,2019,1,1105,18.73
9144,States,Louisiana,2019,1,515,5.05
9145,States,Maine,2019,1,93,7.53
9146,States,Maryland,2019,1,366,12.02
9147,States,Massachusetts,2019,1,1496,20.45
9148,States,Michigan,2019,1,1968,11.64
9149,States,Minnesota,2019,1,530,7.92
9150,States,Mississippi,2019,1,121,7.44
9151,States,Missouri,2019,1,1949,9.29
9152,States,Montana,2019,1,256,9.38
9153,States,Nebraska,2019,1,289,23.53
9154,States,Nevada,2019,1,30,23.33
9155,States,New Hampshire,2019,1,X,X
9156,States,New Jersey,2019,1,X,X
9157,States,New Mexico,2019,1,408,21.57
9158,States,New York,2019,1,3852,13.4
9159,States,North Carolina,2019,1,619,5.65
9160,States,North Dakota,2019,1,240,10
9161,States,Ohio,2019,1,3682,12.14
9162,States,Oklahoma,2019,1,396,2.27
9163,States,Oregon,2019,1,972,10.49
9164,States,Pennsylvania,2019,1,807,10.29
9165,States,Rhode Island,2019,1,X,X
9166,States,South Carolina,2019,1,647,10.05
9167,States,South Dakota,2019,1,74,6.76
9168,States,Tennessee,2019,1,197,5.08
9169,States,Texas,2019,1,3432,15.36
9170,States,Utah,2019,1,1232,17.29
9171,States,Vermont,2019,1,293,13.31
9172,States,Virginia,2019,1,530,7.74
9173,States,Washington,2019,1,1483,9.64
9174,States,West Virginia,2019,1,881,4.65
9175,States,Wisconsin,2019,1,2384,2.52
9176,States,Wyoming,2019,1,X,X
9177,States,Puerto Rico,2019,1,X,X
9178,States,Virgin Islands,2019,1,X,X
9179,States,New York City,2019,1,X,X
9180,States,Alabama,2019,2,600,9.5
9181,States,Alaska,2019,2,X,X
9182,States,Arizona,2019,2,393,14.25
9183,States,Arkansas,2019,2,282,14.18
9184,States,California,2019,2,1350,14.15
9185,States,Colorado,2019,2,819,18.44
9186,States,Connecticut,2019,2,1238,16.07
9187,States,Delaware,2019,2,382,16.23
9188,States,District of Columbia,2019,2,X,X
9189,States,Florida,2019,2,X,X
9190,States,Georgia,2019,2,1650,6.79
9191,States,Hawaii,2019,2,286,12.24
9192,States,Idaho,2019,2,148,11.49
9193,States,Illinois,2019,2,473,10.78
9194,States,Indiana,2019,2,372,6.99
9195,States,Iowa,2019,2,345,8.12
9196,States,Kansas,2019,2,145,4.83
9197,States,Kentucky,2019,2,994,16.1
9198,States,Louisiana,2019,2,492,6.3
9199,States,Maine,2019,2,111,11.71
9200,States,Maryland,2019,2,358,10.89
9201,States,Massachusetts,2019,2,1583,21.42
9202,States,Michigan,2019,2,1909,11
9203,States,Minnesota,2019,2,592,8.95
9204,States,Mississippi,2019,2,97,10.31
9205,States,Missouri,2019,2,1805,10.19
9206,States,Montana,2019,2,224,4.91
9207,States,Nebraska,2019,2,308,24.35
9208,States,Nevada,2019,2,61,32.79
9209,States,New Hampshire,2019,2,X,X
9210,States,New Jersey,2019,2,X,X
9211,States,New Mexico,2019,2,587,21.98
9212,States,New York,2019,2,3954,14.34
9213,States,North Carolina,2019,2,637,7.69
9214,States,North Dakota,2019,2,266,14.29
9215,States,Ohio,2019,2,3174,11.31
9216,States,Oklahoma,2019,2,328,3.66
9217,States,Oregon,2019,2,832,13.34
9218,States,Pennsylvania,2019,2,688,12.94
9219,States,Rhode Island,2019,2,X,X
9220,States,South Carolina,2019,2,592,6.42
9221,States,South Dakota,2019,2,89,7.87
9222,States,Tennessee,2019,2,140,3.57
9223,States,Texas,2019,2,3205,15.91
9224,States,Utah,2019,2,1443,20.58
9225,States,Vermont,2019,2,238,8.4
9226,States,Virginia,2019,2,529,6.24
9227,States,Washington,2019,2,1600,9.56
9228,States,West Virginia,2019,2,801,3.37
9229,States,Wisconsin,2019,2,1707,5.57
9230,States,Wyoming,2019,2,X,X
9231,States,Puerto Rico,2019,2,X,X
9232,States,Virgin Islands,2019,2,X,X
9233,States,New York City,2019,2,X,X
9234,States,Alabama,2019,3,644,5.75
9235,States,Alaska,2019,3,14,7.14
9236,States,Arizona,2019,3,471,11.25
9237,States,Arkansas,2019,3,380,18.68
9238,States,California,2019,3,1174,15.33
9239,States,Colorado,2019,3,984,19
9240,States,Connecticut,2019,3,1296,21.6
9241,States,Delaware,2019,3,474,18.14
9242,States,District of Columbia,2019,3,X,X
9243,States,Florida,2019,3,X,X
9244,States,Georgia,2019,3,1488,7.53
9245,States,Hawaii,2019,3,200,14
9246,States,Idaho,2019,3,178,25.84
9247,States,Illinois,2019,3,464,14.66
9248,States,Indiana,2019,3,329,7.29
9249,States,Iowa,2019,3,338,9.17
9250,States,Kansas,2019,3,138,3.62
9251,States,Kentucky,2019,3,1039,16.07
9252,States,Louisiana,2019,3,468,7.69
9253,States,Maine,2019,3,124,14.52
9254,States,Maryland,2019,3,341,17.01
9255,States,Massachusetts,2019,3,1527,21.87
9256,States,Michigan,2019,3,1794,14.77
9257,States,Minnesota,2019,3,576,7.47
9258,States,Mississippi,2019,3,100,16
9259,States,Missouri,2019,3,1745,11.81
9260,States,Montana,2019,3,281,19.93
9261,States,Nebraska,2019,3,312,29.81
9262,States,Nevada,2019,3,75,25.33
9263,States,New Hampshire,2019,3,X,X
9264,States,New Jersey,2019,3,X,X
9265,States,New Mexico,2019,3,571,20.14
9266,States,New York,2019,3,4010,17.98
9267,States,North Carolina,2019,3,644,14.75
9268,States,North Dakota,2019,3,325,19.69
9269,States,Ohio,2019,3,3268,16.95
9270,States,Oklahoma,2019,3,303,6.27
9271,States,Oregon,2019,3,919,15.02
9272,States,Pennsylvania,2019,3,799,23.4
9273,States,Rhode Island,2019,3,X,X
9274,States,South Carolina,2019,3,587,10.56
9275,States,South Dakota,2019,3,77,1.3
9276,States,Tennessee,2019,3,124,5.65
9277,States,Texas,2019,3,3401,23.73
9278,States,Utah,2019,3,1506,23.57
9279,States,Vermont,2019,3,276,15.22
9280,States,Virginia,2019,3,495,9.49
9281,States,Washington,2019,3,1499,15.21
9282,States,West Virginia,2019,3,836,8.97
9283,States,Wisconsin,2019,3,1707,8.67
9284,States,Wyoming,2019,3,X,X
9285,States,Puerto Rico,2019,3,X,X
9286,States,Virgin Islands,2019,3,X,X
9287,States,New York City,2019,3,X,X
9288,States,Alabama,2019,4,603,11.94
9289,States,Alaska,2019,4,17,11.76
9290,States,Arizona,2019,4,385,8.31
9291,States,Arkansas,2019,4,463,20.09
9292,States,California,2019,4,1118,12.08
9293,States,Colorado,2019,4,996,16.67
9294,States,Connecticut,2019,4,1416,24.79
9295,States,Delaware,2019,4,460,22.83
9296,States,District of Columbia,2019,4,X,X
9297,States,Florida,2019,4,X,X
9298,States,Georgia,2019,4,1544,10.1
9299,States,Hawaii,2019,4,372,15.32
9300,States,Idaho,2019,4,202,23.76
9301,States,Illinois,2019,4,429,15.15
9302,States,Indiana,2019,4,303,7.26
9303,States,Iowa,2019,4,311,10.93
9304,States,Kansas,2019,4,132,3.79
9305,States,Kentucky,2019,4,1066,21.95
9306,States,Louisiana,2019,4,571,10.86
9307,States,Maine,2019,4,108,11.11
9308,States,Maryland,2019,4,339,15.04
9309,States,Massachusetts,2019,4,1539,28.33
9310,States,Michigan,2019,4,1873,19.17
9311,States,Minnesota,2019,4,611,13.91
9312,States,Mississippi,2019,4,173,17.34
9313,States,Missouri,2019,4,1869,14.45
9314,States,Montana,2019,4,341,19.94
9315,States,Nebraska,2019,4,314,30.89
9316,States,Nevada,2019,4,53,20.75
9317,States,New Hampshire,2019,4,X,X
9318,States,New Jersey,2019,4,X,X
9319,States,New Mexico,2019,4,476,26.05
9320,States,New York,2019,4,3984,22.97
9321,States,North Carolina,2019,4,945,21.27
9322,States,North Dakota,2019,4,393,30.53
9323,States,Ohio,2019,4,3085,16.95
9324,States,Oklahoma,2019,4,310,6.45
9325,States,Oregon,2019,4,945,19.05
9326,States,Pennsylvania,2019,4,811,22.93
9327,States,Rhode Island,2019,4,X,X
9328,States,South Carolina,2019,4,621,12.4
9329,States,South Dakota,2019,4,76,7.89
9330,States,Tennessee,2019,4,145,10.34
9331,States,Texas,2019,4,4084,27.23
9332,States,Utah,2019,4,1644,27.86
9333,States,Vermont,2019,4,336,26.79
9334,States,Virginia,2019,4,555,11.71
9335,States,Washington,2019,4,1629,21.98
9336,States,West Virginia,2019,4,1055,13.84
9337,States,Wisconsin,2019,4,1802,12.82
9338,States,Wyoming,2019,4,X,X
9339,States,Puerto Rico,2019,4,X,X
9340,States,Virgin Islands,2019,4,X,X
9341,States,New York City,2019,4,X,X
9342,States,Alabama,2019,5,924,16.67
9343,States,Alaska,2019,5,11,9.09
9344,States,Arizona,2019,5,466,10.94
9345,States,Arkansas,2019,5,68,32.35
9346,States,California,2019,5,1270,13.7
9347,States,Colorado,2019,5,1058,22.4
9348,States,Connecticut,2019,5,1467,26.72
9349,States,Delaware,2019,5,534,31.27
9350,States,District of Columbia,2019,5,X,X
9351,States,Florida,2019,5,X,X
9352,States,Georgia,2019,5,1702,12.16
9353,States,Hawaii,2019,5,374,14.44
9354,States,Idaho,2019,5,202,19.8
9355,States,Illinois,2019,5,478,18.62
9356,States,Indiana,2019,5,301,13.95
9357,States,Iowa,2019,5,298,15.77
9358,States,Kansas,2019,5,122,12.3
9359,States,Kentucky,2019,5,1157,20.66
9360,States,Louisiana,2019,5,749,21.63
9361,States,Maine,2019,5,177,23.16
9362,States,Maryland,2019,5,287,21.95
9363,States,Massachusetts,2019,5,1531,26.98
9364,States,Michigan,2019,5,1756,18.45
9365,States,Minnesota,2019,5,550,13.45
9366,States,Mississippi,2019,5,275,30.91
9367,States,Missouri,2019,5,2054,20.45
9368,States,Montana,2019,5,353,17.56
9369,States,Nebraska,2019,5,356,35.67
9370,States,Nevada,2019,5,68,29.41
9371,States,New Hampshire,2019,5,X,X
9372,States,New Jersey,2019,5,X,X
9373,States,New Mexico,2019,5,472,16.53
9374,States,New York,2019,5,4162,22.08
9375,States,North Carolina,2019,5,1231,29.24
9376,States,North Dakota,2019,5,405,30.12
9377,States,Ohio,2019,5,3230,26.01
9378,States,Oklahoma,2019,5,400,14
9379,States,Oregon,2019,5,1023,15.44
9380,States,Pennsylvania,2019,5,810,25.06
9381,States,Rhode Island,2019,5,X,X
9382,States,South Carolina,2019,5,635,17.64
9383,States,South Dakota,2019,5,83,9.64
9384,States,Tennessee,2019,5,205,18.54
9385,States,Texas,2019,5,5795,33.86
9386,States,Utah,2019,5,1944,29.42
9387,States,Vermont,2019,5,351,26.21
9388,States,Virginia,2019,5,670,18.96
9389,States,Washington,2019,5,1962,25.84
9390,States,West Virginia,2019,5,975,18.97
9391,States,Wisconsin,2019,5,1776,12.16
9392,States,Wyoming,2019,5,X,X
9393,States,Puerto Rico,2019,5,X,X
9394,States,Virgin Islands,2019,5,X,X
9395,States,New York City,2019,5,X,X
9396,States,Alabama,2019,6,1069,21.23
9397,States,Alaska,2019,6,13,15.38
9398,States,Arizona,2019,6,586,10.92
9399,States,Arkansas,2019,6,947,37.7
9400,States,California,2019,6,1134,11.29
9401,States,Colorado,2019,6,1220,30.66
9402,States,Connecticut,2019,6,1513,25.05
9403,States,Delaware,2019,6,511,29.35
9404,States,District of Columbia,2019,6,X,X
9405,States,Florida,2019,6,X,X
9406,States,Georgia,2019,6,1764,16.33
9407,States,Hawaii,2019,6,296,13.85
9408,States,Idaho,2019,6,180,20.56
9409,States,Illinois,2019,6,589,19.69
9410,States,Indiana,2019,6,438,15.07
9411,States,Iowa,2019,6,282,22.7
9412,States,Kansas,2019,6,109,6.42
9413,States,Kentucky,2019,6,1045,21.82
9414,States,Louisiana,2019,6,951,27.13
9415,States,Maine,2019,6,156,31.41
9416,States,Maryland,2019,6,392,27.55
9417,States,Massachusetts,2019,6,1716,26.52
9418,States,Michigan,2019,6,1728,15.91
9419,States,Minnesota,2019,6,580,18.79
9420,States,Mississippi,2019,6,308,29.55
9421,States,Missouri,2019,6,2203,23.1
9422,States,Montana,2019,6,402,28.61
9423,States,Nebraska,2019,6,328,26.52
9424,States,Nevada,2019,6,100,22
9425,States,New Hampshire,2019,6,X,X
9426,States,New Jersey,2019,6,X,X
9427,States,New Mexico,2019,6,510,16.67
9428,States,New York,2019,6,4781,26.9
9429,States,North Carolina,2019,6,1253,30.01
9430,States,North Dakota,2019,6,381,35.96
9431,States,Ohio,2019,6,3506,25.78
9432,States,Oklahoma,2019,6,458,21.4
9433,States,Oregon,2019,6,1071,27.08
9434,States,Pennsylvania,2019,6,913,27.71
9435,States,Rhode Island,2019,6,X,X
9436,States,South Carolina,2019,6,926,23.33
9437,States,South Dakota,2019,6,76,13.16
9438,States,Tennessee,2019,6,263,23.95
9439,States,Texas,2019,6,6918,35.46
9440,States,Utah,2019,6,2022,31.4
9441,States,Vermont,2019,6,332,23.8
9442,States,Virginia,2019,6,620,28.39
9443,States,Washington,2019,6,1753,23.56
9444,States,West Virginia,2019,6,1183,22.49
9445,States,Wisconsin,2019,6,1925,15.69
9446,States,Wyoming,2019,6,X,X
9447,States,Puerto Rico,2019,6,X,X
9448,States,Virgin Islands,2019,6,X,X
9449,States,New York City,2019,6,X,X
9450,States,Alabama,2019,7,1073,19.57
9451,States,Alaska,2019,7,11,27.27
9452,States,Arizona,2019,7,524,9.73
9453,States,Arkansas,2019,7,1029,39.94
9454,States,California,2019,7,1145,13.97
9455,States,Colorado,2019,7,1292,35.14
9456,States,Connecticut,2019,7,1340,19.48
9457,States,Delaware,2019,7,553,27.67
9458,States,District of Columbia,2019,7,X,X
9459,States,Florida,2019,7,X,X
9460,States,Georgia,2019,7,1699,13.89
9461,States,Hawaii,2019,7,298,13.09
9462,States,Idaho,2019,7,154,24.68
9463,States,Illinois,2019,7,547,27.79
9464,States,Indiana,2019,7,360,23.89
9465,States,Iowa,2019,7,415,34.46
9466,States,Kansas,2019,7,137,15.33
9467,States,Kentucky,2019,7,1023,14.86
9468,States,Louisiana,2019,7,1061,28.65
9469,States,Maine,2019,7,238,28.57
9470,States,Maryland,2019,7,426,21.6
9471,States,Massachusetts,2019,7,1371,25.75
9472,States,Michigan,2019,7,1838,19.48
9473,States,Minnesota,2019,7,567,21.87
9474,States,Mississippi,2019,7,260,34.62
9475,States,Missouri,2019,7,2321,26.24
9476,States,Montana,2019,7,449,35.19
9477,States,Nebraska,2019,7,270,24.07
9478,States,Nevada,2019,7,64,21.88
9479,States,New Hampshire,2019,7,X,X
9480,States,New Jersey,2019,7,X,X
9481,States,New Mexico,2019,7,X,X
9482,States,New York,2019,7,4901,27.28
9483,States,North Carolina,2019,7,1005,25.77
9484,States,North Dakota,2019,7,481,37.84
9485,States,Ohio,2019,7,3961,30.14
9486,States,Oklahoma,2019,7,640,25.63
9487,States,Oregon,2019,7,1475,27.59
9488,States,Pennsylvania,2019,7,857,27.89
9489,States,Rhode Island,2019,7,X,X
9490,States,South Carolina,2019,7,828,20.41
9491,States,South Dakota,2019,7,102,11.76
9492,States,Tennessee,2019,7,255,16.08
9493,States,Texas,2019,7,6211,31.96
9494,States,Utah,2019,7,2060,32.77
9495,States,Vermont,2019,7,328,30.18
9496,States,Virginia,2019,7,852,29.34
9497,States,Washington,2019,7,1288,24.46
9498,States,West Virginia,2019,7,1241,23.29
9499,States,Wisconsin,2019,7,2120,23.96
9500,States,Wyoming,2019,7,X,X
9501,States,Puerto Rico,2019,7,X,X
9502,States,Virgin Islands,2019,7,X,X
9503,States,New York City,2019,7,X,X
9504,States,Alabama,2019,8,823,20.9
9505,States,Alaska,2019,8,X,X
9506,States,Arizona,2019,8,576,7.64
9507,States,Arkansas,2019,8,678,37.46
9508,States,California,2019,8,1160,15.95
9509,States,Colorado,2019,8,1328,37.12
9510,States,Connecticut,2019,8,1144,18.44
9511,States,Delaware,2019,8,441,27.44
9512,States,District of Columbia,2019,8,X,X
9513,States,Florida,2019,8,X,X
9514,States,Georgia,2019,8,1724,15.78
9515,States,Hawaii,2019,8,414,12.08
9516,States,Idaho,2019,8,157,28.03
9517,States,Illinois,2019,8,635,22.52
9518,States,Indiana,2019,8,554,23.29
9519,States,Iowa,2019,8,483,41.82
9520,States,Kansas,2019,8,152,19.74
9521,States,Kentucky,2019,8,959,14.08
9522,States,Louisiana,2019,8,1016,29.04
9523,States,Maine,2019,8,244,29.1
9524,States,Maryland,2019,8,447,29.53
9525,States,Massachusetts,2019,8,1348,20.03
9526,States,Michigan,2019,8,1878,19.91
9527,States,Minnesota,2019,8,688,30.09
9528,States,Mississippi,2019,8,242,18.18
9529,States,Missouri,2019,8,2367,26.91
9530,States,Montana,2019,8,531,40.11
9531,States,Nebraska,2019,8,244,25.41
9532,States,Nevada,2019,8,57,29.82
9533,States,New Hampshire,2019,8,X,X
9534,States,New Jersey,2019,8,X,X
9535,States,New Mexico,2019,8,473,21.99
9536,States,New York,2019,8,4695,27.9
9537,States,North Carolina,2019,8,969,23.43
9538,States,North Dakota,2019,8,512,39.45
9539,States,Ohio,2019,8,4603,32.11
9540,States,Oklahoma,2019,8,643,26.13
9541,States,Oregon,2019,8,1453,37.3
9542,States,Pennsylvania,2019,8,794,27.08
9543,States,Rhode Island,2019,8,X,X
9544,States,South Carolina,2019,8,845,17.04
9545,States,South Dakota,2019,8,75,9.33
9546,States,Tennessee,2019,8,220,13.64
9547,States,Texas,2019,8,5597,29.77
9548,States,Utah,2019,8,1981,31.5
9549,States,Vermont,2019,8,359,29.81
9550,States,Virginia,2019,8,922,31.34
9551,States,Washington,2019,8,1889,22.82
9552,States,West Virginia,2019,8,1317,26.42
9553,States,Wisconsin,2019,8,2252,26.47
9554,States,Wyoming,2019,8,X,X
9555,States,Puerto Rico,2019,8,X,X
9556,States,Virgin Islands,2019,8,X,X
9557,States,New York City,2019,8,X,X
9558,States,Alabama,2019,9,931,17.62
9559,States,Alaska,2019,9,X,X
9560,States,Arizona,2019,9,627,8.45
9561,States,Arkansas,2019,9,686,48.98
9562,States,California,2019,9,1181,17.95
9563,States,Colorado,2019,9,1360,34.93
9564,States,Connecticut,2019,9,1035,19.52
9565,States,Delaware,2019,9,485,26.39
9566,States,District of Columbia,2019,9,X,X
9567,States,Florida,2019,9,X,X
9568,States,Georgia,2019,9,1634,12.67
9569,States,Hawaii,2019,9,346,12.43
9570,States,Idaho,2019,9,138,20.29
9571,States,Illinois,2019,9,619,22.94
9572,States,Indiana,2019,9,602,31.73
9573,States,Iowa,2019,9,559,42.4
9574,States,Kansas,2019,9,153,22.22
9575,States,Kentucky,2019,9,926,11.99
9576,States,Louisiana,2019,9,805,22.98
9577,States,Maine,2019,9,176,26.7
9578,States,Maryland,2019,9,439,29.38
9579,States,Massachusetts,2019,9,1249,19.46
9580,States,Michigan,2019,9,2000,23.45
9581,States,Minnesota,2019,9,640,21.88
9582,States,Mississippi,2019,9,137,19.71
9583,States,Missouri,2019,9,2291,31.51
9584,States,Montana,2019,9,474,56.75
9585,States,Nebraska,2019,9,211,12.32
9586,States,Nevada,2019,9,62,27.42
9587,States,New Hampshire,2019,9,X,X
9588,States,New Jersey,2019,9,X,X
9589,States,New Mexico,2019,9,585,22.39
9590,States,New York,2019,9,4189,21.32
9591,States,North Carolina,2019,9,736,16.85
9592,States,North Dakota,2019,9,596,42.28
9593,States,Ohio,2019,9,4558,33.02
9594,States,Oklahoma,2019,9,673,25.41
