,REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE
6372,States,Alabama,2013,2,122,25.41
6373,States,Alaska,2013,2,131,20.61
6374,States,Arizona,2013,2,341,68.91
6375,States,Arkansas,2013,2,117,31.62
6376,States,California,2013,2,650,18.31
6377,States,Colorado,2013,2,881,20.89
6378,States,Connecticut,2013,2,700,39
6379,States,Delaware,2013,2,352,46.02
6380,States,District of Columbia,2013,2,X,X
6381,States,Florida,2013,2,X,X
6382,States,Georgia,2013,2,1495,20.6
6383,States,Hawaii,2013,2,368,37.23
6384,States,Idaho,2013,2,53,86.79
6385,States,Illinois,2013,2,224,19.64
6386,States,Indiana,2013,2,141,32.62
6387,States,Iowa,2013,2,301,48.5
6388,States,Kansas,2013,2,13,53.85
6389,States,Kentucky,2013,2,99,46.46
6390,States,Louisiana,2013,2,315,28.89
6391,States,Maine,2013,2,137,46.72
6392,States,Maryland,2013,2,552,67.75
6393,States,Massachusetts,2013,2,95,32.63
6394,States,Michigan,2013,2,124,84.68
6395,States,Minnesota,2013,2,832,47.48
6396,States,Mississippi,2013,2,128,25
6397,States,Missouri,2013,2,357,10.08
6398,States,Montana,2013,2,269,43.12
6399,States,Nebraska,2013,2,169,41.42
6400,States,Nevada,2013,2,78,52.56
6401,States,New Hampshire,2013,2,49,32.65
6402,States,New Jersey,2013,2,X,X
6403,States,New Mexico,2013,2,66,50
6404,States,New York,2013,2,2460,30.16
6405,States,North Carolina,2013,2,34,47.06
6406,States,North Dakota,2013,2,617,24.96
6407,States,Ohio,2013,2,266,36.09
6408,States,Oklahoma,2013,2,339,32.74
6409,States,Oregon,2013,2,104,65.38
6410,States,Pennsylvania,2013,2,486,48.97
6411,States,Rhode Island,2013,2,X,X
6412,States,South Carolina,2013,2,388,16.49
6413,States,South Dakota,2013,2,242,38.43
6414,States,Tennessee,2013,2,135,38.52
6415,States,Texas,2013,2,2727,31.21
6416,States,Utah,2013,2,1538,32.77
6417,States,Vermont,2013,2,12,58.33
6418,States,Virginia,2013,2,432,34.03
6419,States,Washington,2013,2,811,34.16
6420,States,West Virginia,2013,2,858,29.37
6421,States,Wisconsin,2013,2,285,53.33
6422,States,Wyoming,2013,2,84,30.95
6423,States,Puerto Rico,2013,2,10,100
6424,States,Virgin Islands,2013,2,0,0
6425,States,New York City,2013,2,X,X
6426,States,Alabama,2013,3,78,29.49
6427,States,Alaska,2013,3,131,19.08
6428,States,Arizona,2013,3,345,69.86
6429,States,Arkansas,2013,3,112,35.71
6430,States,California,2013,3,836,19.74
6431,States,Colorado,2013,3,900,25.78
6432,States,Connecticut,2013,3,597,31.32
6433,States,Delaware,2013,3,268,44.4
6434,States,District of Columbia,2013,3,X,X
6435,States,Florida,2013,3,X,X
6436,States,Georgia,2013,3,1228,15.31
6437,States,Hawaii,2013,3,421,36.34
6438,States,Idaho,2013,3,47,74.47
6439,States,Illinois,2013,3,199,14.57
6440,States,Indiana,2013,3,129,26.36
6441,States,Iowa,2013,3,333,42.34
6442,States,Kansas,2013,3,18,77.78
6443,States,Kentucky,2013,3,68,27.94
6444,States,Louisiana,2013,3,353,26.06
6445,States,Maine,2013,3,87,44.83
6446,States,Maryland,2013,3,411,61.31
6447,States,Massachusetts,2013,3,129,24.03
6448,States,Michigan,2013,3,104,68.27
6449,States,Minnesota,2013,3,604,38.58
6450,States,Mississippi,2013,3,90,16.67
6451,States,Missouri,2013,3,374,10.16
6452,States,Montana,2013,3,262,30.53
6453,States,Nebraska,2013,3,176,46.59
6454,States,Nevada,2013,3,125,57.6
6455,States,New Hampshire,2013,3,32,40.63
6456,States,New Jersey,2013,3,X,X
6457,States,New Mexico,2013,3,92,61.96
6458,States,New York,2013,3,2782,23.87
6459,States,North Carolina,2013,3,37,35.14
6460,States,North Dakota,2013,3,335,28.96
6461,States,Ohio,2013,3,255,38.04
6462,States,Oklahoma,2013,3,277,31.05
6463,States,Oregon,2013,3,120,74.17
6464,States,Pennsylvania,2013,3,444,44.37
6465,States,Rhode Island,2013,3,X,X
6466,States,South Carolina,2013,3,285,11.23
6467,States,South Dakota,2013,3,251,29.48
6468,States,Tennessee,2013,3,124,23.39
6469,States,Texas,2013,3,2443,31.35
6470,States,Utah,2013,3,1480,27.16
6471,States,Vermont,2013,3,27,48.15
6472,States,Virginia,2013,3,313,25.88
6473,States,Washington,2013,3,800,24
6474,States,West Virginia,2013,3,827,28.54
6475,States,Wisconsin,2013,3,196,46.94
6476,States,Wyoming,2013,3,134,26.87
6477,States,Puerto Rico,2013,3,12,100
6478,States,Virgin Islands,2013,3,0,0
6479,States,New York City,2013,3,X,X
6480,States,Alabama,2013,4,94,14.89
6481,States,Alaska,2013,4,141,22.7
6482,States,Arizona,2013,4,427,74.47
6483,States,Arkansas,2013,4,131,30.53
6484,States,California,2013,4,956,37.55
6485,States,Colorado,2013,4,909,22.66
6486,States,Connecticut,2013,4,419,29.83
6487,States,Delaware,2013,4,209,38.76
6488,States,District of Columbia,2013,4,X,X
6489,States,Florida,2013,4,X,X
6490,States,Georgia,2013,4,994,11.07
6491,States,Hawaii,2013,4,710,25.35
6492,States,Idaho,2013,4,51,94.12
6493,States,Illinois,2013,4,134,16.42
6494,States,Indiana,2013,4,138,42.03
6495,States,Iowa,2013,4,257,35.02
6496,States,Kansas,2013,4,21,71.43
6497,States,Kentucky,2013,4,73,23.29
6498,States,Louisiana,2013,4,338,24.56
6499,States,Maine,2013,4,55,32.73
6500,States,Maryland,2013,4,273,53.85
6501,States,Massachusetts,2013,4,93,20.43
6502,States,Michigan,2013,4,37,54.05
6503,States,Minnesota,2013,4,489,37.63
6504,States,Mississippi,2013,4,85,8.24
6505,States,Missouri,2013,4,318,7.55
6506,States,Montana,2013,4,224,20.54
6507,States,Nebraska,2013,4,155,34.84
6508,States,Nevada,2013,4,117,66.67
6509,States,New Hampshire,2013,4,16,25
6510,States,New Jersey,2013,4,X,X
6511,States,New Mexico,2013,4,91,63.74
6512,States,New York,2013,4,2134,19.31
6513,States,North Carolina,2013,4,25,28
6514,States,North Dakota,2013,4,281,26.33
6515,States,Ohio,2013,4,220,27.27
6516,States,Oklahoma,2013,4,229,33.62
6517,States,Oregon,2013,4,116,74.14
6518,States,Pennsylvania,2013,4,353,45.04
6519,States,Rhode Island,2013,4,X,X
6520,States,South Carolina,2013,4,191,10.99
6521,States,South Dakota,2013,4,226,23.89
6522,States,Tennessee,2013,4,103,33.98
6523,States,Texas,2013,4,2422,28.03
6524,States,Utah,2013,4,1304,27.91
6525,States,Vermont,2013,4,29,55.17
6526,States,Virginia,2013,4,261,21.07
6527,States,Washington,2013,4,781,27.53
6528,States,West Virginia,2013,4,675,22.96
6529,States,Wisconsin,2013,4,161,49.07
6530,States,Wyoming,2013,4,71,32.39
6531,States,Puerto Rico,2013,4,10,90
6532,States,Virgin Islands,2013,4,0,0
6533,States,New York City,2013,4,X,X
6534,States,Alabama,2013,5,80,8.75
6535,States,Alaska,2013,5,124,14.52
6536,States,Arizona,2013,5,327,64.22
6537,States,Arkansas,2013,5,103,40.78
6538,States,California,2013,5,981,36.09
6539,States,Colorado,2013,5,802,17.83
6540,States,Connecticut,2013,5,352,22.73
6541,States,Delaware,2013,5,203,36.95
6542,States,District of Columbia,2013,5,X,X
6543,States,Florida,2013,5,X,X
6544,States,Georgia,2013,5,890,14.61
6545,States,Hawaii,2013,5,630,29.68
6546,States,Idaho,2013,5,40,90
6547,States,Illinois,2013,5,120,13.33
6548,States,Indiana,2013,5,123,33.33
6549,States,Iowa,2013,5,190,32.11
6550,States,Kansas,2013,5,12,75
6551,States,Kentucky,2013,5,61,39.34
6552,States,Louisiana,2013,5,254,22.83
6553,States,Maine,2013,5,41,41.46
6554,States,Maryland,2013,5,207,47.83
6555,States,Massachusetts,2013,5,86,17.44
6556,States,Michigan,2013,5,26,84.62
6557,States,Minnesota,2013,5,412,27.43
6558,States,Mississippi,2013,5,65,15.38
6559,States,Missouri,2013,5,184,16.3
6560,States,Montana,2013,5,231,21.65
6561,States,Nebraska,2013,5,156,37.82
6562,States,Nevada,2013,5,91,58.24
6563,States,New Hampshire,2013,5,14,0
6564,States,New Jersey,2013,5,X,X
6565,States,New Mexico,2013,5,76,50
6566,States,New York,2013,5,1893,18.75
6567,States,North Carolina,2013,5,22,22.73
6568,States,North Dakota,2013,5,275,24.36
6569,States,Ohio,2013,5,182,38.46
6570,States,Oklahoma,2013,5,280,33.57
6571,States,Oregon,2013,5,130,70.77
6572,States,Pennsylvania,2013,5,320,36.56
6573,States,Rhode Island,2013,5,X,X
6574,States,South Carolina,2013,5,217,14.29
6575,States,South Dakota,2013,5,183,25.68
6576,States,Tennessee,2013,5,87,39.08
6577,States,Texas,2013,5,1766,24.18
6578,States,Utah,2013,5,1273,23.02
6579,States,Vermont,2013,5,X,X
6580,States,Virginia,2013,5,219,16.89
6581,States,Washington,2013,5,699,20.74
6582,States,West Virginia,2013,5,560,17.86
6583,States,Wisconsin,2013,5,152,42.76
6584,States,Wyoming,2013,5,61,31.15
6585,States,Puerto Rico,2013,5,13,100
6586,States,Virgin Islands,2013,5,0,0
6587,States,New York City,2013,5,X,X
6588,States,Alabama,2013,6,93,4.3
6589,States,Alaska,2013,6,109,14.68
6590,States,Arizona,2013,6,240,54.58
6591,States,Arkansas,2013,6,95,32.63
6592,States,California,2013,6,912,26.43
6593,States,Colorado,2013,6,776,16.88
6594,States,Connecticut,2013,6,271,21.03
6595,States,Delaware,2013,6,152,48.03
6596,States,District of Columbia,2013,6,X,X
6597,States,Florida,2013,6,X,X
6598,States,Georgia,2013,6,1050,19.05
6599,States,Hawaii,2013,6,579,29.19
6600,States,Idaho,2013,6,33,84.85
6601,States,Illinois,2013,6,119,6.72
6602,States,Indiana,2013,6,108,28.7
6603,States,Iowa,2013,6,183,30.05
6604,States,Kansas,2013,6,12,58.33
6605,States,Kentucky,2013,6,68,25
6606,States,Louisiana,2013,6,276,18.48
6607,States,Maine,2013,6,27,29.63
6608,States,Maryland,2013,6,191,47.64
6609,States,Massachusetts,2013,6,79,16.46
6610,States,Michigan,2013,6,24,91.67
6611,States,Minnesota,2013,6,287,25.09
6612,States,Mississippi,2013,6,66,16.67
6613,States,Missouri,2013,6,359,5.01
6614,States,Montana,2013,6,222,16.67
6615,States,Nebraska,2013,6,122,37.7
6616,States,Nevada,2013,6,74,48.65
6617,States,New Hampshire,2013,6,X,X
6618,States,New Jersey,2013,6,X,X
6619,States,New Mexico,2013,6,70,50
6620,States,New York,2013,6,1455,16.84
6621,States,North Carolina,2013,6,15,20
6622,States,North Dakota,2013,6,261,23.75
6623,States,Ohio,2013,6,131,32.82
6624,States,Oklahoma,2013,6,188,29.26
6625,States,Oregon,2013,6,79,75.95
6626,States,Pennsylvania,2013,6,289,32.87
6627,States,Rhode Island,2013,6,X,X
6628,States,South Carolina,2013,6,197,15.74
6629,States,South Dakota,2013,6,172,18.02
6630,States,Tennessee,2013,6,82,36.59
6631,States,Texas,2013,6,1389,20.37
6632,States,Utah,2013,6,1233,20.36
6633,States,Vermont,2013,6,X,X
6634,States,Virginia,2013,6,247,16.19
6635,States,Washington,2013,6,664,14.46
6636,States,West Virginia,2013,6,432,15.28
6637,States,Wisconsin,2013,6,118,27.12
6638,States,Wyoming,2013,6,57,21.05
6639,States,Puerto Rico,2013,6,18,100
6640,States,Virgin Islands,2013,6,0,0
6641,States,New York City,2013,6,X,X
6642,States,Alabama,2013,7,70,4.29
6643,States,Alaska,2013,7,86,12.79
6644,States,Arizona,2013,7,169,42.6
6645,States,Arkansas,2013,7,94,22.34
6646,States,California,2013,7,808,18.94
6647,States,Colorado,2013,7,755,18.01
6648,States,Connecticut,2013,7,208,15.87
6649,States,Delaware,2013,7,115,36.52
6650,States,District of Columbia,2013,7,15,53.33
6651,States,Florida,2013,7,X,X
6652,States,Georgia,2013,7,1096,20.89
6653,States,Hawaii,2013,7,517,28.82
6654,States,Idaho,2013,7,25,84
6655,States,Illinois,2013,7,109,9.17
6656,States,Indiana,2013,7,93,23.66
6657,States,Iowa,2013,7,142,24.65
6658,States,Kansas,2013,7,11,63.64
6659,States,Kentucky,2013,7,65,20
6660,States,Louisiana,2013,7,225,16
6661,States,Maine,2013,7,17,11.76
6662,States,Maryland,2013,7,143,54.55
6663,States,Massachusetts,2013,7,67,22.39
6664,States,Michigan,2013,7,22,81.82
6665,States,Minnesota,2013,7,296,25.34
6666,States,Mississippi,2013,7,50,8
6667,States,Missouri,2013,7,341,7.33
6668,States,Montana,2013,7,164,17.68
6669,States,Nebraska,2013,7,114,24.56
6670,States,Nevada,2013,7,98,72.45
6671,States,New Hampshire,2013,7,X,X
6672,States,New Jersey,2013,7,X,X
6673,States,New Mexico,2013,7,68,41.18
6674,States,New York,2013,7,1285,17.67
6675,States,North Carolina,2013,7,21,33.33
6676,States,North Dakota,2013,7,180,25.56
6677,States,Ohio,2013,7,122,13.11
6678,States,Oklahoma,2013,7,173,27.17
6679,States,Oregon,2013,7,62,69.35
6680,States,Pennsylvania,2013,7,269,32.34
6681,States,Rhode Island,2013,7,X,X
6682,States,South Carolina,2013,7,202,14.85
6683,States,South Dakota,2013,7,156,16.03
6684,States,Tennessee,2013,7,79,36.71
6685,States,Texas,2013,7,1084,11.62
6686,States,Utah,2013,7,972,16.77
6687,States,Vermont,2013,7,X,X
6688,States,Virginia,2013,7,161,18.63
6689,States,Washington,2013,7,537,12.1
6690,States,West Virginia,2013,7,403,17.37
6691,States,Wisconsin,2013,7,86,30.23
6692,States,Wyoming,2013,7,39,28.21
6693,States,Puerto Rico,2013,7,20,95
6694,States,Virgin Islands,2013,7,0,0
6695,States,New York City,2013,7,X,X
6696,States,Alabama,2013,8,61,1.64
6697,States,Alaska,2013,8,78,14.1
6698,States,Arizona,2013,8,157,42.04
6699,States,Arkansas,2013,8,104,24.04
6700,States,California,2013,8,698,20.63
6701,States,Colorado,2013,8,610,12.62
6702,States,Connecticut,2013,8,193,11.4
6703,States,Delaware,2013,8,131,51.15
6704,States,District of Columbia,2013,8,11,90.91
6705,States,Florida,2013,8,X,X
6706,States,Georgia,2013,8,1117,17.82
6707,States,Hawaii,2013,8,409,30.56
6708,States,Idaho,2013,8,26,84.62
6709,States,Illinois,2013,8,77,10.39
6710,States,Indiana,2013,8,103,38.83
6711,States,Iowa,2013,8,120,35.83
6712,States,Kansas,2013,8,X,X
6713,States,Kentucky,2013,8,48,25
6714,States,Louisiana,2013,8,225,19.11
6715,States,Maine,2013,8,16,25
6716,States,Maryland,2013,8,125,42.4
6717,States,Massachusetts,2013,8,63,22.22
6718,States,Michigan,2013,8,X,X
6719,States,Minnesota,2013,8,258,19.38
6720,States,Mississippi,2013,8,58,20.69
6721,States,Missouri,2013,8,360,4.72
6722,States,Montana,2013,8,131,22.9
6723,States,Nebraska,2013,8,72,8.33
6724,States,Nevada,2013,8,52,59.62
6725,States,New Hampshire,2013,8,10,30
6726,States,New Jersey,2013,8,X,X
6727,States,New Mexico,2013,8,48,33.33
6728,States,New York,2013,8,1148,18.64
6729,States,North Carolina,2013,8,15,33.33
6730,States,North Dakota,2013,8,127,20.47
6731,States,Ohio,2013,8,115,34.78
6732,States,Oklahoma,2013,8,148,20.27
6733,States,Oregon,2013,8,52,59.62
6734,States,Pennsylvania,2013,8,242,26.03
6735,States,Rhode Island,2013,8,X,X
6736,States,South Carolina,2013,8,195,12.31
6737,States,South Dakota,2013,8,174,8.05
6738,States,Tennessee,2013,8,66,24.24
6739,States,Texas,2013,8,984,13.41
6740,States,Utah,2013,8,858,14.1
6741,States,Vermont,2013,8,11,63.64
6742,States,Virginia,2013,8,144,20.83
6743,States,Washington,2013,8,445,12.13
6744,States,West Virginia,2013,8,354,20.62
6745,States,Wisconsin,2013,8,110,26.36
6746,States,Wyoming,2013,8,40,25
6747,States,Puerto Rico,2013,8,20,100
6748,States,Virgin Islands,2013,8,0,0
6749,States,New York City,2013,8,X,X
6750,States,Alabama,2013,9,70,8.57
6751,States,Alaska,2013,9,68,19.12
6752,States,Arizona,2013,9,136,28.68
6753,States,Arkansas,2013,9,68,39.71
6754,States,California,2013,9,616,16.72
6755,States,Colorado,2013,9,466,11.16
6756,States,Connecticut,2013,9,159,22.64
6757,States,Delaware,2013,9,127,42.52
6758,States,District of Columbia,2013,9,X,X
6759,States,Florida,2013,9,X,X
6760,States,Georgia,2013,9,1054,21.44
6761,States,Hawaii,2013,9,380,31.84
6762,States,Idaho,2013,9,19,100
6763,States,Illinois,2013,9,82,10.98
6764,States,Indiana,2013,9,85,20
6765,States,Iowa,2013,9,101,34.65
6766,States,Kansas,2013,9,X,X
6767,States,Kentucky,2013,9,38,28.95
6768,States,Louisiana,2013,9,182,12.64
6769,States,Maine,2013,9,12,16.67
6770,States,Maryland,2013,9,132,43.18
6771,States,Massachusetts,2013,9,49,20.41
6772,States,Michigan,2013,9,14,71.43
6773,States,Minnesota,2013,9,239,20.92
6774,States,Mississippi,2013,9,57,10.53
6775,States,Missouri,2013,9,326,4.29
6776,States,Montana,2013,9,128,20.31
6777,States,Nebraska,2013,9,56,12.5
6778,States,Nevada,2013,9,79,54.43
6779,States,New Hampshire,2013,9,X,X
6780,States,New Jersey,2013,9,X,X
6781,States,New Mexico,2013,9,34,26.47
6782,States,New York,2013,9,1131,14.94
6783,States,North Carolina,2013,9,25,52
6784,States,North Dakota,2013,9,158,15.19
6785,States,Ohio,2013,9,100,27
6786,States,Oklahoma,2013,9,134,20.15
6787,States,Oregon,2013,9,35,48.57
6788,States,Pennsylvania,2013,9,247,29.55
6789,States,Rhode Island,2013,9,X,X
6790,States,South Carolina,2013,9,204,16.18
6791,States,South Dakota,2013,9,161,8.7
6792,States,Tennessee,2013,9,58,27.59
6793,States,Texas,2013,9,892,12.44
6794,States,Utah,2013,9,699,12.02
6795,States,Vermont,2013,9,X,X
6796,States,Virginia,2013,9,177,22.03
6797,States,Washington,2013,9,397,9.82
6798,States,West Virginia,2013,9,446,14.57
6799,States,Wisconsin,2013,9,103,23.3
6800,States,Wyoming,2013,9,22,22.73
6801,States,Puerto Rico,2013,9,20,100
6802,States,Virgin Islands,2013,9,0,0
6803,States,New York City,2013,9,X,X
6804,States,Alabama,2013,10,74,1.35
6805,States,Alaska,2013,10,94,12.77
6806,States,Arizona,2013,10,143,27.27
6807,States,Arkansas,2013,10,77,20.78
6808,States,California,2013,10,575,14.43
6809,States,Colorado,2013,10,417,13.91
6810,States,Connecticut,2013,10,157,20.38
6811,States,Delaware,2013,10,106,46.23
6812,States,District of Columbia,2013,10,X,X
6813,States,Florida,2013,10,X,X
6814,States,Georgia,2013,10,1040,21.54
6815,States,Hawaii,2013,10,409,31.05
6816,States,Idaho,2013,10,10,100
6817,States,Illinois,2013,10,60,1.67
6818,States,Indiana,2013,10,90,23.33
6819,States,Iowa,2013,10,87,37.93
6820,States,Kansas,2013,10,X,X
6821,States,Kentucky,2013,10,35,5.71
6822,States,Louisiana,2013,10,217,10.14
6823,States,Maine,2013,10,11,27.27
6824,States,Maryland,2013,10,135,43.7
6825,States,Massachusetts,2013,10,38,10.53
6826,States,Michigan,2013,10,15,93.33
6827,States,Minnesota,2013,10,258,17.83
6828,States,Mississippi,2013,10,52,13.46
6829,States,Missouri,2013,10,314,2.87
6830,States,Montana,2013,10,97,17.53
6831,States,Nebraska,2013,10,36,11.11
6832,States,Nevada,2013,10,46,50
6833,States,New Hampshire,2013,10,X,X
6834,States,New Jersey,2013,10,X,X
6835,States,New Mexico,2013,10,29,10.34
6836,States,New York,2013,10,1008,14.68
6837,States,North Carolina,2013,10,15,73.33
6838,States,North Dakota,2013,10,133,14.29
6839,States,Ohio,2013,10,92,21.74
6840,States,Oklahoma,2013,10,114,20.18
6841,States,Oregon,2013,10,37,13.51
6842,States,Pennsylvania,2013,10,246,28.86
6843,States,Rhode Island,2013,10,X,X
6844,States,South Carolina,2013,10,207,12.56
6845,States,South Dakota,2013,10,149,14.77
6846,States,Tennessee,2013,10,51,23.53
6847,States,Texas,2013,10,976,11.07
6848,States,Utah,2013,10,653,11.64
6849,States,Vermont,2013,10,X,X
6850,States,Virginia,2013,10,130,16.15
6851,States,Washington,2013,10,377,6.63
6852,States,West Virginia,2013,10,519,25.43
6853,States,Wisconsin,2013,10,84,33.33
6854,States,Wyoming,2013,10,22,13.64
6855,States,Puerto Rico,2013,10,16,93.75
6856,States,Virgin Islands,2013,10,0,0
6857,States,New York City,2013,10,X,X
6858,States,Alabama,2013,11,62,4.84
6859,States,Alaska,2013,11,69,15.94
6860,States,Arizona,2013,11,97,20.62
6861,States,Arkansas,2013,11,73,23.29
6862,States,California,2013,11,552,13.59
6863,States,Colorado,2013,11,392,9.69
6864,States,Connecticut,2013,11,181,9.39
6865,States,Delaware,2013,11,135,54.07
6866,States,District of Columbia,2013,11,11,54.55
6867,States,Florida,2013,11,X,X
6868,States,Georgia,2013,11,965,15.96
6869,States,Hawaii,2013,11,403,27.3
6870,States,Idaho,2013,11,12,91.67
6871,States,Illinois,2013,11,78,14.1
6872,States,Indiana,2013,11,82,21.95
6873,States,Iowa,2013,11,69,14.49
6874,States,Kansas,2013,11,X,X
6875,States,Kentucky,2013,11,39,25.64
6876,States,Louisiana,2013,11,196,10.71
6877,States,Maine,2013,11,X,X
6878,States,Maryland,2013,11,100,51
6879,States,Massachusetts,2013,11,63,14.29
6880,States,Michigan,2013,11,X,X
6881,States,Minnesota,2013,11,211,15.64
6882,States,Mississippi,2013,11,40,12.5
6883,States,Missouri,2013,11,282,8.16
6884,States,Montana,2013,11,80,22.5
6885,States,Nebraska,2013,11,49,6.12
6886,States,Nevada,2013,11,37,54.05
6887,States,New Hampshire,2013,11,X,X
6888,States,New Jersey,2013,11,X,X
6889,States,New Mexico,2013,11,26,19.23
6890,States,New York,2013,11,1066,15.67
6891,States,North Carolina,2013,11,22,68.18
6892,States,North Dakota,2013,11,92,11.96
6893,States,Ohio,2013,11,81,33.33
6894,States,Oklahoma,2013,11,90,11.11
6895,States,Oregon,2013,11,37,13.51
6896,States,Pennsylvania,2013,11,235,25.53
6897,States,Rhode Island,2013,11,X,X
6898,States,South Carolina,2013,11,217,17.51
6899,States,South Dakota,2013,11,147,15.65
6900,States,Tennessee,2013,11,42,33.33
6901,States,Texas,2013,11,812,9.36
6902,States,Utah,2013,11,568,7.75
6903,States,Vermont,2013,11,X,X
6904,States,Virginia,2013,11,129,13.18
6905,States,Washington,2013,11,383,8.62
6906,States,West Virginia,2013,11,517,21.28
6907,States,Wisconsin,2013,11,73,21.92
6908,States,Wyoming,2013,11,13,15.38
6909,States,Puerto Rico,2013,11,12,83.33
6910,States,Virgin Islands,2013,11,0,0
6911,States,New York City,2013,11,X,X
6912,States,Alabama,2013,12,64,1.56
6913,States,Alaska,2013,12,68,13.24
6914,States,Arizona,2013,12,106,16.98
6915,States,Arkansas,2013,12,52,17.31
6916,States,California,2013,12,423,9.22
6917,States,Colorado,2013,12,316,9.81
6918,States,Connecticut,2013,12,177,11.3
6919,States,Delaware,2013,12,111,43.24
6920,States,District of Columbia,2013,12,X,X
6921,States,Florida,2013,12,X,X
6922,States,Georgia,2013,12,828,18.96
6923,States,Hawaii,2013,12,439,25.97
6924,States,Idaho,2013,12,16,62.5
6925,States,Illinois,2013,12,61,6.56
6926,States,Indiana,2013,12,81,8.64
6927,States,Iowa,2013,12,65,18.46
6928,States,Kansas,2013,12,X,X
6929,States,Kentucky,2013,12,38,2.63
6930,States,Louisiana,2013,12,198,8.08
6931,States,Maine,2013,12,X,X
6932,States,Maryland,2013,12,99,51.52
6933,States,Massachusetts,2013,12,46,13.04
6934,States,Michigan,2013,12,X,X
6935,States,Minnesota,2013,12,192,17.71
6936,States,Mississippi,2013,12,61,16.39
6937,States,Missouri,2013,12,251,7.97
6938,States,Montana,2013,12,86,22.09
6939,States,Nebraska,2013,12,37,8.11
6940,States,Nevada,2013,12,34,44.12
6941,States,New Hampshire,2013,12,X,X
6942,States,New Jersey,2013,12,X,X
6943,States,New Mexico,2013,12,10,20
6944,States,New York,2013,12,979,16.14
6945,States,North Carolina,2013,12,27,40.74
6946,States,North Dakota,2013,12,65,20
6947,States,Ohio,2013,12,68,26.47
6948,States,Oklahoma,2013,12,93,19.35
6949,States,Oregon,2013,12,15,26.67
6950,States,Pennsylvania,2013,12,227,21.15
6951,States,Rhode Island,2013,12,X,X
6952,States,South Carolina,2013,12,186,11.83
6953,States,South Dakota,2013,12,172,12.21
6954,States,Tennessee,2013,12,46,32.61
6955,States,Texas,2013,12,764,6.54
6956,States,Utah,2013,12,512,7.81
6957,States,Vermont,2013,12,X,X
6958,States,Virginia,2013,12,117,11.97
6959,States,Washington,2013,12,313,7.35
6960,States,West Virginia,2013,12,414,23.43
6961,States,Wisconsin,2013,12,111,30.63
6962,States,Wyoming,2013,12,17,11.76
6963,States,Puerto Rico,2013,12,19,78.95
6964,States,Virgin Islands,2013,12,0,0
6965,States,New York City,2013,12,X,X
6966,States,Alabama,2013,13,48,10.42
6967,States,Alaska,2013,13,69,20.29
6968,States,Arizona,2013,13,92,6.52
6969,States,Arkansas,2013,13,58,17.24
6970,States,California,2013,13,354,7.06
6971,States,Colorado,2013,13,272,4.78
6972,States,Connecticut,2013,13,166,9.64
6973,States,Delaware,2013,13,107,33.64
6974,States,District of Columbia,2013,13,X,X
6975,States,Florida,2013,13,X,X
6976,States,Georgia,2013,13,770,14.16
6977,States,Hawaii,2013,13,432,26.62
6978,States,Idaho,2013,13,X,X
6979,States,Illinois,2013,13,47,14.89
6980,States,Indiana,2013,13,65,10.77
6981,States,Iowa,2013,13,45,28.89
6982,States,Kansas,2013,13,X,X
6983,States,Kentucky,2013,13,50,10
6984,States,Louisiana,2013,13,140,10
6985,States,Maine,2013,13,11,27.27
6986,States,Maryland,2013,13,90,58.89
6987,States,Massachusetts,2013,13,37,27.03
6988,States,Michigan,2013,13,X,X
6989,States,Minnesota,2013,13,207,13.53
6990,States,Mississippi,2013,13,39,5.13
6991,States,Missouri,2013,13,260,6.54
6992,States,Montana,2013,13,64,23.44
6993,States,Nebraska,2013,13,24,0
6994,States,Nevada,2013,13,27,51.85
6995,States,New Hampshire,2013,13,X,X
6996,States,New Jersey,2013,13,X,X
6997,States,New Mexico,2013,13,30,13.33
6998,States,New York,2013,13,878,16.51
6999,States,North Carolina,2013,13,19,63.16
7000,States,North Dakota,2013,13,81,23.46
7001,States,Ohio,2013,13,58,22.41
7002,States,Oklahoma,2013,13,103,6.8
7003,States,Oregon,2013,13,20,20
7004,States,Pennsylvania,2013,13,163,21.47
7005,States,Rhode Island,2013,13,X,X
7006,States,South Carolina,2013,13,155,13.55
7007,States,South Dakota,2013,13,153,7.84
7008,States,Tennessee,2013,13,26,30.77
7009,States,Texas,2013,13,609,5.58
7010,States,Utah,2013,13,461,5.64
7011,States,Vermont,2013,13,X,X
7012,States,Virginia,2013,13,96,11.46
7013,States,Washington,2013,13,301,6.64
7014,States,West Virginia,2013,13,399,18.8
7015,States,Wisconsin,2013,13,72,27.78
7016,States,Wyoming,2013,13,X,X
7017,States,Puerto Rico,2013,13,21,80.95
7018,States,Virgin Islands,2013,13,0,0
7019,States,New York City,2013,13,X,X
7020,States,Alabama,2013,14,X,X
7021,States,Alaska,2013,14,57,12.28
7022,States,Arizona,2013,14,64,17.19
7023,States,Arkansas,2013,14,48,8.33
7024,States,California,2013,14,353,4.25
7025,States,Colorado,2013,14,226,3.98
7026,States,Connecticut,2013,14,172,14.53
7027,States,Delaware,2013,14,70,47.14
7028,States,District of Columbia,2013,14,X,X
7029,States,Florida,2013,14,X,X
7030,States,Georgia,2013,14,751,16.38
7031,States,Hawaii,2013,14,410,30.73
7032,States,Idaho,2013,14,X,X
