,REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v
9905,States,Minnesota,2014,15,176,13.64,7,0,2,0,0,15,0
9906,States,Mississippi,2014,15,25,12,0,0,0,3,0,0,0
9907,States,Missouri,2014,15,301,3.65,2,0,7,0,0,2,0
9908,States,Montana,2014,15,57,0,0,0,0,0,0,0,0
9909,States,Nebraska,2014,15,41,9.76,1,0,2,0,0,1,0
9910,States,Nevada,2014,15,22,18.18,0,0,0,0,0,4,0
9911,States,New Hampshire,2014,15,48,22.92,1,0,2,0,0,8,0
9912,States,New Jersey,2014,15,X,X,X,X,X,X,X,X,X
9913,States,New Mexico,2014,15,36,19.44,0,0,6,0,0,1,0
9914,States,New York,2014,15,1172,22.44,8,0,51,30,0,174,0
9915,States,North Carolina,2014,15,14,21.43,0,0,2,0,0,1,0
9916,States,North Dakota,2014,15,16,18.75,0,0,0,0,0,3,0
9917,States,Ohio,2014,15,40,10,1,0,0,0,0,3,0
9918,States,Oklahoma,2014,15,108,8.33,0,0,6,1,0,2,0
9919,States,Oregon,2014,15,13,7.69,0,0,0,0,0,1,0
9920,States,Pennsylvania,2014,15,190,32.11,3,0,22,0,0,36,0
9921,States,Rhode Island,2014,15,X,X,X,X,X,X,X,X,X
9922,States,South Carolina,2014,15,55,9.09,0,0,0,2,0,3,0
9923,States,South Dakota,2014,15,93,11.83,2,0,2,2,0,5,0
9924,States,Tennessee,2014,15,38,7.89,1,0,0,0,0,2,0
9925,States,Texas,2014,15,616,8.44,0,0,5,2,0,45,0
9926,States,Utah,2014,15,424,6.6,0,0,8,0,0,20,0
9927,States,Vermont,2014,15,X,X,X,X,X,X,X,X,X
9928,States,Virginia,2014,15,89,24.72,2,0,2,4,0,14,0
9929,States,Washington,2014,15,244,4.51,1,0,1,1,0,8,0
9930,States,West Virginia,2014,15,215,2.79,1,0,1,0,0,4,0
9931,States,Wisconsin,2014,15,57,8.77,0,0,0,1,0,4,0
9932,States,Wyoming,2014,15,X,X,X,X,X,X,X,X,X
9933,States,Puerto Rico,2014,15,10,40,3,0,1,0,0,0,0
9934,States,Virgin Islands,2014,15,0,0,0,0,0,0,0,0,0
9935,States,New York City,2014,15,X,X,X,X,X,X,X,X,X
9936,States,Alabama,2014,16,64,0,0,0,0,0,0,0,0
9937,States,Alaska,2014,16,71,9.86,3,0,2,0,0,2,0
9938,States,Arizona,2014,16,78,51.28,0,0,6,0,0,34,0
9939,States,Arkansas,2014,16,20,0,0,0,0,0,0,0,0
9940,States,California,2014,16,327,2.75,0,0,0,2,0,7,0
9941,States,Colorado,2014,16,201,5.47,0,0,4,2,0,5,0
9942,States,Connecticut,2014,16,312,24.36,1,0,18,30,0,27,0
9943,States,Delaware,2014,16,124,24.19,0,0,11,4,0,15,0
9944,States,District of Columbia,2014,16,X,X,X,X,X,X,X,X,X
9945,States,Florida,2014,16,X,X,X,X,X,X,X,X,X
9946,States,Georgia,2014,16,299,5.02,0,0,0,3,0,12,0
9947,States,Hawaii,2014,16,192,14.58,2,0,14,1,0,11,0
9948,States,Idaho,2014,16,X,X,X,X,X,X,X,X,X
9949,States,Illinois,2014,16,101,7.92,0,0,0,2,0,6,0
9950,States,Indiana,2014,16,52,3.85,0,0,0,0,0,2,0
9951,States,Iowa,2014,16,13,30.77,0,0,1,0,0,3,0
9952,States,Kansas,2014,16,X,X,X,X,X,X,X,X,X
9953,States,Kentucky,2014,16,57,1.75,0,0,0,0,0,1,0
9954,States,Louisiana,2014,16,33,24.24,1,0,0,0,0,7,0
9955,States,Maine,2014,16,25,24,0,0,0,0,0,6,0
9956,States,Maryland,2014,16,81,35.8,1,0,8,0,0,20,0
9957,States,Massachusetts,2014,16,69,23.19,1,0,10,0,0,5,0
9958,States,Michigan,2014,16,X,X,X,X,X,X,X,X,X
9959,States,Minnesota,2014,16,160,13.13,2,0,8,2,0,9,0
9960,States,Mississippi,2014,16,25,8,0,0,0,2,0,0,0
9961,States,Missouri,2014,16,307,2.61,1,0,3,1,0,3,0
9962,States,Montana,2014,16,82,2.44,0,0,0,0,0,2,0
9963,States,Nebraska,2014,16,44,6.82,0,0,1,2,0,0,0
9964,States,Nevada,2014,16,27,22.22,0,0,0,0,0,6,0
9965,States,New Hampshire,2014,16,61,36.07,6,0,5,0,0,11,0
9966,States,New Jersey,2014,16,X,X,X,X,X,X,X,X,X
9967,States,New Mexico,2014,16,31,35.48,0,0,10,1,0,0,0
9968,States,New York,2014,16,1075,20.19,3,0,49,22,0,143,0
9969,States,North Carolina,2014,16,X,X,X,X,X,X,X,X,X
9970,States,North Dakota,2014,16,26,3.85,0,0,0,0,0,1,0
9971,States,Ohio,2014,16,41,12.2,0,0,1,1,0,3,0
9972,States,Oklahoma,2014,16,114,11.4,0,0,3,0,0,10,0
9973,States,Oregon,2014,16,20,0,0,0,0,0,0,0,0
9974,States,Pennsylvania,2014,16,206,27.67,4,0,21,0,0,32,0
9975,States,Rhode Island,2014,16,X,X,X,X,X,X,X,X,X
9976,States,South Carolina,2014,16,40,7.5,0,0,0,0,0,3,0
9977,States,South Dakota,2014,16,63,4.76,1,0,1,0,0,1,0
9978,States,Tennessee,2014,16,44,6.82,1,0,0,0,0,2,0
9979,States,Texas,2014,16,603,5.64,0,0,2,4,0,28,0
9980,States,Utah,2014,16,376,6.12,0,0,5,1,0,17,0
9981,States,Vermont,2014,16,X,X,X,X,X,X,X,X,X
9982,States,Virginia,2014,16,78,5.13,1,0,0,0,0,3,0
9983,States,Washington,2014,16,250,5.2,0,0,2,0,0,11,0
9984,States,West Virginia,2014,16,159,3.77,2,0,1,0,0,3,0
9985,States,Wisconsin,2014,16,66,13.64,0,0,0,0,0,9,0
9986,States,Wyoming,2014,16,X,X,X,X,X,X,X,X,X
9987,States,Puerto Rico,2014,16,13,76.92,3,0,2,0,0,5,0
9988,States,Virgin Islands,2014,16,0,0,0,0,0,0,0,0,0
9989,States,New York City,2014,16,X,X,X,X,X,X,X,X,X
9990,States,Alabama,2014,17,64,3.13,0,0,0,0,0,2,0
9991,States,Alaska,2014,17,75,9.33,0,0,5,0,0,2,0
9992,States,Arizona,2014,17,69,33.33,1,0,2,0,0,20,0
9993,States,Arkansas,2014,17,19,0,0,0,0,0,0,0,0
9994,States,California,2014,17,289,2.08,0,0,1,0,0,5,0
9995,States,Colorado,2014,17,208,6.73,0,0,3,3,0,8,0
9996,States,Connecticut,2014,17,320,19.06,1,0,8,15,0,37,0
9997,States,Delaware,2014,17,116,25.86,0,0,8,3,0,19,0
9998,States,District of Columbia,2014,17,X,X,X,X,X,X,X,X,X
9999,States,Florida,2014,17,X,X,X,X,X,X,X,X,X
10000,States,Georgia,2014,17,301,2.66,0,0,0,0,0,8,0
10001,States,Hawaii,2014,17,201,9.95,0,0,5,1,0,14,0
10002,States,Idaho,2014,17,X,X,X,X,X,X,X,X,X
10003,States,Illinois,2014,17,98,15.31,0,0,1,0,0,14,0
10004,States,Indiana,2014,17,68,26.47,11,0,1,0,0,6,0
10005,States,Iowa,2014,17,X,X,X,X,X,X,X,X,X
10006,States,Kansas,2014,17,X,X,X,X,X,X,X,X,X
10007,States,Kentucky,2014,17,79,2.53,0,0,1,0,0,1,0
10008,States,Louisiana,2014,17,22,9.09,0,0,0,0,0,2,0
10009,States,Maine,2014,17,18,16.67,0,0,0,0,0,3,0
10010,States,Maryland,2014,17,69,40.58,2,0,9,1,0,16,0
10011,States,Massachusetts,2014,17,56,23.21,0,0,4,0,0,9,0
10012,States,Michigan,2014,17,X,X,X,X,X,X,X,X,X
10013,States,Minnesota,2014,17,191,14.14,1,0,13,0,0,13,0
10014,States,Mississippi,2014,17,16,12.5,0,0,0,1,0,1,0
10015,States,Missouri,2014,17,312,4.17,1,0,5,0,0,7,0
10016,States,Montana,2014,17,71,1.41,0,0,0,1,0,0,0
10017,States,Nebraska,2014,17,28,14.29,0,0,2,2,0,0,0
10018,States,Nevada,2014,17,11,36.36,0,0,0,0,0,4,0
10019,States,New Hampshire,2014,17,95,33.68,6,0,7,0,0,19,0
10020,States,New Jersey,2014,17,X,X,X,X,X,X,X,X,X
10021,States,New Mexico,2014,17,26,26.92,0,0,7,0,0,0,0
10022,States,New York,2014,17,903,15.39,3,0,31,26,0,79,0
10023,States,North Carolina,2014,17,15,13.33,0,0,2,0,0,0,0
10024,States,North Dakota,2014,17,32,9.38,0,0,0,0,0,3,0
10025,States,Ohio,2014,17,26,3.85,0,0,0,1,0,0,0
10026,States,Oklahoma,2014,17,121,9.92,0,0,3,0,0,9,0
10027,States,Oregon,2014,17,13,0,0,0,0,0,0,0,0
10028,States,Pennsylvania,2014,17,156,27.56,0,0,20,0,0,23,0
10029,States,Rhode Island,2014,17,X,X,X,X,X,X,X,X,X
10030,States,South Carolina,2014,17,31,12.9,0,0,1,1,0,2,0
10031,States,South Dakota,2014,17,103,13.59,0,0,6,0,0,8,0
10032,States,Tennessee,2014,17,25,8,0,0,1,0,0,1,0
10033,States,Texas,2014,17,497,6.04,0,0,0,2,0,28,0
10034,States,Utah,2014,17,353,7.37,1,0,7,1,0,17,0
10035,States,Vermont,2014,17,X,X,X,X,X,X,X,X,X
10036,States,Virginia,2014,17,72,19.44,0,0,5,0,0,9,0
10037,States,Washington,2014,17,191,3.66,0,0,2,0,0,5,0
10038,States,West Virginia,2014,17,207,1.45,3,0,0,0,0,0,0
10039,States,Wisconsin,2014,17,54,12.96,2,0,0,1,0,4,0
10040,States,Wyoming,2014,17,X,X,X,X,X,X,X,X,X
10041,States,Puerto Rico,2014,17,11,45.45,1,0,2,0,0,2,0
10042,States,Virgin Islands,2014,17,0,0,0,0,0,0,0,0,0
10043,States,New York City,2014,17,X,X,X,X,X,X,X,X,X
10044,States,Alabama,2014,18,68,0,0,0,0,0,0,0,0
10045,States,Alaska,2014,18,43,13.95,0,0,2,0,0,4,0
10046,States,Arizona,2014,18,75,37.33,0,0,3,0,0,25,0
10047,States,Arkansas,2014,18,21,0,0,0,0,0,0,0,0
10048,States,California,2014,18,266,4.14,0,0,2,1,0,8,0
10049,States,Colorado,2014,18,179,5.03,0,0,5,0,0,4,0
10050,States,Connecticut,2014,18,309,19.74,1,0,8,5,0,47,0
10051,States,Delaware,2014,18,114,28.07,2,0,6,6,0,18,0
10052,States,District of Columbia,2014,18,X,X,X,X,X,X,X,X,X
10053,States,Florida,2014,18,X,X,X,X,X,X,X,X,X
10054,States,Georgia,2014,18,330,3.33,0,0,0,0,0,11,0
10055,States,Hawaii,2014,18,169,20.71,2,0,6,2,0,25,0
10056,States,Idaho,2014,18,X,X,X,X,X,X,X,X,X
10057,States,Illinois,2014,18,74,14.86,0,0,1,1,0,9,0
10058,States,Indiana,2014,18,68,5.88,1,0,2,0,0,1,0
10059,States,Iowa,2014,18,11,27.27,0,0,2,0,0,1,0
10060,States,Kansas,2014,18,X,X,X,X,X,X,X,X,X
10061,States,Kentucky,2014,18,77,0,0,0,0,0,0,0,0
10062,States,Louisiana,2014,18,16,25,0,0,0,1,0,3,0
10063,States,Maine,2014,18,15,26.67,0,0,2,0,0,2,0
10064,States,Maryland,2014,18,51,23.53,0,0,6,0,0,6,0
10065,States,Massachusetts,2014,18,51,17.65,0,0,3,0,0,6,0
10066,States,Michigan,2014,18,17,47.06,0,0,2,0,0,6,0
10067,States,Minnesota,2014,18,170,11.76,0,0,8,0,0,12,0
10068,States,Mississippi,2014,18,17,0,0,0,0,0,0,0,0
10069,States,Missouri,2014,18,315,4.13,0,0,6,0,0,7,0
10070,States,Montana,2014,18,62,1.61,0,0,0,1,0,0,0
10071,States,Nebraska,2014,18,25,16,0,0,1,2,0,1,0
10072,States,Nevada,2014,18,15,40,0,0,0,0,0,6,0
10073,States,New Hampshire,2014,18,36,19.44,0,0,2,0,0,5,0
10074,States,New Jersey,2014,18,X,X,X,X,X,X,X,X,X
10075,States,New Mexico,2014,18,18,22.22,0,0,3,0,0,1,0
10076,States,New York,2014,18,741,11.61,2,0,22,15,0,47,0
10077,States,North Carolina,2014,18,X,X,X,X,X,X,X,X,X
10078,States,North Dakota,2014,18,33,15.15,0,0,0,0,0,5,0
10079,States,Ohio,2014,18,28,17.86,1,0,0,0,0,4,0
10080,States,Oklahoma,2014,18,90,4.44,0,0,0,0,0,4,0
10081,States,Oregon,2014,18,17,5.88,0,0,1,0,0,0,0
10082,States,Pennsylvania,2014,18,136,30.88,1,0,19,2,0,20,0
10083,States,Rhode Island,2014,18,X,X,X,X,X,X,X,X,X
10084,States,South Carolina,2014,18,39,12.82,0,0,0,0,0,5,0
10085,States,South Dakota,2014,18,60,16.67,0,0,3,1,0,6,0
10086,States,Tennessee,2014,18,37,0,0,0,0,0,0,0,0
10087,States,Texas,2014,18,545,5.87,0,0,2,1,0,29,0
10088,States,Utah,2014,18,321,10.28,0,0,9,2,0,22,0
10089,States,Vermont,2014,18,X,X,X,X,X,X,X,X,X
10090,States,Virginia,2014,18,50,16,0,0,0,2,0,6,0
10091,States,Washington,2014,18,159,3.14,0,0,0,0,0,5,0
10092,States,West Virginia,2014,18,213,0.94,0,0,0,0,0,2,0
10093,States,Wisconsin,2014,18,62,9.68,0,0,2,0,0,4,0
10094,States,Wyoming,2014,18,X,X,X,X,X,X,X,X,X
10095,States,Puerto Rico,2014,18,10,50,2,0,2,0,0,1,0
10096,States,Virgin Islands,2014,18,0,0,0,0,0,0,0,0,0
10097,States,New York City,2014,18,X,X,X,X,X,X,X,X,X
10098,States,Alabama,2014,19,57,1.75,0,0,0,0,0,1,0
10099,States,Alaska,2014,19,41,24.39,0,0,7,0,0,3,0
10100,States,Arizona,2014,19,71,50.7,0,0,2,0,0,34,0
10101,States,Arkansas,2014,19,34,0,0,0,0,0,0,0,0
10102,States,California,2014,19,266,5.64,0,0,3,2,0,10,0
10103,States,Colorado,2014,19,142,5.63,0,0,4,1,0,3,0
10104,States,Connecticut,2014,19,187,9.09,0,0,1,1,0,15,0
10105,States,Delaware,2014,19,88,19.32,0,0,5,2,0,10,0
10106,States,District of Columbia,2014,19,X,X,X,X,X,X,X,X,X
10107,States,Florida,2014,19,X,X,X,X,X,X,X,X,X
10108,States,Georgia,2014,19,251,4.38,0,0,0,6,0,5,0
10109,States,Hawaii,2014,19,183,11.48,0,0,8,0,0,13,0
10110,States,Idaho,2014,19,X,X,X,X,X,X,X,X,X
10111,States,Illinois,2014,19,99,10.1,0,0,0,0,0,10,0
10112,States,Indiana,2014,19,57,3.51,0,0,1,0,0,1,0
10113,States,Iowa,2014,19,13,38.46,0,0,4,0,0,1,0
10114,States,Kansas,2014,19,X,X,X,X,X,X,X,X,X
10115,States,Kentucky,2014,19,84,2.38,0,0,0,0,0,2,0
10116,States,Louisiana,2014,19,17,11.76,0,0,0,0,0,2,0
10117,States,Maine,2014,19,15,20,0,0,1,0,0,2,0
10118,States,Maryland,2014,19,30,16.67,0,0,1,0,0,4,0
10119,States,Massachusetts,2014,19,54,11.11,0,0,3,0,0,3,0
10120,States,Michigan,2014,19,X,X,X,X,X,X,X,X,X
10121,States,Minnesota,2014,19,175,12.57,0,0,5,2,0,15,0
10122,States,Mississippi,2014,19,X,X,X,X,X,X,X,X,X
10123,States,Missouri,2014,19,339,2.36,0,0,4,0,0,4,0
10124,States,Montana,2014,19,57,3.51,0,0,0,2,0,0,0
10125,States,Nebraska,2014,19,36,2.78,0,0,0,1,0,0,0
10126,States,Nevada,2014,19,21,28.57,0,0,0,0,0,6,0
10127,States,New Hampshire,2014,19,38,15.79,2,0,0,0,0,4,0
10128,States,New Jersey,2014,19,X,X,X,X,X,X,X,X,X
10129,States,New Mexico,2014,19,24,33.33,0,0,8,0,0,0,0
10130,States,New York,2014,19,690,9.28,0,0,14,8,0,42,0
10131,States,North Carolina,2014,19,X,X,X,X,X,X,X,X,X
10132,States,North Dakota,2014,19,16,12.5,0,0,0,0,0,2,0
10133,States,Ohio,2014,19,21,0,0,0,0,0,0,0,0
10134,States,Oklahoma,2014,19,80,6.25,0,0,3,0,0,2,0
10135,States,Oregon,2014,19,X,X,X,X,X,X,X,X,X
10136,States,Pennsylvania,2014,19,123,25.2,0,0,16,2,0,13,0
10137,States,Rhode Island,2014,19,X,X,X,X,X,X,X,X,X
10138,States,South Carolina,2014,19,X,X,X,X,X,X,X,X,X
10139,States,South Dakota,2014,19,38,15.79,0,0,0,1,0,5,0
10140,States,Tennessee,2014,19,22,4.55,0,0,0,0,0,1,0
10141,States,Texas,2014,19,508,4.33,0,0,1,3,0,18,0
10142,States,Utah,2014,19,373,12.06,0,0,11,5,0,29,0
10143,States,Vermont,2014,19,X,X,X,X,X,X,X,X,X
10144,States,Virginia,2014,19,33,9.09,0,0,0,0,0,3,0
10145,States,Washington,2014,19,188,4.26,0,0,2,1,0,5,0
10146,States,West Virginia,2014,19,184,0.54,0,0,0,0,0,1,0
10147,States,Wisconsin,2014,19,33,15.15,0,0,1,1,0,3,0
10148,States,Wyoming,2014,19,X,X,X,X,X,X,X,X,X
10149,States,Puerto Rico,2014,19,22,86.36,7,0,10,0,0,2,0
10150,States,Virgin Islands,2014,19,0,0,0,0,0,0,0,0,0
10151,States,New York City,2014,19,X,X,X,X,X,X,X,X,X
10152,States,Alabama,2014,20,60,0,0,0,0,0,0,0,0
10153,States,Alaska,2014,20,52,32.69,0,0,13,0,0,4,0
10154,States,Arizona,2014,20,64,45.31,0,0,6,1,0,22,0
10155,States,Arkansas,2014,20,22,0,0,0,0,0,0,0,0
10156,States,California,2014,20,279,5.38,0,0,9,1,0,5,0
10157,States,Colorado,2014,20,175,4.57,0,0,0,4,0,4,0
10158,States,Connecticut,2014,20,204,6.37,0,0,1,1,0,11,0
10159,States,Delaware,2014,20,67,13.43,0,0,1,1,0,7,0
10160,States,District of Columbia,2014,20,X,X,X,X,X,X,X,X,X
10161,States,Florida,2014,20,X,X,X,X,X,X,X,X,X
10162,States,Georgia,2014,20,267,4.49,0,0,0,8,0,4,0
10163,States,Hawaii,2014,20,237,23.21,3,0,16,4,0,32,0
10164,States,Idaho,2014,20,X,X,X,X,X,X,X,X,X
10165,States,Illinois,2014,20,85,8.24,0,0,1,1,0,5,0
10166,States,Indiana,2014,20,42,7.14,0,0,0,0,0,3,0
10167,States,Iowa,2014,20,X,X,X,X,X,X,X,X,X
10168,States,Kansas,2014,20,X,X,X,X,X,X,X,X,X
10169,States,Kentucky,2014,20,82,0,0,0,0,0,0,0,0
10170,States,Louisiana,2014,20,22,27.27,0,0,0,0,0,6,0
10171,States,Maine,2014,20,14,50,0,0,1,0,0,6,0
10172,States,Maryland,2014,20,40,25,0,0,5,1,0,4,0
10173,States,Massachusetts,2014,20,43,9.3,0,0,0,0,0,4,0
10174,States,Michigan,2014,20,X,X,X,X,X,X,X,X,X
10175,States,Minnesota,2014,20,158,10.76,1,0,6,1,0,9,0
10176,States,Mississippi,2014,20,13,15.38,0,0,0,2,0,0,0
10177,States,Missouri,2014,20,315,1.9,0,0,3,0,0,3,0
10178,States,Montana,2014,20,60,5,0,0,0,0,0,3,0
10179,States,Nebraska,2014,20,15,0,0,0,0,0,0,0,0
10180,States,Nevada,2014,20,18,50,0,0,0,0,0,9,0
10181,States,New Hampshire,2014,20,34,8.82,2,0,0,0,0,1,0
10182,States,New Jersey,2014,20,X,X,X,X,X,X,X,X,X
10183,States,New Mexico,2014,20,17,41.18,0,0,6,0,0,1,0
10184,States,New York,2014,20,631,7.92,0,0,11,11,0,28,0
10185,States,North Carolina,2014,20,X,X,X,X,X,X,X,X,X
10186,States,North Dakota,2014,20,23,8.7,0,0,0,0,0,2,0
10187,States,Ohio,2014,20,19,0,0,0,0,0,0,0,0
10188,States,Oklahoma,2014,20,88,11.36,0,0,2,0,0,8,0
10189,States,Oregon,2014,20,14,0,0,0,0,0,0,0,0
10190,States,Pennsylvania,2014,20,132,18.18,0,0,13,5,0,6,0
10191,States,Rhode Island,2014,20,X,X,X,X,X,X,X,X,X
10192,States,South Carolina,2014,20,33,0,0,0,0,0,0,0,0
10193,States,South Dakota,2014,20,56,12.5,0,0,0,0,0,7,0
10194,States,Tennessee,2014,20,18,0,0,0,0,0,0,0,0
10195,States,Texas,2014,20,505,5.94,0,0,2,3,0,25,0
10196,States,Utah,2014,20,354,10.45,0,0,6,1,0,30,0
10197,States,Vermont,2014,20,X,X,X,X,X,X,X,X,X
10198,States,Virginia,2014,20,51,7.84,0,0,0,2,0,2,0
10199,States,Washington,2014,20,169,2.37,0,0,2,1,0,1,0
10200,States,West Virginia,2014,20,148,0,0,0,0,0,0,0,0
10201,States,Wisconsin,2014,20,37,13.51,0,0,1,0,0,4,0
10202,States,Wyoming,2014,20,X,X,X,X,X,X,X,X,X
10203,States,Puerto Rico,2014,20,17,70.59,2,0,7,0,0,3,0
10204,States,Virgin Islands,2014,20,0,0,0,0,0,0,0,0,0
10205,States,New York City,2014,20,X,X,X,X,X,X,X,X,X
10206,States,Alabama,2014,21,61,3.28,0,0,2,0,0,0,0
10207,States,Alaska,2014,21,53,41.51,0,0,13,0,0,9,0
10208,States,Arizona,2014,21,53,47.17,0,0,1,0,0,24,0
10209,States,Arkansas,2014,21,19,0,0,0,0,0,0,0,0
10210,States,California,2014,21,272,5.51,0,0,4,2,0,9,0
10211,States,Colorado,2014,21,162,8.02,0,0,2,2,0,9,0
10212,States,Connecticut,2014,21,178,3.37,0,0,0,1,0,5,0
10213,States,Delaware,2014,21,68,2.94,0,0,2,0,0,0,0
10214,States,District of Columbia,2014,21,X,X,X,X,X,X,X,X,X
10215,States,Florida,2014,21,X,X,X,X,X,X,X,X,X
10216,States,Georgia,2014,21,237,4.64,0,0,0,4,0,7,0
10217,States,Hawaii,2014,21,226,20.35,0,0,20,4,0,22,0
10218,States,Idaho,2014,21,X,X,X,X,X,X,X,X,X
10219,States,Illinois,2014,21,80,3.75,0,0,0,1,0,2,0
10220,States,Indiana,2014,21,45,2.22,0,0,1,0,0,0,0
10221,States,Iowa,2014,21,X,X,X,X,X,X,X,X,X
10222,States,Kansas,2014,21,X,X,X,X,X,X,X,X,X
10223,States,Kentucky,2014,21,66,0,0,0,0,0,0,0,0
10224,States,Louisiana,2014,21,12,16.67,0,0,0,0,0,2,0
10225,States,Maine,2014,21,12,0,0,0,0,0,0,0,0
10226,States,Maryland,2014,21,23,21.74,2,0,1,1,0,1,0
10227,States,Massachusetts,2014,21,40,12.5,0,0,0,0,0,5,0
10228,States,Michigan,2014,21,X,X,X,X,X,X,X,X,X
10229,States,Minnesota,2014,21,167,14.37,0,0,12,2,0,10,0
10230,States,Mississippi,2014,21,16,6.25,0,0,0,1,0,0,0
10231,States,Missouri,2014,21,314,1.59,0,0,2,0,0,3,0
10232,States,Montana,2014,21,48,6.25,0,0,1,1,0,1,0
10233,States,Nebraska,2014,21,23,4.35,0,0,1,0,0,0,0
10234,States,Nevada,2014,21,14,35.71,0,0,0,0,0,5,0
10235,States,New Hampshire,2014,21,18,22.22,1,0,2,0,0,1,0
10236,States,New Jersey,2014,21,X,X,X,X,X,X,X,X,X
10237,States,New Mexico,2014,21,25,28,0,0,6,0,0,1,0
10238,States,New York,2014,21,557,3.59,1,0,5,6,0,8,0
10239,States,North Carolina,2014,21,X,X,X,X,X,X,X,X,X
10240,States,North Dakota,2014,21,17,0,0,0,0,0,0,0,0
10241,States,Ohio,2014,21,18,0,0,0,0,0,0,0,0
10242,States,Oklahoma,2014,21,83,2.41,0,0,0,0,0,2,0
10243,States,Oregon,2014,21,12,0,0,0,0,0,0,0,0
10244,States,Pennsylvania,2014,21,110,1.82,0,0,2,0,0,0,0
10245,States,Rhode Island,2014,21,X,X,X,X,X,X,X,X,X
10246,States,South Carolina,2014,21,29,3.45,0,0,0,0,0,1,0
10247,States,South Dakota,2014,21,40,0,0,0,0,0,0,0,0
10248,States,Tennessee,2014,21,10,0,0,0,0,0,0,0,0
10249,States,Texas,2014,21,452,4.42,0,0,0,1,0,19,0
10250,States,Utah,2014,21,360,9.44,0,0,6,3,0,25,0
10251,States,Vermont,2014,21,X,X,X,X,X,X,X,X,X
10252,States,Virginia,2014,21,54,3.7,0,0,0,1,0,1,0
10253,States,Washington,2014,21,169,3.55,0,0,5,0,0,1,0
10254,States,West Virginia,2014,21,141,0,0,0,0,0,0,0,0
10255,States,Wisconsin,2014,21,26,11.54,0,0,1,0,0,2,0
10256,States,Wyoming,2014,21,X,X,X,X,X,X,X,X,X
10257,States,Puerto Rico,2014,21,21,61.9,0,0,9,0,0,4,0
10258,States,Virgin Islands,2014,21,0,0,0,0,0,0,0,0,0
10259,States,New York City,2014,21,X,X,X,X,X,X,X,X,X
10260,States,Alabama,2014,22,52,1.92,0,0,0,0,0,1,0
10261,States,Alaska,2014,22,68,51.47,0,0,22,0,0,13,0
10262,States,Arizona,2014,22,69,42.03,0,0,1,0,0,28,0
10263,States,Arkansas,2014,22,27,0,0,0,0,0,0,0,0
10264,States,California,2014,22,252,4.76,0,0,4,2,0,6,0
10265,States,Colorado,2014,22,170,3.53,0,0,1,0,0,5,0
10266,States,Connecticut,2014,22,150,2.67,0,0,0,0,0,4,0
10267,States,Delaware,2014,22,29,3.45,0,0,1,0,0,0,0
10268,States,District of Columbia,2014,22,X,X,X,X,X,X,X,X,X
10269,States,Florida,2014,22,X,X,X,X,X,X,X,X,X
10270,States,Georgia,2014,22,251,7.17,0,0,0,13,0,5,0
10271,States,Hawaii,2014,22,345,28.12,0,0,42,14,0,41,0
10272,States,Idaho,2014,22,X,X,X,X,X,X,X,X,X
10273,States,Illinois,2014,22,87,1.15,0,0,1,0,0,0,0
10274,States,Indiana,2014,22,63,0,0,0,0,0,0,0,0
10275,States,Iowa,2014,22,X,X,X,X,X,X,X,X,X
10276,States,Kansas,2014,22,X,X,X,X,X,X,X,X,X
10277,States,Kentucky,2014,22,78,0,0,0,0,0,0,0,0
10278,States,Louisiana,2014,22,X,X,X,X,X,X,X,X,X
10279,States,Maine,2014,22,X,X,X,X,X,X,X,X,X
10280,States,Maryland,2014,22,25,8,0,0,1,0,0,1,0
10281,States,Massachusetts,2014,22,28,0,0,0,0,0,0,0,0
10282,States,Michigan,2014,22,12,33.33,0,0,0,0,0,4,0
10283,States,Minnesota,2014,22,152,13.16,0,0,8,1,0,11,0
10284,States,Mississippi,2014,22,10,30,0,0,0,3,0,0,0
10285,States,Missouri,2014,22,282,1.77,0,0,3,0,0,2,0
10286,States,Montana,2014,22,70,22.86,0,0,1,13,0,2,0
10287,States,Nebraska,2014,22,29,3.45,0,0,1,0,0,0,0
10288,States,Nevada,2014,22,20,40,0,0,2,0,0,6,0
10289,States,New Hampshire,2014,22,14,0,0,0,0,0,0,0,0
10290,States,New Jersey,2014,22,X,X,X,X,X,X,X,X,X
10291,States,New Mexico,2014,22,17,23.53,0,0,2,0,0,2,0
10292,States,New York,2014,22,512,1.76,2,0,1,1,0,5,0
10293,States,North Carolina,2014,22,X,X,X,X,X,X,X,X,X
10294,States,North Dakota,2014,22,X,X,X,X,X,X,X,X,X
10295,States,Ohio,2014,22,32,3.13,0,0,1,0,0,0,0
10296,States,Oklahoma,2014,22,75,1.33,0,0,0,0,0,1,0
10297,States,Oregon,2014,22,10,0,0,0,0,0,0,0,0
10298,States,Pennsylvania,2014,22,94,8.51,0,0,4,1,0,3,0
10299,States,Rhode Island,2014,22,X,X,X,X,X,X,X,X,X
10300,States,South Carolina,2014,22,28,0,0,0,0,0,0,0,0
10301,States,South Dakota,2014,22,27,11.11,0,0,0,0,0,3,0
10302,States,Tennessee,2014,22,19,5.26,0,0,0,0,0,1,0
10303,States,Texas,2014,22,455,1.98,0,0,2,2,0,5,0
10304,States,Utah,2014,22,313,6.39,0,0,6,1,0,13,0
