,REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v
2612,States,Maryland,2011,36,X,X,X,X,X,X,X,X,X
2613,States,Massachusetts,2011,36,X,X,X,X,X,X,X,X,X
2614,States,Michigan,2011,36,X,X,X,X,X,X,X,X,X
2615,States,Minnesota,2011,36,X,X,X,X,X,X,X,X,X
2616,States,Mississippi,2011,36,X,X,X,X,X,X,X,X,X
2617,States,Missouri,2011,36,155,0,0,0,0,0,0,0,0
2618,States,Montana,2011,36,X,X,X,X,X,X,X,X,X
2619,States,Nebraska,2011,36,10,0,0,0,0,0,0,0,0
2620,States,Nevada,2011,36,X,X,X,X,X,X,X,X,X
2621,States,New Hampshire,2011,36,X,X,X,X,X,X,X,X,X
2622,States,New Jersey,2011,36,X,X,X,X,X,X,X,X,X
2623,States,New Mexico,2011,36,X,X,X,X,X,X,X,X,X
2624,States,New York,2011,36,56,0,0,0,0,0,0,0,0
2625,States,North Carolina,2011,36,X,X,X,X,X,X,X,X,X
2626,States,North Dakota,2011,36,X,X,X,X,X,X,X,X,X
2627,States,Ohio,2011,36,42,0,0,0,0,0,0,0,0
2628,States,Oklahoma,2011,36,33,0,0,0,0,0,0,0,0
2629,States,Oregon,2011,36,X,X,X,X,X,X,X,X,X
2630,States,Pennsylvania,2011,36,104,0,0,0,0,0,0,0,0
2631,States,Rhode Island,2011,36,X,X,X,X,X,X,X,X,X
2632,States,South Carolina,2011,36,14,0,0,0,0,0,0,0,0
2633,States,South Dakota,2011,36,X,X,X,X,X,X,X,X,X
2634,States,Tennessee,2011,36,X,X,X,X,X,X,X,X,X
2635,States,Texas,2011,36,279,0,0,0,0,0,0,0,0
2636,States,Utah,2011,36,146,0,0,0,0,0,0,0,0
2637,States,Vermont,2011,36,X,X,X,X,X,X,X,X,X
2638,States,Virginia,2011,36,17,0,0,0,0,0,0,0,0
2639,States,Washington,2011,36,95,0,0,0,0,0,0,0,0
2640,States,West Virginia,2011,36,133,0,0,0,0,0,0,0,0
2641,States,Wisconsin,2011,36,X,X,X,X,X,X,X,X,X
2642,States,Wyoming,2011,36,X,X,X,X,X,X,X,X,X
2643,States,Puerto Rico,2011,36,X,X,X,X,X,X,X,X,X
2644,States,Virgin Islands,2011,36,0,0,0,0,0,0,0,0,0
2645,States,New York City,2011,36,X,X,X,X,X,X,X,X,X
2646,States,Alabama,2011,37,27,0,0,0,0,0,0,0,0
2647,States,Alaska,2011,37,27,7.41,0,0,2,0,0,0,0
2648,States,Arizona,2011,37,45,0,0,0,0,0,0,0,0
2649,States,Arkansas,2011,37,13,0,0,0,0,0,0,0,0
2650,States,California,2011,37,67,0,0,0,0,0,0,0,0
2651,States,Colorado,2011,37,100,0,0,0,0,0,0,0,0
2652,States,Connecticut,2011,37,X,X,X,X,X,X,X,X,X
2653,States,Delaware,2011,37,46,0,0,0,0,0,0,0,0
2654,States,District of Columbia,2011,37,X,X,X,X,X,X,X,X,X
2655,States,Florida,2011,37,X,X,X,X,X,X,X,X,X
2656,States,Georgia,2011,37,160,2.5,0,0,0,2,0,2,0
2657,States,Hawaii,2011,37,60,1.67,0,0,0,0,0,1,0
2658,States,Idaho,2011,37,X,X,X,X,X,X,X,X,X
2659,States,Illinois,2011,37,17,0,0,0,0,0,0,0,0
2660,States,Indiana,2011,37,60,0,0,0,0,0,0,0,0
2661,States,Iowa,2011,37,24,0,0,0,0,0,0,0,0
2662,States,Kansas,2011,37,X,X,X,X,X,X,X,X,X
2663,States,Kentucky,2011,37,33,0,0,0,0,0,0,0,0
2664,States,Louisiana,2011,37,85,0,0,0,0,0,0,0,0
2665,States,Maine,2011,37,X,X,X,X,X,X,X,X,X
2666,States,Maryland,2011,37,10,0,0,0,0,0,0,0,0
2667,States,Massachusetts,2011,37,X,X,X,X,X,X,X,X,X
2668,States,Michigan,2011,37,X,X,X,X,X,X,X,X,X
2669,States,Minnesota,2011,37,X,X,X,X,X,X,X,X,X
2670,States,Mississippi,2011,37,X,X,X,X,X,X,X,X,X
2671,States,Missouri,2011,37,178,0,0,0,0,0,0,0,0
2672,States,Montana,2011,37,X,X,X,X,X,X,X,X,X
2673,States,Nebraska,2011,37,X,X,X,X,X,X,X,X,X
2674,States,Nevada,2011,37,X,X,X,X,X,X,X,X,X
2675,States,New Hampshire,2011,37,X,X,X,X,X,X,X,X,X
2676,States,New Jersey,2011,37,X,X,X,X,X,X,X,X,X
2677,States,New Mexico,2011,37,X,X,X,X,X,X,X,X,X
2678,States,New York,2011,37,157,0,0,0,0,0,0,0,0
2679,States,North Carolina,2011,37,X,X,X,X,X,X,X,X,X
2680,States,North Dakota,2011,37,16,0,0,0,0,0,0,0,0
2681,States,Ohio,2011,37,35,0,0,0,0,0,0,0,0
2682,States,Oklahoma,2011,37,26,0,0,0,0,0,0,0,0
2683,States,Oregon,2011,37,10,0,0,0,0,0,0,0,0
2684,States,Pennsylvania,2011,37,115,0.87,0,0,0,1,0,0,0
2685,States,Rhode Island,2011,37,X,X,X,X,X,X,X,X,X
2686,States,South Carolina,2011,37,26,0,0,0,0,0,0,0,0
2687,States,South Dakota,2011,37,X,X,X,X,X,X,X,X,X
2688,States,Tennessee,2011,37,X,X,X,X,X,X,X,X,X
2689,States,Texas,2011,37,299,0.33,0,0,0,0,0,1,0
2690,States,Utah,2011,37,129,0,0,0,0,0,0,0,0
2691,States,Vermont,2011,37,X,X,X,X,X,X,X,X,X
2692,States,Virginia,2011,37,33,3.03,0,0,1,0,0,0,0
2693,States,Washington,2011,37,111,1.8,0,0,2,0,0,0,0
2694,States,West Virginia,2011,37,131,0,0,0,0,0,0,0,0
2695,States,Wisconsin,2011,37,31,3.23,0,0,1,0,0,0,0
2696,States,Wyoming,2011,37,X,X,X,X,X,X,X,X,X
2697,States,Puerto Rico,2011,37,X,X,X,X,X,X,X,X,X
2698,States,Virgin Islands,2011,37,0,0,0,0,0,0,0,0,0
2699,States,New York City,2011,37,X,X,X,X,X,X,X,X,X
2700,States,Alabama,2011,38,18,0,0,0,0,0,0,0,0
2701,States,Alaska,2011,38,46,0,0,0,0,0,0,0,0
2702,States,Arizona,2011,38,46,2.17,0,0,0,0,0,1,0
2703,States,Arkansas,2011,38,X,X,X,X,X,X,X,X,X
2704,States,California,2011,38,100,0,0,0,0,0,0,0,0
2705,States,Colorado,2011,38,120,0,0,0,0,0,0,0,0
2706,States,Connecticut,2011,38,X,X,X,X,X,X,X,X,X
2707,States,Delaware,2011,38,57,0,0,0,0,0,0,0,0
2708,States,District of Columbia,2011,38,X,X,X,X,X,X,X,X,X
2709,States,Florida,2011,38,X,X,X,X,X,X,X,X,X
2710,States,Georgia,2011,38,179,2.23,0,0,0,0,0,4,0
2711,States,Hawaii,2011,38,54,0,0,0,0,0,0,0,0
2712,States,Idaho,2011,38,X,X,X,X,X,X,X,X,X
2713,States,Illinois,2011,38,X,X,X,X,X,X,X,X,X
2714,States,Indiana,2011,38,109,0,0,0,0,0,0,0,0
2715,States,Iowa,2011,38,28,0,0,0,0,0,0,0,0
2716,States,Kansas,2011,38,X,X,X,X,X,X,X,X,X
2717,States,Kentucky,2011,38,45,0,0,0,0,0,0,0,0
2718,States,Louisiana,2011,38,77,0,0,0,0,0,0,0,0
2719,States,Maine,2011,38,X,X,X,X,X,X,X,X,X
2720,States,Maryland,2011,38,18,0,0,0,0,0,0,0,0
2721,States,Massachusetts,2011,38,X,X,X,X,X,X,X,X,X
2722,States,Michigan,2011,38,X,X,X,X,X,X,X,X,X
2723,States,Minnesota,2011,38,11,9.09,0,0,0,0,0,1,0
2724,States,Mississippi,2011,38,X,X,X,X,X,X,X,X,X
2725,States,Missouri,2011,38,177,0,0,0,0,0,0,0,0
2726,States,Montana,2011,38,10,0,0,0,0,0,0,0,0
2727,States,Nebraska,2011,38,16,0,0,0,0,0,0,0,0
2728,States,Nevada,2011,38,X,X,X,X,X,X,X,X,X
2729,States,New Hampshire,2011,38,X,X,X,X,X,X,X,X,X
2730,States,New Jersey,2011,38,X,X,X,X,X,X,X,X,X
2731,States,New Mexico,2011,38,X,X,X,X,X,X,X,X,X
2732,States,New York,2011,38,158,0.63,0,0,0,1,0,0,0
2733,States,North Carolina,2011,38,X,X,X,X,X,X,X,X,X
2734,States,North Dakota,2011,38,16,0,0,0,0,0,0,0,0
2735,States,Ohio,2011,38,67,0,0,0,0,0,0,0,0
2736,States,Oklahoma,2011,38,46,2.17,0,0,1,0,0,0,0
2737,States,Oregon,2011,38,18,0,0,0,0,0,0,0,0
2738,States,Pennsylvania,2011,38,133,0.75,0,0,1,0,0,0,0
2739,States,Rhode Island,2011,38,X,X,X,X,X,X,X,X,X
2740,States,South Carolina,2011,38,35,0,0,0,0,0,0,0,0
2741,States,South Dakota,2011,38,X,X,X,X,X,X,X,X,X
2742,States,Tennessee,2011,38,X,X,X,X,X,X,X,X,X
2743,States,Texas,2011,38,257,0,0,0,0,0,0,0,0
2744,States,Utah,2011,38,164,0.61,0,0,0,0,0,1,0
2745,States,Vermont,2011,38,X,X,X,X,X,X,X,X,X
2746,States,Virginia,2011,38,13,0,0,0,0,0,0,0,0
2747,States,Washington,2011,38,156,0,0,0,0,0,0,0,0
2748,States,West Virginia,2011,38,84,0,0,0,0,0,0,0,0
2749,States,Wisconsin,2011,38,64,1.56,0,0,1,0,0,0,0
2750,States,Wyoming,2011,38,X,X,X,X,X,X,X,X,X
2751,States,Puerto Rico,2011,38,X,X,X,X,X,X,X,X,X
2752,States,Virgin Islands,2011,38,0,0,0,0,0,0,0,0,0
2753,States,New York City,2011,38,X,X,X,X,X,X,X,X,X
2754,States,Alabama,2011,39,33,0,0,0,0,0,0,0,0
2755,States,Alaska,2011,39,57,1.75,0,0,1,0,0,0,0
2756,States,Arizona,2011,39,49,4.08,0,0,2,0,0,0,0
2757,States,Arkansas,2011,39,14,0,0,0,0,0,0,0,0
2758,States,California,2011,39,109,0,0,0,0,0,0,0,0
2759,States,Colorado,2011,39,130,0.77,0,0,1,0,0,0,0
2760,States,Connecticut,2011,39,10,0,0,0,0,0,0,0,0
2761,States,Delaware,2011,39,61,0,0,0,0,0,0,0,0
2762,States,District of Columbia,2011,39,X,X,X,X,X,X,X,X,X
2763,States,Florida,2011,39,X,X,X,X,X,X,X,X,X
2764,States,Georgia,2011,39,208,2.4,0,0,0,1,0,4,0
2765,States,Hawaii,2011,39,66,3.03,0,0,1,0,0,1,0
2766,States,Idaho,2011,39,X,X,X,X,X,X,X,X,X
2767,States,Illinois,2011,39,12,0,0,0,0,0,0,0,0
2768,States,Indiana,2011,39,98,0,0,0,0,0,0,0,0
2769,States,Iowa,2011,39,26,0,0,0,0,0,0,0,0
2770,States,Kansas,2011,39,X,X,X,X,X,X,X,X,X
2771,States,Kentucky,2011,39,38,0,0,0,0,0,0,0,0
2772,States,Louisiana,2011,39,82,0,0,0,0,0,0,0,0
2773,States,Maine,2011,39,X,X,X,X,X,X,X,X,X
2774,States,Maryland,2011,39,14,0,0,0,0,0,0,0,0
2775,States,Massachusetts,2011,39,X,X,X,X,X,X,X,X,X
2776,States,Michigan,2011,39,11,0,0,0,0,0,0,0,0
2777,States,Minnesota,2011,39,12,8.33,0,0,1,0,0,0,0
2778,States,Mississippi,2011,39,X,X,X,X,X,X,X,X,X
2779,States,Missouri,2011,39,193,0,0,0,0,0,0,0,0
2780,States,Montana,2011,39,10,0,0,0,0,0,0,0,0
2781,States,Nebraska,2011,39,X,X,X,X,X,X,X,X,X
2782,States,Nevada,2011,39,X,X,X,X,X,X,X,X,X
2783,States,New Hampshire,2011,39,X,X,X,X,X,X,X,X,X
2784,States,New Jersey,2011,39,X,X,X,X,X,X,X,X,X
2785,States,New Mexico,2011,39,14,0,0,0,0,0,0,0,0
2786,States,New York,2011,39,253,0,0,0,0,0,0,0,0
2787,States,North Carolina,2011,39,13,0,0,0,0,0,0,0,0
2788,States,North Dakota,2011,39,19,0,0,0,0,0,0,0,0
2789,States,Ohio,2011,39,36,0,0,0,0,0,0,0,0
2790,States,Oklahoma,2011,39,45,0,0,0,0,0,0,0,0
2791,States,Oregon,2011,39,14,0,0,0,0,0,0,0,0
2792,States,Pennsylvania,2011,39,144,2.08,1,0,2,0,0,0,0
2793,States,Rhode Island,2011,39,X,X,X,X,X,X,X,X,X
2794,States,South Carolina,2011,39,46,0,0,0,0,0,0,0,0
2795,States,South Dakota,2011,39,X,X,X,X,X,X,X,X,X
2796,States,Tennessee,2011,39,15,0,0,0,0,0,0,0,0
2797,States,Texas,2011,39,333,0,0,0,0,0,0,0,0
2798,States,Utah,2011,39,156,0,0,0,0,0,0,0,0
2799,States,Vermont,2011,39,X,X,X,X,X,X,X,X,X
2800,States,Virginia,2011,39,11,9.09,0,0,0,0,0,1,0
2801,States,Washington,2011,39,144,0.69,0,0,1,0,0,0,0
2802,States,West Virginia,2011,39,156,0,0,0,0,0,0,0,0
2803,States,Wisconsin,2011,39,50,0,0,0,0,0,0,0,0
2804,States,Wyoming,2011,39,X,X,X,X,X,X,X,X,X
2805,States,Puerto Rico,2011,39,X,X,X,X,X,X,X,X,X
2806,States,Virgin Islands,2011,39,0,0,0,0,0,0,0,0,0
2807,States,New York City,2011,39,X,X,X,X,X,X,X,X,X
2808,States,Alabama,2011,40,51,0,0,0,0,0,0,0,0
2809,States,Alaska,2011,40,54,0,0,0,0,0,0,0,0
2810,States,Arizona,2011,40,47,0,0,0,0,0,0,0,0
2811,States,Arkansas,2011,40,21,4.76,0,0,1,0,0,0,0
2812,States,California,2011,40,183,2.19,2,0,2,0,0,0,0
2813,States,Colorado,2011,40,159,0,0,0,0,0,0,0,0
2814,States,Connecticut,2011,40,X,X,X,X,X,X,X,X,X
2815,States,Delaware,2011,40,88,0,0,0,0,0,0,0,0
2816,States,District of Columbia,2011,40,X,X,X,X,X,X,X,X,X
2817,States,Florida,2011,40,X,X,X,X,X,X,X,X,X
2818,States,Georgia,2011,40,259,1.93,0,0,0,0,0,5,0
2819,States,Hawaii,2011,40,93,0,0,0,0,0,0,0,0
2820,States,Idaho,2011,40,X,X,X,X,X,X,X,X,X
2821,States,Illinois,2011,40,38,2.63,1,0,0,0,0,0,0
2822,States,Indiana,2011,40,30,3.33,0,0,1,0,0,0,0
2823,States,Iowa,2011,40,22,0,0,0,0,0,0,0,0
2824,States,Kansas,2011,40,X,X,X,X,X,X,X,X,X
2825,States,Kentucky,2011,40,22,0,0,0,0,0,0,0,0
2826,States,Louisiana,2011,40,97,0,0,0,0,0,0,0,0
2827,States,Maine,2011,40,X,X,X,X,X,X,X,X,X
2828,States,Maryland,2011,40,22,0,0,0,0,0,0,0,0
2829,States,Massachusetts,2011,40,X,X,X,X,X,X,X,X,X
2830,States,Michigan,2011,40,24,8.33,0,0,1,0,0,1,0
2831,States,Minnesota,2011,40,70,1.43,0,0,1,0,0,0,0
2832,States,Mississippi,2011,40,13,0,0,0,0,0,0,0,0
2833,States,Missouri,2011,40,206,0,0,0,0,0,0,0,0
2834,States,Montana,2011,40,X,X,X,X,X,X,X,X,X
2835,States,Nebraska,2011,40,X,X,X,X,X,X,X,X,X
2836,States,Nevada,2011,40,15,0,0,0,0,0,0,0,0
2837,States,New Hampshire,2011,40,11,0,0,0,0,0,0,0,0
2838,States,New Jersey,2011,40,X,X,X,X,X,X,X,X,X
2839,States,New Mexico,2011,40,14,0,0,0,0,0,0,0,0
2840,States,New York,2011,40,223,0,0,0,0,0,0,0,0
2841,States,North Carolina,2011,40,14,0,0,0,0,0,0,0,0
2842,States,North Dakota,2011,40,X,X,X,X,X,X,X,X,X
2843,States,Ohio,2011,40,64,0,0,0,0,0,0,0,0
2844,States,Oklahoma,2011,40,X,X,X,X,X,X,X,X,X
2845,States,Oregon,2011,40,14,14.29,0,0,2,0,0,0,0
2846,States,Pennsylvania,2011,40,145,0.69,0,0,0,1,0,0,0
2847,States,Rhode Island,2011,40,X,X,X,X,X,X,X,X,X
2848,States,South Carolina,2011,40,52,0,0,0,0,0,0,0,0
2849,States,South Dakota,2011,40,43,9.3,0,0,4,0,0,0,0
2850,States,Tennessee,2011,40,X,X,X,X,X,X,X,X,X
2851,States,Texas,2011,40,302,0.33,0,0,0,1,0,0,0
2852,States,Utah,2011,40,166,0,0,0,0,0,0,0,0
2853,States,Vermont,2011,40,X,X,X,X,X,X,X,X,X
2854,States,Virginia,2011,40,23,0,0,0,0,0,0,0,0
2855,States,Washington,2011,40,170,1.18,0,0,1,0,0,1,0
2856,States,West Virginia,2011,40,156,0,0,0,0,0,0,0,0
2857,States,Wisconsin,2011,40,56,0,0,0,0,0,0,0,0
2858,States,Wyoming,2011,40,10,0,0,0,0,0,0,0,0
2859,States,Puerto Rico,2011,40,X,X,X,X,X,X,X,X,X
2860,States,Virgin Islands,2011,40,0,0,0,0,0,0,0,0,0
2861,States,New York City,2011,40,X,X,X,X,X,X,X,X,X
2862,States,Alabama,2011,41,54,0,0,0,0,0,0,0,0
2863,States,Alaska,2011,41,37,2.7,0,0,1,0,0,0,0
2864,States,Arizona,2011,41,42,0,0,0,0,0,0,0,0
2865,States,Arkansas,2011,41,13,0,0,0,0,0,0,0,0
2866,States,California,2011,41,127,3.94,0,0,5,0,0,0,0
2867,States,Colorado,2011,41,167,0,0,0,0,0,0,0,0
2868,States,Connecticut,2011,41,11,9.09,0,0,0,0,0,1,0
2869,States,Delaware,2011,41,73,0,0,0,0,0,0,0,0
2870,States,District of Columbia,2011,41,X,X,X,X,X,X,X,X,X
2871,States,Florida,2011,41,X,X,X,X,X,X,X,X,X
2872,States,Georgia,2011,41,259,1.93,0,0,0,0,0,5,0
2873,States,Hawaii,2011,41,103,0.97,0,0,0,0,0,1,0
2874,States,Idaho,2011,41,X,X,X,X,X,X,X,X,X
2875,States,Illinois,2011,41,25,0,0,0,0,0,0,0,0
2876,States,Indiana,2011,41,35,0,0,0,0,0,0,0,0
2877,States,Iowa,2011,41,18,0,0,0,0,0,0,0,0
2878,States,Kansas,2011,41,X,X,X,X,X,X,X,X,X
2879,States,Kentucky,2011,41,24,0,0,0,0,0,0,0,0
2880,States,Louisiana,2011,41,103,1.94,0,0,0,2,0,0,0
2881,States,Maine,2011,41,15,0,0,0,0,0,0,0,0
2882,States,Maryland,2011,41,21,0,0,0,0,0,0,0,0
2883,States,Massachusetts,2011,41,11,0,0,0,0,0,0,0,0
2884,States,Michigan,2011,41,X,X,X,X,X,X,X,X,X
2885,States,Minnesota,2011,41,64,1.56,0,0,1,0,0,0,0
2886,States,Mississippi,2011,41,21,0,0,0,0,0,0,0,0
2887,States,Missouri,2011,41,205,0,0,0,0,0,0,0,0
2888,States,Montana,2011,41,15,0,0,0,0,0,0,0,0
2889,States,Nebraska,2011,41,X,X,X,X,X,X,X,X,X
2890,States,Nevada,2011,41,30,0,0,0,0,0,0,0,0
2891,States,New Hampshire,2011,41,13,0,0,0,0,0,0,0,0
2892,States,New Jersey,2011,41,X,X,X,X,X,X,X,X,X
2893,States,New Mexico,2011,41,19,0,0,0,0,0,0,0,0
2894,States,New York,2011,41,301,0,0,0,0,0,0,0,0
2895,States,North Carolina,2011,41,17,0,0,0,0,0,0,0,0
2896,States,North Dakota,2011,41,X,X,X,X,X,X,X,X,X
2897,States,Ohio,2011,41,70,0,0,0,0,0,0,0,0
2898,States,Oklahoma,2011,41,X,X,X,X,X,X,X,X,X
2899,States,Oregon,2011,41,X,X,X,X,X,X,X,X,X
2900,States,Pennsylvania,2011,41,162,0,0,0,0,0,0,0,0
2901,States,Rhode Island,2011,41,X,X,X,X,X,X,X,X,X
2902,States,South Carolina,2011,41,64,1.56,0,0,0,0,0,1,0
2903,States,South Dakota,2011,41,51,1.96,0,0,1,0,0,0,0
2904,States,Tennessee,2011,41,27,0,0,0,0,0,0,0,0
2905,States,Texas,2011,41,349,0,0,0,0,0,0,0,0
2906,States,Utah,2011,41,174,0,0,0,0,0,0,0,0
2907,States,Vermont,2011,41,X,X,X,X,X,X,X,X,X
2908,States,Virginia,2011,41,39,0,0,0,0,0,0,0,0
2909,States,Washington,2011,41,160,0,0,0,0,0,0,0,0
2910,States,West Virginia,2011,41,165,0,0,0,0,0,0,0,0
2911,States,Wisconsin,2011,41,65,1.54,0,0,1,0,0,0,0
2912,States,Wyoming,2011,41,13,0,0,0,0,0,0,0,0
2913,States,Puerto Rico,2011,41,X,X,X,X,X,X,X,X,X
2914,States,Virgin Islands,2011,41,0,0,0,0,0,0,0,0,0
2915,States,New York City,2011,41,X,X,X,X,X,X,X,X,X
2916,States,Alabama,2011,42,34,0,0,0,0,0,0,0,0
2917,States,Alaska,2011,42,59,1.69,0,0,0,0,0,1,0
2918,States,Arizona,2011,42,48,0,0,0,0,0,0,0,0
2919,States,Arkansas,2011,42,23,0,0,0,0,0,0,0,0
2920,States,California,2011,42,130,1.54,0,0,1,0,0,1,0
2921,States,Colorado,2011,42,161,0.62,0,0,1,0,0,0,0
2922,States,Connecticut,2011,42,X,X,X,X,X,X,X,X,X
2923,States,Delaware,2011,42,88,0,0,0,0,0,0,0,0
2924,States,District of Columbia,2011,42,X,X,X,X,X,X,X,X,X
2925,States,Florida,2011,42,X,X,X,X,X,X,X,X,X
2926,States,Georgia,2011,42,290,1.38,0,0,0,0,0,4,0
2927,States,Hawaii,2011,42,79,5.06,1,0,3,0,0,0,0
2928,States,Idaho,2011,42,X,X,X,X,X,X,X,X,X
2929,States,Illinois,2011,42,27,0,0,0,0,0,0,0,0
2930,States,Indiana,2011,42,30,0,0,0,0,0,0,0,0
2931,States,Iowa,2011,42,11,0,0,0,0,0,0,0,0
2932,States,Kansas,2011,42,X,X,X,X,X,X,X,X,X
2933,States,Kentucky,2011,42,22,0,0,0,0,0,0,0,0
2934,States,Louisiana,2011,42,104,0.96,0,0,0,0,0,1,0
2935,States,Maine,2011,42,19,0,0,0,0,0,0,0,0
2936,States,Maryland,2011,42,30,0,0,0,0,0,0,0,0
2937,States,Massachusetts,2011,42,14,0,0,0,0,0,0,0,0
2938,States,Michigan,2011,42,X,X,X,X,X,X,X,X,X
2939,States,Minnesota,2011,42,87,0,0,0,0,0,0,0,0
2940,States,Mississippi,2011,42,21,0,0,0,0,0,0,0,0
2941,States,Missouri,2011,42,193,0,0,0,0,0,0,0,0
2942,States,Montana,2011,42,X,X,X,X,X,X,X,X,X
2943,States,Nebraska,2011,42,X,X,X,X,X,X,X,X,X
2944,States,Nevada,2011,42,15,0,0,0,0,0,0,0,0
2945,States,New Hampshire,2011,42,14,0,0,0,0,0,0,0,0
2946,States,New Jersey,2011,42,X,X,X,X,X,X,X,X,X
2947,States,New Mexico,2011,42,17,0,0,0,0,0,0,0,0
2948,States,New York,2011,42,328,0.3,0,0,1,0,0,0,0
2949,States,North Carolina,2011,42,20,0,0,0,0,0,0,0,0
2950,States,North Dakota,2011,42,X,X,X,X,X,X,X,X,X
2951,States,Ohio,2011,42,51,0,0,0,0,0,0,0,0
2952,States,Oklahoma,2011,42,X,X,X,X,X,X,X,X,X
2953,States,Oregon,2011,42,10,0,0,0,0,0,0,0,0
2954,States,Pennsylvania,2011,42,166,0.6,0,0,0,1,0,0,0
2955,States,Rhode Island,2011,42,X,X,X,X,X,X,X,X,X
2956,States,South Carolina,2011,42,47,2.13,0,0,0,1,0,0,0
2957,States,South Dakota,2011,42,44,0,0,0,0,0,0,0,0
2958,States,Tennessee,2011,42,X,X,X,X,X,X,X,X,X
2959,States,Texas,2011,42,372,0.54,0,0,1,0,0,1,0
2960,States,Utah,2011,42,164,0,0,0,0,0,0,0,0
2961,States,Vermont,2011,42,X,X,X,X,X,X,X,X,X
2962,States,Virginia,2011,42,28,0,0,0,0,0,0,0,0
2963,States,Washington,2011,42,153,0,0,0,0,0,0,0,0
2964,States,West Virginia,2011,42,164,0,0,0,0,0,0,0,0
2965,States,Wisconsin,2011,42,81,1.23,1,0,0,0,0,0,0
2966,States,Wyoming,2011,42,10,0,0,0,0,0,0,0,0
2967,States,Puerto Rico,2011,42,X,X,X,X,X,X,X,X,X
2968,States,Virgin Islands,2011,42,0,0,0,0,0,0,0,0,0
2969,States,New York City,2011,42,X,X,X,X,X,X,X,X,X
2970,States,Alabama,2011,43,59,0,0,0,0,0,0,0,0
2971,States,Alaska,2011,43,40,2.5,0,0,1,0,0,0,0
2972,States,Arizona,2011,43,56,0,0,0,0,0,0,0,0
2973,States,Arkansas,2011,43,12,0,0,0,0,0,0,0,0
2974,States,California,2011,43,166,2.41,0,0,2,0,0,2,0
2975,States,Colorado,2011,43,145,1.38,0,0,2,0,0,0,0
2976,States,Connecticut,2011,43,X,X,X,X,X,X,X,X,X
2977,States,Delaware,2011,43,110,0,0,0,0,0,0,0,0
2978,States,District of Columbia,2011,43,X,X,X,X,X,X,X,X,X
2979,States,Florida,2011,43,X,X,X,X,X,X,X,X,X
2980,States,Georgia,2011,43,315,3.17,0,0,0,2,0,8,0
2981,States,Hawaii,2011,43,110,5.45,0,0,4,2,0,0,0
2982,States,Idaho,2011,43,X,X,X,X,X,X,X,X,X
2983,States,Illinois,2011,43,27,0,0,0,0,0,0,0,0
2984,States,Indiana,2011,43,39,0,0,0,0,0,0,0,0
2985,States,Iowa,2011,43,27,0,0,0,0,0,0,0,0
2986,States,Kansas,2011,43,X,X,X,X,X,X,X,X,X
2987,States,Kentucky,2011,43,27,0,0,0,0,0,0,0,0
2988,States,Louisiana,2011,43,96,3.13,0,0,1,1,0,1,0
2989,States,Maine,2011,43,14,7.14,0,0,1,0,0,0,0
2990,States,Maryland,2011,43,24,0,0,0,0,0,0,0,0
2991,States,Massachusetts,2011,43,18,0,0,0,0,0,0,0,0
2992,States,Michigan,2011,43,X,X,X,X,X,X,X,X,X
2993,States,Minnesota,2011,43,118,0,0,0,0,0,0,0,0
2994,States,Mississippi,2011,43,21,0,0,0,0,0,0,0,0
2995,States,Missouri,2011,43,211,0,0,0,0,0,0,0,0
2996,States,Montana,2011,43,X,X,X,X,X,X,X,X,X
2997,States,Nebraska,2011,43,X,X,X,X,X,X,X,X,X
2998,States,Nevada,2011,43,10,0,0,0,0,0,0,0,0
2999,States,New Hampshire,2011,43,10,0,0,0,0,0,0,0,0
3000,States,New Jersey,2011,43,X,X,X,X,X,X,X,X,X
3001,States,New Mexico,2011,43,15,6.67,0,0,0,0,0,1,0
3002,States,New York,2011,43,314,0.32,0,0,0,1,0,0,0
3003,States,North Carolina,2011,43,15,0,0,0,0,0,0,0,0
3004,States,North Dakota,2011,43,X,X,X,X,X,X,X,X,X
3005,States,Ohio,2011,43,66,0,0,0,0,0,0,0,0
3006,States,Oklahoma,2011,43,X,X,X,X,X,X,X,X,X
3007,States,Oregon,2011,43,X,X,X,X,X,X,X,X,X
3008,States,Pennsylvania,2011,43,141,0,0,0,0,0,0,0,0
3009,States,Rhode Island,2011,43,X,X,X,X,X,X,X,X,X
3010,States,South Carolina,2011,43,75,0,0,0,0,0,0,0,0
3011,States,South Dakota,2011,43,48,0,0,0,0,0,0,0,0
3012,States,Tennessee,2011,43,13,0,0,0,0,0,0,0,0
3013,States,Texas,2011,43,434,0,0,0,0,0,0,0,0
3014,States,Utah,2011,43,197,0,0,0,0,0,0,0,0
3015,States,Vermont,2011,43,X,X,X,X,X,X,X,X,X
3016,States,Virginia,2011,43,31,0,0,0,0,0,0,0,0
3017,States,Washington,2011,43,164,1.83,0,0,1,2,0,0,0
3018,States,West Virginia,2011,43,123,0,0,0,0,0,0,0,0
3019,States,Wisconsin,2011,43,79,0,0,0,0,0,0,0,0
3020,States,Wyoming,2011,43,10,0,0,0,0,0,0,0,0
3021,States,Puerto Rico,2011,43,X,X,X,X,X,X,X,X,X
