,REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
12288,States,New Jersey,2020,7,X,X,X,X,X,X
12289,States,New Mexico,2020,7,722,93,29,16.9,12.88,4.02
12290,States,New York,2020,7,3903,671,351,26.18,17.19,8.99
12291,States,North Carolina,2020,7,342,39,36,21.93,11.4,10.53
12292,States,North Dakota,2020,7,815,286,85,45.52,35.09,10.43
12293,States,Ohio,2020,7,6437,1490,940,37.75,23.15,14.6
12294,States,Oklahoma,2020,7,491,88,36,25.25,17.92,7.33
12295,States,Oregon,2020,7,2598,262,155,16.05,10.08,5.97
12296,States,Pennsylvania,2020,7,1237,257,161,33.79,20.78,13.02
12297,States,Rhode Island,2020,7,X,X,X,X,X,X
12298,States,South Carolina,2020,7,811,118,55,21.33,14.55,6.78
12299,States,South Dakota,2020,7,79,6,4,12.66,7.59,5.06
12300,States,Tennessee,2020,7,131,17,6,17.56,12.98,4.58
12301,States,Texas,2020,7,5689,1339,320,29.16,23.54,5.62
12302,States,Utah,2020,7,2102,453,209,31.49,21.55,9.94
12303,States,Vermont,2020,7,402,66,62,31.84,16.42,15.42
12304,States,Virginia,2020,7,687,108,72,26.2,15.72,10.48
12305,States,Washington,2020,7,1853,241,71,16.84,13.01,3.83
12306,States,West Virginia,2020,7,1352,121,279,29.59,8.95,20.64
12307,States,Wisconsin,2020,7,5164,1295,805,40.67,25.08,15.59
12308,States,Wyoming,2020,7,68,10,16,38.24,14.71,23.53
12309,States,Puerto Rico,2020,7,0,0,0,0,0,0
12310,States,Virgin Islands,2020,7,X,X,X,X,X,X
12311,States,New York City,2020,7,X,X,X,X,X,X
12312,States,Alabama,2020,8,984,103,29,13.41,10.47,2.95
12313,States,Alaska,2020,8,32,1,0,3.13,3.13,0
12314,States,Arizona,2020,8,553,80,19,17.9,14.47,3.44
12315,States,Arkansas,2020,8,539,87,127,39.7,16.14,23.56
12316,States,California,2020,8,4833,1001,329,27.52,20.71,6.81
12317,States,Colorado,2020,8,1366,279,81,26.35,20.42,5.93
12318,States,Connecticut,2020,8,1683,232,236,27.81,13.78,14.02
12319,States,Delaware,2020,8,501,84,25,21.76,16.77,4.99
12320,States,District of Columbia,2020,8,X,X,X,X,X,X
12321,States,Florida,2020,8,X,X,X,X,X,X
12322,States,Georgia,2020,8,1810,206,78,15.69,11.38,4.31
12323,States,Hawaii,2020,8,678,61,16,11.36,9,2.36
12324,States,Idaho,2020,8,143,22,1,16.08,15.38,0.7
12325,States,Illinois,2020,8,836,195,86,33.61,23.33,10.29
12326,States,Indiana,2020,8,475,77,70,30.95,16.21,14.74
12327,States,Iowa,2020,8,507,111,138,49.11,21.89,27.22
12328,States,Kansas,2020,8,172,35,10,26.16,20.35,5.81
12329,States,Kentucky,2020,8,988,94,79,17.51,9.51,8
12330,States,Louisiana,2020,8,662,158,8,25.08,23.87,1.21
12331,States,Maine,2020,8,267,42,52,35.21,15.73,19.48
12332,States,Maryland,2020,8,588,121,66,31.8,20.58,11.22
12333,States,Massachusetts,2020,8,1854,383,212,32.09,20.66,11.43
12334,States,Michigan,2020,8,4022,1019,386,34.93,25.34,9.6
12335,States,Minnesota,2020,8,704,138,28,23.58,19.6,3.98
12336,States,Mississippi,2020,8,171,26,9,20.47,15.2,5.26
12337,States,Missouri,2020,8,3463,758,436,34.48,21.89,12.59
12338,States,Montana,2020,8,422,59,34,22.04,13.98,8.06
12339,States,Nebraska,2020,8,155,23,27,32.26,14.84,17.42
12340,States,Nevada,2020,8,X,X,X,X,X,X
12341,States,New Hampshire,2020,8,X,X,X,X,X,X
12342,States,New Jersey,2020,8,X,X,X,X,X,X
12343,States,New Mexico,2020,8,454,85,18,22.69,18.72,3.96
12344,States,New York,2020,8,3441,542,253,23.1,15.75,7.35
12345,States,North Carolina,2020,8,320,37,29,20.63,11.56,9.06
12346,States,North Dakota,2020,8,756,292,61,46.69,38.62,8.07
12347,States,Ohio,2020,8,6184,1427,747,35.16,23.08,12.08
12348,States,Oklahoma,2020,8,517,133,15,28.63,25.73,2.9
12349,States,Oregon,2020,8,2728,337,154,18,12.35,5.65
12350,States,Pennsylvania,2020,8,1088,230,117,31.89,21.14,10.75
12351,States,Rhode Island,2020,8,X,X,X,X,X,X
12352,States,South Carolina,2020,8,644,79,31,17.08,12.27,4.81
12353,States,South Dakota,2020,8,51,4,1,9.8,7.84,1.96
12354,States,Tennessee,2020,8,115,11,6,14.78,9.57,5.22
12355,States,Texas,2020,8,6029,1316,280,26.47,21.83,4.64
12356,States,Utah,2020,8,1965,423,174,30.38,21.53,8.85
12357,States,Vermont,2020,8,402,81,52,33.08,20.15,12.94
12358,States,Virginia,2020,8,719,131,53,25.59,18.22,7.37
12359,States,Washington,2020,8,1314,175,37,16.13,13.32,2.82
12360,States,West Virginia,2020,8,1157,105,146,21.69,9.08,12.62
12361,States,Wisconsin,2020,8,5686,1539,807,41.26,27.07,14.19
12362,States,Wyoming,2020,8,38,4,7,28.95,10.53,18.42
12363,States,Puerto Rico,2020,8,0,0,0,0,0,0
12364,States,Virgin Islands,2020,8,X,X,X,X,X,X
12365,States,New York City,2020,8,X,X,X,X,X,X
12366,States,Alabama,2020,9,753,72,19,12.08,9.56,2.52
12367,States,Alaska,2020,9,28,1,0,3.57,3.57,0
12368,States,Arizona,2020,9,438,48,5,12.1,10.96,1.14
12369,States,Arkansas,2020,9,545,123,86,38.35,22.57,15.78
12370,States,California,2020,9,5115,951,303,24.52,18.59,5.92
12371,States,Colorado,2020,9,1314,226,54,21.31,17.2,4.11
12372,States,Connecticut,2020,9,1532,189,136,21.21,12.34,8.88
12373,States,Delaware,2020,9,569,81,20,17.75,14.24,3.51
12374,States,District of Columbia,2020,9,X,X,X,X,X,X
12375,States,Florida,2020,9,X,X,X,X,X,X
12376,States,Georgia,2020,9,1523,152,53,13.46,9.98,3.48
12377,States,Hawaii,2020,9,642,75,25,15.58,11.68,3.89
12378,States,Idaho,2020,9,189,42,4,24.34,22.22,2.12
12379,States,Illinois,2020,9,797,205,64,33.75,25.72,8.03
12380,States,Indiana,2020,9,461,70,50,26.03,15.18,10.85
12381,States,Iowa,2020,9,472,96,104,42.37,20.34,22.03
12382,States,Kansas,2020,9,177,33,11,24.86,18.64,6.21
12383,States,Kentucky,2020,9,997,97,66,16.35,9.73,6.62
12384,States,Louisiana,2020,9,327,41,4,13.76,12.54,1.22
12385,States,Maine,2020,9,260,51,50,38.85,19.62,19.23
12386,States,Maryland,2020,9,563,141,34,31.08,25.04,6.04
12387,States,Massachusetts,2020,9,1762,312,178,27.81,17.71,10.1
12388,States,Michigan,2020,9,3906,1001,271,32.57,25.63,6.94
12389,States,Minnesota,2020,9,726,162,11,23.83,22.31,1.52
12390,States,Mississippi,2020,9,168,20,8,16.67,11.9,4.76
12391,States,Missouri,2020,9,3513,735,383,31.82,20.92,10.9
12392,States,Montana,2020,9,515,127,38,32.04,24.66,7.38
12393,States,Nebraska,2020,9,158,15,15,18.99,9.49,9.49
12394,States,Nevada,2020,9,58,18,1,32.76,31.03,1.72
12395,States,New Hampshire,2020,9,X,X,X,X,X,X
12396,States,New Jersey,2020,9,X,X,X,X,X,X
12397,States,New Mexico,2020,9,476,51,11,13.03,10.71,2.31
12398,States,New York,2020,9,3692,594,233,22.4,16.09,6.31
12399,States,North Carolina,2020,9,316,40,20,18.99,12.66,6.33
12400,States,North Dakota,2020,9,710,247,54,42.39,34.79,7.61
12401,States,Ohio,2020,9,5493,1070,569,29.84,19.48,10.36
12402,States,Oklahoma,2020,9,451,115,8,27.27,25.5,1.77
12403,States,Oregon,2020,9,2880,409,105,17.85,14.2,3.65
12404,States,Pennsylvania,2020,9,1066,219,82,28.24,20.54,7.69
12405,States,Rhode Island,2020,9,X,X,X,X,X,X
12406,States,South Carolina,2020,9,639,67,22,13.93,10.49,3.44
12407,States,South Dakota,2020,9,75,6,4,13.33,8,5.33
12408,States,Tennessee,2020,9,103,13,5,17.48,12.62,4.85
12409,States,Texas,2020,9,4992,982,171,23.1,19.67,3.43
12410,States,Utah,2020,9,1833,385,133,28.26,21,7.26
12411,States,Vermont,2020,9,314,71,32,32.8,22.61,10.19
12412,States,Virginia,2020,9,635,90,37,20,14.17,5.83
12413,States,Washington,2020,9,1798,289,48,18.74,16.07,2.67
12414,States,West Virginia,2020,9,1211,153,104,21.22,12.63,8.59
12415,States,Wisconsin,2020,9,5292,1479,592,39.13,27.95,11.19
12416,States,Wyoming,2020,9,65,14,7,32.31,21.54,10.77
12417,States,Puerto Rico,2020,9,0,0,0,0,0,0
12418,States,Virgin Islands,2020,9,X,X,X,X,X,X
12419,States,New York City,2020,9,X,X,X,X,X,X
12420,States,Alabama,2020,10,969,86,17,10.63,8.88,1.75
12421,States,Alaska,2020,10,29,8,0,27.59,27.59,0
12422,States,Arizona,2020,10,465,52,6,12.47,11.18,1.29
12423,States,Arkansas,2020,10,436,97,96,44.27,22.25,22.02
12424,States,California,2020,10,5099,764,259,20.06,14.98,5.08
12425,States,Colorado,2020,10,1344,214,34,18.45,15.92,2.53
12426,States,Connecticut,2020,10,1319,158,74,17.59,11.98,5.61
12427,States,Delaware,2020,10,745,85,23,14.5,11.41,3.09
12428,States,District of Columbia,2020,10,X,X,X,X,X,X
12429,States,Florida,2020,10,X,X,X,X,X,X
12430,States,Georgia,2020,10,1953,195,69,13.52,9.98,3.53
12431,States,Hawaii,2020,10,505,45,16,12.08,8.91,3.17
12432,States,Idaho,2020,10,212,44,5,23.11,20.75,2.36
12433,States,Illinois,2020,10,857,182,61,28.35,21.24,7.12
12434,States,Indiana,2020,10,473,77,41,24.95,16.28,8.67
12435,States,Iowa,2020,10,521,123,102,43.19,23.61,19.58
12436,States,Kansas,2020,10,170,25,4,17.06,14.71,2.35
12437,States,Kentucky,2020,10,1073,98,56,14.35,9.13,5.22
12438,States,Louisiana,2020,10,389,54,6,15.42,13.88,1.54
12439,States,Maine,2020,10,247,43,43,34.82,17.41,17.41
12440,States,Maryland,2020,10,593,128,28,26.31,21.59,4.72
12441,States,Massachusetts,2020,10,1629,261,94,21.79,16.02,5.77
12442,States,Michigan,2020,10,3874,902,191,28.21,23.28,4.93
12443,States,Minnesota,2020,10,769,149,16,21.46,19.38,2.08
12444,States,Mississippi,2020,10,172,22,2,13.95,12.79,1.16
12445,States,Missouri,2020,10,2058,386,200,28.47,18.76,9.72
12446,States,Montana,2020,10,539,140,36,32.65,25.97,6.68
12447,States,Nebraska,2020,10,155,19,14,21.29,12.26,9.03
12448,States,Nevada,2020,10,74,16,0,21.62,21.62,0
12449,States,New Hampshire,2020,10,X,X,X,X,X,X
12450,States,New Jersey,2020,10,X,X,X,X,X,X
12451,States,New Mexico,2020,10,722,71,6,10.66,9.83,0.83
12452,States,New York,2020,10,3587,445,138,16.25,12.41,3.85
12453,States,North Carolina,2020,10,338,29,8,10.95,8.58,2.37
12454,States,North Dakota,2020,10,790,271,29,37.97,34.3,3.67
12455,States,Ohio,2020,10,5416,1113,396,27.86,20.55,7.31
12456,States,Oklahoma,2020,10,503,95,10,20.87,18.89,1.99
12457,States,Oregon,2020,10,3795,565,97,17.44,14.89,2.56
12458,States,Pennsylvania,2020,10,1037,203,46,24.01,19.58,4.44
12459,States,Rhode Island,2020,10,X,X,X,X,X,X
12460,States,South Carolina,2020,10,657,79,24,15.68,12.02,3.65
12461,States,South Dakota,2020,10,105,12,2,13.33,11.43,1.9
12462,States,Tennessee,2020,10,147,32,10,28.57,21.77,6.8
12463,States,Texas,2020,10,5379,902,180,20.12,16.77,3.35
12464,States,Utah,2020,10,1937,407,89,25.61,21.01,4.59
12465,States,Vermont,2020,10,285,54,26,28.07,18.95,9.12
12466,States,Virginia,2020,10,255,30,8,14.9,11.76,3.14
12467,States,Washington,2020,10,2505,371,59,17.17,14.81,2.36
12468,States,West Virginia,2020,10,1329,219,123,25.73,16.48,9.26
12469,States,Wisconsin,2020,10,5345,1410,531,36.31,26.38,9.93
12470,States,Wyoming,2020,10,36,5,4,25,13.89,11.11
12471,States,Puerto Rico,2020,10,0,0,0,0,0,0
12472,States,Virgin Islands,2020,10,X,X,X,X,X,X
12473,States,New York City,2020,10,X,X,X,X,X,X
12474,States,Alabama,2020,11,1062,69,26,8.95,6.5,2.45
12475,States,Alaska,2020,11,24,0,0,0,0,0
12476,States,Arizona,2020,11,481,38,5,8.94,7.9,1.04
12477,States,Arkansas,2020,11,635,131,75,32.44,20.63,11.81
12478,States,California,2020,11,5073,399,106,9.95,7.87,2.09
12479,States,Colorado,2020,11,2099,212,29,11.48,10.1,1.38
12480,States,Connecticut,2020,11,1207,106,47,12.68,8.78,3.89
12481,States,Delaware,2020,11,784,33,8,5.23,4.21,1.02
12482,States,District of Columbia,2020,11,X,X,X,X,X,X
12483,States,Florida,2020,11,X,X,X,X,X,X
12484,States,Georgia,2020,11,2685,150,86,8.79,5.59,3.2
12485,States,Hawaii,2020,11,487,41,19,12.32,8.42,3.9
12486,States,Idaho,2020,11,409,83,4,21.27,20.29,0.98
12487,States,Illinois,2020,11,1049,128,67,18.59,12.2,6.39
12488,States,Indiana,2020,11,633,69,38,16.9,10.9,6
12489,States,Iowa,2020,11,512,90,75,32.23,17.58,14.65
12490,States,Kansas,2020,11,206,9,5,6.8,4.37,2.43
12491,States,Kentucky,2020,11,1417,119,63,12.84,8.4,4.45
12492,States,Louisiana,2020,11,723,53,4,7.88,7.33,0.55
12493,States,Maine,2020,11,350,49,46,27.14,14,13.14
12494,States,Maryland,2020,11,655,90,19,16.64,13.74,2.9
12495,States,Massachusetts,2020,11,1650,222,96,19.27,13.45,5.82
12496,States,Michigan,2020,11,3600,647,104,20.86,17.97,2.89
12497,States,Minnesota,2020,11,879,133,17,17.06,15.13,1.93
12498,States,Mississippi,2020,11,171,12,0,7.02,7.02,0
12499,States,Missouri,2020,11,3411,442,218,19.35,12.96,6.39
12500,States,Montana,2020,11,560,96,18,20.36,17.14,3.21
12501,States,Nebraska,2020,11,184,20,13,17.93,10.87,7.07
12502,States,Nevada,2020,11,75,10,1,14.67,13.33,1.33
12503,States,New Hampshire,2020,11,X,X,X,X,X,X
12504,States,New Jersey,2020,11,X,X,X,X,X,X
12505,States,New Mexico,2020,11,748,71,25,12.83,9.49,3.34
12506,States,New York,2020,11,3604,377,100,13.24,10.46,2.77
12507,States,North Carolina,2020,11,411,21,18,9.49,5.11,4.38
12508,States,North Dakota,2020,11,709,171,21,27.08,24.12,2.96
12509,States,Ohio,2020,11,6637,951,323,19.2,14.33,4.87
12510,States,Oklahoma,2020,11,559,92,10,18.25,16.46,1.79
12511,States,Oregon,2020,11,4742,468,87,11.7,9.87,1.83
12512,States,Pennsylvania,2020,11,946,120,38,16.7,12.68,4.02
12513,States,Rhode Island,2020,11,X,X,X,X,X,X
12514,States,South Carolina,2020,11,927,82,34,12.51,8.85,3.67
12515,States,South Dakota,2020,11,204,21,2,11.27,10.29,0.98
12516,States,Tennessee,2020,11,166,28,8,21.69,16.87,4.82
12517,States,Texas,2020,11,5205,509,145,12.56,9.78,2.79
12518,States,Utah,2020,11,2304,368,67,18.88,15.97,2.91
12519,States,Vermont,2020,11,467,85,20,22.48,18.2,4.28
12520,States,Virginia,2020,11,859,157,35,22.35,18.28,4.07
12521,States,Washington,2020,11,3188,245,20,8.31,7.69,0.63
12522,States,West Virginia,2020,11,357,53,4,15.97,14.85,1.12
12523,States,Wisconsin,2020,11,5338,1226,365,29.81,22.97,6.84
12524,States,Wyoming,2020,11,54,3,2,9.26,5.56,3.7
12525,States,Puerto Rico,2020,11,0,0,0,0,0,0
12526,States,Virgin Islands,2020,11,X,X,X,X,X,X
12527,States,New York City,2020,11,X,X,X,X,X,X
12528,States,Alabama,2020,12,1063,27,16,4.05,2.54,1.51
12529,States,Alaska,2020,12,19,0,0,0,0,0
12530,States,Arizona,2020,12,407,9,2,2.7,2.21,0.49
12531,States,Arkansas,2020,12,307,34,24,18.89,11.07,7.82
12532,States,California,2020,12,2944,67,20,2.96,2.28,0.68
12533,States,Colorado,2020,12,2898,119,17,4.69,4.11,0.59
12534,States,Connecticut,2020,12,802,32,13,5.61,3.99,1.62
12535,States,Delaware,2020,12,665,8,5,1.95,1.2,0.75
12536,States,District of Columbia,2020,12,X,X,X,X,X,X
12537,States,Florida,2020,12,X,X,X,X,X,X
12538,States,Georgia,2020,12,2547,71,37,4.24,2.79,1.45
12539,States,Hawaii,2020,12,683,57,23,11.71,8.35,3.37
12540,States,Idaho,2020,12,549,49,3,9.47,8.93,0.55
12541,States,Illinois,2020,12,1274,42,33,5.89,3.3,2.59
12542,States,Indiana,2020,12,709,43,19,8.74,6.06,2.68
12543,States,Iowa,2020,12,444,44,52,21.62,9.91,11.71
12544,States,Kansas,2020,12,205,8,4,5.85,3.9,1.95
12545,States,Kentucky,2020,12,1490,40,55,6.38,2.68,3.69
12546,States,Louisiana,2020,12,818,35,7,5.13,4.28,0.86
12547,States,Maine,2020,12,375,31,32,16.8,8.27,8.53
12548,States,Maryland,2020,12,1556,71,19,5.78,4.56,1.22
12549,States,Massachusetts,2020,12,1711,65,39,6.08,3.8,2.28
12550,States,Michigan,2020,12,3471,232,61,8.44,6.68,1.76
12551,States,Minnesota,2020,12,602,37,4,6.81,6.15,0.66
12552,States,Mississippi,2020,12,143,1,0,0.7,0.7,0
12553,States,Missouri,2020,12,3606,141,82,6.18,3.91,2.27
12554,States,Montana,2020,12,633,55,21,12.01,8.69,3.32
12555,States,Nebraska,2020,12,161,15,8,14.29,9.32,4.97
12556,States,Nevada,2020,12,78,1,0,1.28,1.28,0
12557,States,New Hampshire,2020,12,X,X,X,X,X,X
12558,States,New Jersey,2020,12,X,X,X,X,X,X
12559,States,New Mexico,2020,12,2533,68,8,3,2.68,0.32
12560,States,New York,2020,12,3798,191,63,6.69,5.03,1.66
12561,States,North Carolina,2020,12,612,20,6,4.25,3.27,0.98
12562,States,North Dakota,2020,12,870,109,15,14.25,12.53,1.72
12563,States,Ohio,2020,12,7583,564,196,10.02,7.44,2.58
12564,States,Oklahoma,2020,12,399,32,0,8.02,8.02,0
12565,States,Oregon,2020,12,4106,218,31,6.06,5.31,0.75
12566,States,Pennsylvania,2020,12,866,77,12,10.28,8.89,1.39
12567,States,Rhode Island,2020,12,X,X,X,X,X,X
12568,States,South Carolina,2020,12,1260,37,20,4.52,2.94,1.59
12569,States,South Dakota,2020,12,252,19,4,9.13,7.54,1.59
12570,States,Tennessee,2020,12,149,5,2,4.7,3.36,1.34
12571,States,Texas,2020,12,3838,146,58,5.32,3.8,1.51
12572,States,Utah,2020,12,2167,251,43,13.57,11.58,1.98
12573,States,Vermont,2020,12,709,70,16,12.13,9.87,2.26
12574,States,Virginia,2020,12,799,83,21,13.02,10.39,2.63
12575,States,Washington,2020,12,1411,33,7,2.83,2.34,0.5
12576,States,West Virginia,2020,12,338,22,0,6.51,6.51,0
12577,States,Wisconsin,2020,12,4958,518,173,13.94,10.45,3.49
12578,States,Wyoming,2020,12,58,3,1,6.9,5.17,1.72
12579,States,Puerto Rico,2020,12,0,0,0,0,0,0
12580,States,Virgin Islands,2020,12,X,X,X,X,X,X
12581,States,New York City,2020,12,X,X,X,X,X,X
12582,States,Alabama,2020,13,796,8,5,1.63,1.01,0.63
12583,States,Alaska,2020,13,10,0,0,0,0,0
12584,States,Arizona,2020,13,239,2,0,0.84,0.84,0
12585,States,Arkansas,2020,13,176,10,3,7.39,5.68,1.7
12586,States,California,2020,13,1736,10,3,0.75,0.58,0.17
12587,States,Colorado,2020,13,1733,25,1,1.5,1.44,0.06
12588,States,Connecticut,2020,13,822,10,1,1.34,1.22,0.12
12589,States,Delaware,2020,13,662,1,2,0.45,0.15,0.3
12590,States,District of Columbia,2020,13,X,X,X,X,X,X
12591,States,Florida,2020,13,X,X,X,X,X,X
12592,States,Georgia,2020,13,1599,19,13,2,1.19,0.81
12593,States,Hawaii,2020,13,371,33,8,11.05,8.89,2.16
12594,States,Idaho,2020,13,131,6,1,5.34,4.58,0.76
12595,States,Illinois,2020,13,624,2,5,1.12,0.32,0.8
12596,States,Indiana,2020,13,658,6,3,1.37,0.91,0.46
12597,States,Iowa,2020,13,152,2,2,2.63,1.32,1.32
12598,States,Kansas,2020,13,80,4,3,8.75,5,3.75
12599,States,Kentucky,2020,13,1496,15,16,2.07,1,1.07
12600,States,Louisiana,2020,13,639,5,3,1.25,0.78,0.47
12601,States,Maine,2020,13,130,5,5,7.69,3.85,3.85
12602,States,Maryland,2020,13,1319,24,3,2.05,1.82,0.23
12603,States,Massachusetts,2020,13,775,9,5,1.81,1.16,0.65
12604,States,Michigan,2020,13,1328,23,8,2.33,1.73,0.6
12605,States,Minnesota,2020,13,421,10,0,2.38,2.38,0
12606,States,Mississippi,2020,13,97,0,0,0,0,0
12607,States,Missouri,2020,13,868,15,7,2.53,1.73,0.81
12608,States,Montana,2020,13,670,29,7,5.37,4.33,1.04
12609,States,Nebraska,2020,13,56,1,0,1.79,1.79,0
12610,States,Nevada,2020,13,18,0,0,0,0,0
12611,States,New Hampshire,2020,13,X,X,X,X,X,X
12612,States,New Jersey,2020,13,X,X,X,X,X,X
12613,States,New Mexico,2020,13,2261,8,3,0.49,0.35,0.13
12614,States,New York,2020,13,2381,31,10,1.72,1.3,0.42
12615,States,North Carolina,2020,13,413,3,5,1.94,0.73,1.21
12616,States,North Dakota,2020,13,652,29,4,5.06,4.45,0.61
12617,States,Ohio,2020,13,4510,73,34,2.37,1.62,0.75
12618,States,Oklahoma,2020,13,192,4,1,2.6,2.08,0.52
12619,States,Oregon,2020,13,2187,41,11,2.38,1.87,0.5
12620,States,Pennsylvania,2020,13,507,12,3,2.96,2.37,0.59
12621,States,Rhode Island,2020,13,X,X,X,X,X,X
12622,States,South Carolina,2020,13,331,2,3,1.51,0.6,0.91
12623,States,South Dakota,2020,13,227,2,1,1.32,0.88,0.44
12624,States,Tennessee,2020,13,129,0,2,1.55,0,1.55
12625,States,Texas,2020,13,2101,23,17,1.9,1.09,0.81
12626,States,Utah,2020,13,1409,40,8,3.41,2.84,0.57
12627,States,Vermont,2020,13,170,7,7,8.24,4.12,4.12
12628,States,Virginia,2020,13,507,9,1,1.97,1.78,0.2
12629,States,Washington,2020,13,1520,17,1,1.18,1.12,0.07
12630,States,West Virginia,2020,13,179,0,1,0.56,0,0.56
12631,States,Wisconsin,2020,13,2801,106,39,5.18,3.78,1.39
12632,States,Wyoming,2020,13,15,0,0,0,0,0
12633,States,Puerto Rico,2020,13,0,0,0,0,0,0
12634,States,Virgin Islands,2020,13,X,X,X,X,X,X
12635,States,New York City,2020,13,X,X,X,X,X,X
12636,States,Alabama,2020,14,548,1,2,0.55,0.18,0.36
12637,States,Alaska,2020,14,11,0,0,0,0,0
12638,States,Arizona,2020,14,147,0,0,0,0,0
12639,States,Arkansas,2020,14,93,2,1,3.23,2.15,1.08
12640,States,California,2020,14,1162,6,3,0.77,0.52,0.26
12641,States,Colorado,2020,14,1113,1,1,0.18,0.09,0.09
12642,States,Connecticut,2020,14,564,1,0,0.18,0.18,0
12643,States,Delaware,2020,14,270,1,1,0.74,0.37,0.37
12644,States,District of Columbia,2020,14,X,X,X,X,X,X
12645,States,Florida,2020,14,X,X,X,X,X,X
12646,States,Georgia,2020,14,1006,4,7,1.09,0.4,0.7
12647,States,Hawaii,2020,14,321,34,11,14.02,10.59,3.43
12648,States,Idaho,2020,14,81,2,0,2.47,2.47,0
12649,States,Illinois,2020,14,396,2,7,2.27,0.51,1.77
12650,States,Indiana,2020,14,258,1,1,0.78,0.39,0.39
12651,States,Iowa,2020,14,99,0,5,5.05,0,5.05
12652,States,Kansas,2020,14,67,0,1,1.49,0,1.49
12653,States,Kentucky,2020,14,784,1,1,0.26,0.13,0.13
12654,States,Louisiana,2020,14,260,1,1,0.77,0.38,0.38
12655,States,Maine,2020,14,106,0,1,0.94,0,0.94
12656,States,Maryland,2020,14,579,2,0,0.35,0.35,0
12657,States,Massachusetts,2020,14,987,6,3,0.91,0.61,0.3
12658,States,Michigan,2020,14,770,6,3,1.17,0.78,0.39
12659,States,Minnesota,2020,14,301,4,0,1.33,1.33,0
12660,States,Mississippi,2020,14,48,0,0,0,0,0
12661,States,Missouri,2020,14,1572,10,3,0.83,0.64,0.19
12662,States,Montana,2020,14,555,0,1,0.18,0,0.18
12663,States,Nebraska,2020,14,44,0,1,2.27,0,2.27
12664,States,Nevada,2020,14,12,0,0,0,0,0
12665,States,New Hampshire,2020,14,X,X,X,X,X,X
12666,States,New Jersey,2020,14,X,X,X,X,X,X
12667,States,New Mexico,2020,14,701,1,0,0.14,0.14,0
12668,States,New York,2020,14,1491,8,7,1.01,0.54,0.47
12669,States,North Carolina,2020,14,275,1,1,0.73,0.36,0.36
12670,States,North Dakota,2020,14,344,4,1,1.45,1.16,0.29
12671,States,Ohio,2020,14,3498,17,16,0.94,0.49,0.46
12672,States,Oklahoma,2020,14,147,0,1,0.68,0,0.68
12673,States,Oregon,2020,14,1821,5,1,0.33,0.27,0.05
12674,States,Pennsylvania,2020,14,295,4,2,2.03,1.36,0.68
12675,States,Rhode Island,2020,14,X,X,X,X,X,X
12676,States,South Carolina,2020,14,120,1,0,0.83,0.83,0
12677,States,South Dakota,2020,14,105,0,0,0,0,0
12678,States,Tennessee,2020,14,79,0,0,0,0,0
12679,States,Texas,2020,14,1364,5,10,1.1,0.37,0.73
12680,States,Utah,2020,14,757,9,1,1.32,1.19,0.13
12681,States,Vermont,2020,14,214,5,7,5.61,2.34,3.27
12682,States,Virginia,2020,14,405,1,0,0.25,0.25,0
12683,States,Washington,2020,14,972,3,0,0.31,0.31,0
12684,States,West Virginia,2020,14,118,1,1,1.69,0.85,0.85
12685,States,Wisconsin,2020,14,1893,13,10,1.22,0.69,0.53
12686,States,Wyoming,2020,14,16,0,0,0,0,0
12687,States,Puerto Rico,2020,14,0,0,0,0,0,0
12688,States,Virgin Islands,2020,14,X,X,X,X,X,X
12689,States,New York City,2020,14,X,X,X,X,X,X
12690,States,Alabama,2020,15,479,1,1,0.42,0.21,0.21
12691,States,Alaska,2020,15,23,0,0,0,0,0
12692,States,Arizona,2020,15,121,0,0,0,0,0
12693,States,Arkansas,2020,15,90,1,1,2.22,1.11,1.11
12694,States,California,2020,15,842,1,2,0.36,0.12,0.24
12695,States,Colorado,2020,15,839,0,0,0,0,0
12696,States,Connecticut,2020,15,346,0,0,0,0,0
12697,States,Delaware,2020,15,25,1,0,4,4,0
12698,States,District of Columbia,2020,15,X,X,X,X,X,X
12699,States,Florida,2020,15,X,X,X,X,X,X
12700,States,Georgia,2020,15,788,2,6,1.02,0.25,0.76
12701,States,Hawaii,2020,15,302,27,6,10.93,8.94,1.99
12702,States,Idaho,2020,15,64,0,0,0,0,0
12703,States,Illinois,2020,15,206,4,0,1.94,1.94,0
12704,States,Indiana,2020,15,429,0,0,0,0,0
12705,States,Iowa,2020,15,58,0,0,0,0,0
12706,States,Kansas,2020,15,51,0,0,0,0,0
12707,States,Kentucky,2020,15,538,2,1,0.56,0.37,0.19
12708,States,Louisiana,2020,15,93,0,0,0,0,0
12709,States,Maine,2020,15,75,0,0,0,0,0
12710,States,Maryland,2020,15,255,0,0,0,0,0
12711,States,Massachusetts,2020,15,856,1,2,0.35,0.12,0.23
12712,States,Michigan,2020,15,530,0,2,0.38,0,0.38
12713,States,Minnesota,2020,15,205,0,0,0,0,0
12714,States,Mississippi,2020,15,42,0,0,0,0,0
12715,States,Missouri,2020,15,1041,3,1,0.38,0.29,0.1
12716,States,Montana,2020,15,188,0,1,0.53,0,0.53
12717,States,Nebraska,2020,15,39,0,0,0,0,0
12718,States,Nevada,2020,15,X,X,X,X,X,X
