,REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
2540,States,Arizona,2016,35,75,0,0,0,0,0
2541,States,Arkansas,2016,35,48,0,0,0,0,0
2542,States,California,2016,35,434,3,0,0.69,0.69,0
2543,States,Colorado,2016,35,219,0,0,0,0,0
2544,States,Connecticut,2016,35,106,1,0,0.94,0.94,0
2545,States,Delaware,2016,35,X,X,X,X,X,X
2546,States,District of Columbia,2016,35,X,X,X,X,X,X
2547,States,Florida,2016,35,X,X,X,X,X,X
2548,States,Georgia,2016,35,330,0,3,0.91,0,0.91
2549,States,Hawaii,2016,35,166,6,0,3.61,3.61,0
2550,States,Idaho,2016,35,X,X,X,X,X,X
2551,States,Illinois,2016,35,111,2,0,1.8,1.8,0
2552,States,Indiana,2016,35,44,1,0,2.27,2.27,0
2553,States,Iowa,2016,35,23,0,0,0,0,0
2554,States,Kansas,2016,35,X,X,X,X,X,X
2555,States,Kentucky,2016,35,222,0,0,0,0,0
2556,States,Louisiana,2016,35,213,0,0,0,0,0
2557,States,Maine,2016,35,X,X,X,X,X,X
2558,States,Maryland,2016,35,11,0,0,0,0,0
2559,States,Massachusetts,2016,35,59,0,0,0,0,0
2560,States,Michigan,2016,35,113,1,0,0.88,0.88,0
2561,States,Minnesota,2016,35,116,0,0,0,0,0
2562,States,Mississippi,2016,35,42,0,0,0,0,0
2563,States,Missouri,2016,35,330,0,0,0,0,0
2564,States,Montana,2016,35,52,0,0,0,0,0
2565,States,Nebraska,2016,35,30,0,0,0,0,0
2566,States,Nevada,2016,35,X,X,X,X,X,X
2567,States,New Hampshire,2016,35,X,X,X,X,X,X
2568,States,New Jersey,2016,35,X,X,X,X,X,X
2569,States,New Mexico,2016,35,95,0,0,0,0,0
2570,States,New York,2016,35,634,2,0,0.32,0.32,0
2571,States,North Carolina,2016,35,10,0,0,0,0,0
2572,States,North Dakota,2016,35,X,X,X,X,X,X
2573,States,Ohio,2016,35,320,1,2,0.94,0.31,0.63
2574,States,Oklahoma,2016,35,100,0,0,0,0,0
2575,States,Oregon,2016,35,55,1,0,1.82,1.82,0
2576,States,Pennsylvania,2016,35,173,1,1,1.16,0.58,0.58
2577,States,Rhode Island,2016,35,X,X,X,X,X,X
2578,States,South Carolina,2016,35,128,0,1,0.78,0,0.78
2579,States,South Dakota,2016,35,56,0,0,0,0,0
2580,States,Tennessee,2016,35,82,1,2,3.66,1.22,2.44
2581,States,Texas,2016,35,874,45,12,6.52,5.15,1.37
2582,States,Utah,2016,35,334,3,0,0.9,0.9,0
2583,States,Vermont,2016,35,10,0,0,0,0,0
2584,States,Virginia,2016,35,109,3,0,2.75,2.75,0
2585,States,Washington,2016,35,187,1,0,0.53,0.53,0
2586,States,West Virginia,2016,35,198,0,0,0,0,0
2587,States,Wisconsin,2016,35,209,0,0,0,0,0
2588,States,Wyoming,2016,35,X,X,X,X,X,X
2589,States,Puerto Rico,2016,35,0,0,0,0,0,0
2590,States,Virgin Islands,2016,35,X,X,X,X,X,X
2591,States,New York City,2016,35,X,X,X,X,X,X
2592,States,Alabama,2016,36,81,0,0,0,0,0
2593,States,Alaska,2016,36,X,X,X,X,X,X
2594,States,Arizona,2016,36,39,0,0,0,0,0
2595,States,Arkansas,2016,36,42,0,0,0,0,0
2596,States,California,2016,36,455,5,1,1.32,1.1,0.22
2597,States,Colorado,2016,36,256,0,0,0,0,0
2598,States,Connecticut,2016,36,133,0,0,0,0,0
2599,States,Delaware,2016,36,X,X,X,X,X,X
2600,States,District of Columbia,2016,36,X,X,X,X,X,X
2601,States,Florida,2016,36,X,X,X,X,X,X
2602,States,Georgia,2016,36,349,2,4,1.72,0.57,1.15
2603,States,Hawaii,2016,36,150,0,0,0,0,0
2604,States,Idaho,2016,36,X,X,X,X,X,X
2605,States,Illinois,2016,36,131,0,0,0,0,0
2606,States,Indiana,2016,36,89,1,0,1.12,1.12,0
2607,States,Iowa,2016,36,23,0,0,0,0,0
2608,States,Kansas,2016,36,17,0,0,0,0,0
2609,States,Kentucky,2016,36,204,0,0,0,0,0
2610,States,Louisiana,2016,36,227,3,1,1.76,1.32,0.44
2611,States,Maine,2016,36,X,X,X,X,X,X
2612,States,Maryland,2016,36,17,0,0,0,0,0
2613,States,Massachusetts,2016,36,77,0,0,0,0,0
2614,States,Michigan,2016,36,116,0,0,0,0,0
2615,States,Minnesota,2016,36,141,1,0,0.71,0.71,0
2616,States,Mississippi,2016,36,42,0,0,0,0,0
2617,States,Missouri,2016,36,379,1,0,0.26,0.26,0
2618,States,Montana,2016,36,56,0,0,0,0,0
2619,States,Nebraska,2016,36,27,1,0,3.7,3.7,0
2620,States,Nevada,2016,36,X,X,X,X,X,X
2621,States,New Hampshire,2016,36,X,X,X,X,X,X
2622,States,New Jersey,2016,36,X,X,X,X,X,X
2623,States,New Mexico,2016,36,124,1,0,0.81,0.81,0
2624,States,New York,2016,36,633,0,1,0.16,0,0.16
2625,States,North Carolina,2016,36,37,1,0,2.7,2.7,0
2626,States,North Dakota,2016,36,X,X,X,X,X,X
2627,States,Ohio,2016,36,330,0,1,0.3,0,0.3
2628,States,Oklahoma,2016,36,105,0,0,0,0,0
2629,States,Oregon,2016,36,63,0,0,0,0,0
2630,States,Pennsylvania,2016,36,177,0,1,0.56,0,0.56
2631,States,Rhode Island,2016,36,X,X,X,X,X,X
2632,States,South Carolina,2016,36,134,0,1,0.75,0,0.75
2633,States,South Dakota,2016,36,83,0,0,0,0,0
2634,States,Tennessee,2016,36,77,0,0,0,0,0
2635,States,Texas,2016,36,912,17,16,3.62,1.86,1.75
2636,States,Utah,2016,36,307,2,0,0.65,0.65,0
2637,States,Vermont,2016,36,14,0,0,0,0,0
2638,States,Virginia,2016,36,119,1,0,0.84,0.84,0
2639,States,Washington,2016,36,173,2,0,1.16,1.16,0
2640,States,West Virginia,2016,36,265,0,0,0,0,0
2641,States,Wisconsin,2016,36,224,1,0,0.45,0.45,0
2642,States,Wyoming,2016,36,X,X,X,X,X,X
2643,States,Puerto Rico,2016,36,0,0,0,0,0,0
2644,States,Virgin Islands,2016,36,X,X,X,X,X,X
2645,States,New York City,2016,36,X,X,X,X,X,X
2646,States,Alabama,2016,37,83,1,0,1.2,1.2,0
2647,States,Alaska,2016,37,X,X,X,X,X,X
2648,States,Arizona,2016,37,39,0,0,0,0,0
2649,States,Arkansas,2016,37,43,0,0,0,0,0
2650,States,California,2016,37,569,3,0,0.53,0.53,0
2651,States,Colorado,2016,37,250,1,0,0.4,0.4,0
2652,States,Connecticut,2016,37,166,0,0,0,0,0
2653,States,Delaware,2016,37,10,0,0,0,0,0
2654,States,District of Columbia,2016,37,X,X,X,X,X,X
2655,States,Florida,2016,37,X,X,X,X,X,X
2656,States,Georgia,2016,37,360,6,1,1.94,1.67,0.28
2657,States,Hawaii,2016,37,124,5,1,4.84,4.03,0.81
2658,States,Idaho,2016,37,X,X,X,X,X,X
2659,States,Illinois,2016,37,147,0,1,0.68,0,0.68
2660,States,Indiana,2016,37,91,0,1,1.1,0,1.1
2661,States,Iowa,2016,37,43,0,0,0,0,0
2662,States,Kansas,2016,37,23,0,0,0,0,0
2663,States,Kentucky,2016,37,231,4,0,1.73,1.73,0
2664,States,Louisiana,2016,37,261,0,1,0.38,0,0.38
2665,States,Maine,2016,37,X,X,X,X,X,X
2666,States,Maryland,2016,37,11,1,0,9.09,9.09,0
2667,States,Massachusetts,2016,37,102,0,0,0,0,0
2668,States,Michigan,2016,37,195,1,0,0.51,0.51,0
2669,States,Minnesota,2016,37,139,0,0,0,0,0
2670,States,Mississippi,2016,37,46,0,0,0,0,0
2671,States,Missouri,2016,37,344,0,0,0,0,0
2672,States,Montana,2016,37,54,0,0,0,0,0
2673,States,Nebraska,2016,37,27,0,0,0,0,0
2674,States,Nevada,2016,37,X,X,X,X,X,X
2675,States,New Hampshire,2016,37,12,0,0,0,0,0
2676,States,New Jersey,2016,37,X,X,X,X,X,X
2677,States,New Mexico,2016,37,124,0,0,0,0,0
2678,States,New York,2016,37,823,5,2,0.85,0.61,0.24
2679,States,North Carolina,2016,37,85,1,0,1.18,1.18,0
2680,States,North Dakota,2016,37,X,X,X,X,X,X
2681,States,Ohio,2016,37,424,3,2,1.18,0.71,0.47
2682,States,Oklahoma,2016,37,128,0,0,0,0,0
2683,States,Oregon,2016,37,74,1,0,1.35,1.35,0
2684,States,Pennsylvania,2016,37,178,0,0,0,0,0
2685,States,Rhode Island,2016,37,X,X,X,X,X,X
2686,States,South Carolina,2016,37,147,0,1,0.68,0,0.68
2687,States,South Dakota,2016,37,92,0,0,0,0,0
2688,States,Tennessee,2016,37,90,1,2,3.33,1.11,2.22
2689,States,Texas,2016,37,971,10,14,2.47,1.03,1.44
2690,States,Utah,2016,37,398,2,0,0.5,0.5,0
2691,States,Vermont,2016,37,23,0,0,0,0,0
2692,States,Virginia,2016,37,135,0,0,0,0,0
2693,States,Washington,2016,37,268,4,0,1.49,1.49,0
2694,States,West Virginia,2016,37,186,0,0,0,0,0
2695,States,Wisconsin,2016,37,277,4,0,1.44,1.44,0
2696,States,Wyoming,2016,37,X,X,X,X,X,X
2697,States,Puerto Rico,2016,37,0,0,0,0,0,0
2698,States,Virgin Islands,2016,37,X,X,X,X,X,X
2699,States,New York City,2016,37,X,X,X,X,X,X
2700,States,Alabama,2016,38,77,1,0,1.3,1.3,0
2701,States,Alaska,2016,38,X,X,X,X,X,X
2702,States,Arizona,2016,38,35,0,0,0,0,0
2703,States,Arkansas,2016,38,37,0,1,2.7,0,2.7
2704,States,California,2016,38,564,9,4,2.3,1.6,0.71
2705,States,Colorado,2016,38,274,1,0,0.36,0.36,0
2706,States,Connecticut,2016,38,199,2,0,1.01,1.01,0
2707,States,Delaware,2016,38,16,0,0,0,0,0
2708,States,District of Columbia,2016,38,X,X,X,X,X,X
2709,States,Florida,2016,38,X,X,X,X,X,X
2710,States,Georgia,2016,38,387,5,0,1.29,1.29,0
2711,States,Hawaii,2016,38,192,6,0,3.13,3.13,0
2712,States,Idaho,2016,38,X,X,X,X,X,X
2713,States,Illinois,2016,38,143,1,1,1.4,0.7,0.7
2714,States,Indiana,2016,38,91,1,0,1.1,1.1,0
2715,States,Iowa,2016,38,44,1,0,2.27,2.27,0
2716,States,Kansas,2016,38,24,0,0,0,0,0
2717,States,Kentucky,2016,38,254,0,0,0,0,0
2718,States,Louisiana,2016,38,258,2,0,0.78,0.78,0
2719,States,Maine,2016,38,X,X,X,X,X,X
2720,States,Maryland,2016,38,15,0,0,0,0,0
2721,States,Massachusetts,2016,38,150,0,0,0,0,0
2722,States,Michigan,2016,38,234,1,0,0.43,0.43,0
2723,States,Minnesota,2016,38,185,2,1,1.62,1.08,0.54
2724,States,Mississippi,2016,38,55,1,1,3.64,1.82,1.82
2725,States,Missouri,2016,38,381,0,0,0,0,0
2726,States,Montana,2016,38,53,0,0,0,0,0
2727,States,Nebraska,2016,38,17,0,0,0,0,0
2728,States,Nevada,2016,38,X,X,X,X,X,X
2729,States,New Hampshire,2016,38,11,0,0,0,0,0
2730,States,New Jersey,2016,38,X,X,X,X,X,X
2731,States,New Mexico,2016,38,118,1,0,0.85,0.85,0
2732,States,New York,2016,38,890,1,1,0.22,0.11,0.11
2733,States,North Carolina,2016,38,120,1,1,1.67,0.83,0.83
2734,States,North Dakota,2016,38,X,X,X,X,X,X
2735,States,Ohio,2016,38,411,1,1,0.49,0.24,0.24
2736,States,Oklahoma,2016,38,114,0,0,0,0,0
2737,States,Oregon,2016,38,110,2,0,1.82,1.82,0
2738,States,Pennsylvania,2016,38,217,1,0,0.46,0.46,0
2739,States,Rhode Island,2016,38,X,X,X,X,X,X
2740,States,South Carolina,2016,38,144,1,1,1.39,0.69,0.69
2741,States,South Dakota,2016,38,111,1,0,0.9,0.9,0
2742,States,Tennessee,2016,38,118,0,1,0.85,0,0.85
2743,States,Texas,2016,38,1059,10,18,2.64,0.94,1.7
2744,States,Utah,2016,38,370,2,0,0.54,0.54,0
2745,States,Vermont,2016,38,28,0,0,0,0,0
2746,States,Virginia,2016,38,136,1,0,0.74,0.74,0
2747,States,Washington,2016,38,332,9,0,2.71,2.71,0
2748,States,West Virginia,2016,38,226,1,0,0.44,0.44,0
2749,States,Wisconsin,2016,38,264,3,2,1.89,1.14,0.76
2750,States,Wyoming,2016,38,X,X,X,X,X,X
2751,States,Puerto Rico,2016,38,0,0,0,0,0,0
2752,States,Virgin Islands,2016,38,X,X,X,X,X,X
2753,States,New York City,2016,38,X,X,X,X,X,X
2754,States,Alabama,2016,39,100,1,0,1,1,0
2755,States,Alaska,2016,39,X,X,X,X,X,X
2756,States,Arizona,2016,39,43,0,0,0,0,0
2757,States,Arkansas,2016,39,46,0,0,0,0,0
2758,States,California,2016,39,624,4,2,0.96,0.64,0.32
2759,States,Colorado,2016,39,246,2,0,0.81,0.81,0
2760,States,Connecticut,2016,39,230,1,0,0.43,0.43,0
2761,States,Delaware,2016,39,15,0,1,6.67,0,6.67
2762,States,District of Columbia,2016,39,X,X,X,X,X,X
2763,States,Florida,2016,39,X,X,X,X,X,X
2764,States,Georgia,2016,39,495,1,1,0.4,0.2,0.2
2765,States,Hawaii,2016,39,230,1,2,1.3,0.43,0.87
2766,States,Idaho,2016,39,X,X,X,X,X,X
2767,States,Illinois,2016,39,173,0,1,0.58,0,0.58
2768,States,Indiana,2016,39,84,0,0,0,0,0
2769,States,Iowa,2016,39,49,0,0,0,0,0
2770,States,Kansas,2016,39,39,0,0,0,0,0
2771,States,Kentucky,2016,39,265,0,0,0,0,0
2772,States,Louisiana,2016,39,255,5,7,4.71,1.96,2.75
2773,States,Maine,2016,39,X,X,X,X,X,X
2774,States,Maryland,2016,39,18,0,0,0,0,0
2775,States,Massachusetts,2016,39,148,1,0,0.68,0.68,0
2776,States,Michigan,2016,39,314,2,0,0.64,0.64,0
2777,States,Minnesota,2016,39,173,1,0,0.58,0.58,0
2778,States,Mississippi,2016,39,66,0,0,0,0,0
2779,States,Missouri,2016,39,545,0,0,0,0,0
2780,States,Montana,2016,39,52,0,0,0,0,0
2781,States,Nebraska,2016,39,29,0,0,0,0,0
2782,States,Nevada,2016,39,X,X,X,X,X,X
2783,States,New Hampshire,2016,39,17,0,0,0,0,0
2784,States,New Jersey,2016,39,X,X,X,X,X,X
2785,States,New Mexico,2016,39,170,0,0,0,0,0
2786,States,New York,2016,39,967,6,2,0.83,0.62,0.21
2787,States,North Carolina,2016,39,116,0,0,0,0,0
2788,States,North Dakota,2016,39,X,X,X,X,X,X
2789,States,Ohio,2016,39,493,2,1,0.61,0.41,0.2
2790,States,Oklahoma,2016,39,111,0,0,0,0,0
2791,States,Oregon,2016,39,120,4,0,3.33,3.33,0
2792,States,Pennsylvania,2016,39,263,1,0,0.38,0.38,0
2793,States,Rhode Island,2016,39,X,X,X,X,X,X
2794,States,South Carolina,2016,39,164,0,1,0.61,0,0.61
2795,States,South Dakota,2016,39,101,1,0,0.99,0.99,0
2796,States,Tennessee,2016,39,128,0,3,2.34,0,2.34
2797,States,Texas,2016,39,1020,10,11,2.06,0.98,1.08
2798,States,Utah,2016,39,391,0,2,0.51,0,0.51
2799,States,Vermont,2016,39,35,0,0,0,0,0
2800,States,Virginia,2016,39,163,0,0,0,0,0
2801,States,Washington,2016,39,375,16,0,4.27,4.27,0
2802,States,West Virginia,2016,39,238,1,0,0.42,0.42,0
2803,States,Wisconsin,2016,39,328,3,1,1.22,0.91,0.3
2804,States,Wyoming,2016,39,X,X,X,X,X,X
2805,States,Puerto Rico,2016,39,0,0,0,0,0,0
2806,States,Virgin Islands,2016,39,X,X,X,X,X,X
2807,States,New York City,2016,39,X,X,X,X,X,X
2808,States,Alabama,2016,40,406,4,1,1.23,0.99,0.25
2809,States,Alaska,2016,40,X,X,X,X,X,X
2810,States,Arizona,2016,40,133,0,0,0,0,0
2811,States,Arkansas,2016,40,47,0,0,0,0,0
2812,States,California,2016,40,668,2,0,0.3,0.3,0
2813,States,Colorado,2016,40,260,0,0,0,0,0
2814,States,Connecticut,2016,40,199,3,0,1.51,1.51,0
2815,States,Delaware,2016,40,40,0,0,0,0,0
2816,States,District of Columbia,2016,40,X,X,X,X,X,X
2817,States,Florida,2016,40,X,X,X,X,X,X
2818,States,Georgia,2016,40,552,6,3,1.63,1.09,0.54
2819,States,Hawaii,2016,40,188,4,1,2.66,2.13,0.53
2820,States,Idaho,2016,40,13,0,0,0,0,0
2821,States,Illinois,2016,40,188,0,1,0.53,0,0.53
2822,States,Indiana,2016,40,131,1,0,0.76,0.76,0
2823,States,Iowa,2016,40,64,0,0,0,0,0
2824,States,Kansas,2016,40,69,0,0,0,0,0
2825,States,Kentucky,2016,40,240,0,0,0,0,0
2826,States,Louisiana,2016,40,452,5,3,1.77,1.11,0.66
2827,States,Maine,2016,40,X,X,X,X,X,X
2828,States,Maryland,2016,40,82,1,0,1.22,1.22,0
2829,States,Massachusetts,2016,40,362,1,1,0.55,0.28,0.28
2830,States,Michigan,2016,40,606,2,1,0.5,0.33,0.17
2831,States,Minnesota,2016,40,210,2,0,0.95,0.95,0
2832,States,Mississippi,2016,40,75,0,1,1.33,0,1.33
2833,States,Missouri,2016,40,536,0,0,0,0,0
2834,States,Montana,2016,40,86,1,0,1.16,1.16,0
2835,States,Nebraska,2016,40,54,0,0,0,0,0
2836,States,Nevada,2016,40,X,X,X,X,X,X
2837,States,New Hampshire,2016,40,21,1,0,4.76,4.76,0
2838,States,New Jersey,2016,40,X,X,X,X,X,X
2839,States,New Mexico,2016,40,176,1,0,0.57,0.57,0
2840,States,New York,2016,40,1166,8,3,0.94,0.69,0.26
2841,States,North Carolina,2016,40,155,3,1,2.58,1.94,0.65
2842,States,North Dakota,2016,40,42,0,0,0,0,0
2843,States,Ohio,2016,40,807,2,3,0.62,0.25,0.37
2844,States,Oklahoma,2016,40,117,1,0,0.85,0.85,0
2845,States,Oregon,2016,40,166,3,0,1.81,1.81,0
2846,States,Pennsylvania,2016,40,272,0,1,0.37,0,0.37
2847,States,Rhode Island,2016,40,X,X,X,X,X,X
2848,States,South Carolina,2016,40,154,0,1,0.65,0,0.65
2849,States,South Dakota,2016,40,129,1,0,0.78,0.78,0
2850,States,Tennessee,2016,40,123,0,2,1.63,0,1.63
2851,States,Texas,2016,40,1122,15,10,2.23,1.34,0.89
2852,States,Utah,2016,40,395,6,0,1.52,1.52,0
2853,States,Vermont,2016,40,47,0,0,0,0,0
2854,States,Virginia,2016,40,213,0,1,0.47,0,0.47
2855,States,Washington,2016,40,411,11,0,2.68,2.68,0
2856,States,West Virginia,2016,40,333,0,2,0.6,0,0.6
2857,States,Wisconsin,2016,40,444,1,0,0.23,0.23,0
2858,States,Wyoming,2016,40,X,X,X,X,X,X
2859,States,Puerto Rico,2016,40,0,0,0,0,0,0
2860,States,Virgin Islands,2016,40,X,X,X,X,X,X
2861,States,New York City,2016,40,X,X,X,X,X,X
2862,States,Alabama,2016,41,530,6,7,2.45,1.13,1.32
2863,States,Alaska,2016,41,X,X,X,X,X,X
2864,States,Arizona,2016,41,138,0,1,0.72,0,0.72
2865,States,Arkansas,2016,41,60,1,0,1.67,1.67,0
2866,States,California,2016,41,708,5,0,0.71,0.71,0
2867,States,Colorado,2016,41,301,2,1,1,0.66,0.33
2868,States,Connecticut,2016,41,275,1,0,0.36,0.36,0
2869,States,Delaware,2016,41,37,0,0,0,0,0
2870,States,District of Columbia,2016,41,X,X,X,X,X,X
2871,States,Florida,2016,41,X,X,X,X,X,X
2872,States,Georgia,2016,41,561,8,0,1.43,1.43,0
2873,States,Hawaii,2016,41,190,5,0,2.63,2.63,0
2874,States,Idaho,2016,41,15,0,0,0,0,0
2875,States,Illinois,2016,41,234,0,0,0,0,0
2876,States,Indiana,2016,41,111,0,1,0.9,0,0.9
2877,States,Iowa,2016,41,91,0,0,0,0,0
2878,States,Kansas,2016,41,62,0,0,0,0,0
2879,States,Kentucky,2016,41,260,2,0,0.77,0.77,0
2880,States,Louisiana,2016,41,496,5,1,1.21,1.01,0.2
2881,States,Maine,2016,41,X,X,X,X,X,X
2882,States,Maryland,2016,41,113,1,0,0.88,0.88,0
2883,States,Massachusetts,2016,41,417,2,1,0.72,0.48,0.24
2884,States,Michigan,2016,41,669,3,1,0.6,0.45,0.15
2885,States,Minnesota,2016,41,215,0,0,0,0,0
2886,States,Mississippi,2016,41,66,1,0,1.52,1.52,0
2887,States,Missouri,2016,41,572,1,0,0.17,0.17,0
2888,States,Montana,2016,41,96,2,0,2.08,2.08,0
2889,States,Nebraska,2016,41,60,0,0,0,0,0
2890,States,Nevada,2016,41,X,X,X,X,X,X
2891,States,New Hampshire,2016,41,17,1,0,5.88,5.88,0
2892,States,New Jersey,2016,41,X,X,X,X,X,X
2893,States,New Mexico,2016,41,167,0,1,0.6,0,0.6
2894,States,New York,2016,41,1135,1,3,0.35,0.09,0.26
2895,States,North Carolina,2016,41,176,1,1,1.14,0.57,0.57
2896,States,North Dakota,2016,41,36,1,0,2.78,2.78,0
2897,States,Ohio,2016,41,974,4,3,0.72,0.41,0.31
2898,States,Oklahoma,2016,41,143,2,0,1.4,1.4,0
2899,States,Oregon,2016,41,188,2,0,1.06,1.06,0
2900,States,Pennsylvania,2016,41,270,0,0,0,0,0
2901,States,Rhode Island,2016,41,X,X,X,X,X,X
2902,States,South Carolina,2016,41,179,0,1,0.56,0,0.56
2903,States,South Dakota,2016,41,108,0,0,0,0,0
2904,States,Tennessee,2016,41,112,3,0,2.68,2.68,0
2905,States,Texas,2016,41,1153,10,19,2.52,0.87,1.65
2906,States,Utah,2016,41,424,5,0,1.18,1.18,0
2907,States,Vermont,2016,41,68,1,0,1.47,1.47,0
2908,States,Virginia,2016,41,201,2,1,1.49,1,0.5
2909,States,Washington,2016,41,413,2,2,0.97,0.48,0.48
2910,States,West Virginia,2016,41,332,0,0,0,0,0
2911,States,Wisconsin,2016,41,471,1,2,0.64,0.21,0.42
2912,States,Wyoming,2016,41,X,X,X,X,X,X
2913,States,Puerto Rico,2016,41,0,0,0,0,0,0
2914,States,Virgin Islands,2016,41,X,X,X,X,X,X
2915,States,New York City,2016,41,X,X,X,X,X,X
2916,States,Alabama,2016,42,503,3,5,1.59,0.6,0.99
2917,States,Alaska,2016,42,X,X,X,X,X,X
2918,States,Arizona,2016,42,135,0,1,0.74,0,0.74
2919,States,Arkansas,2016,42,53,0,0,0,0,0
2920,States,California,2016,42,719,3,2,0.7,0.42,0.28
2921,States,Colorado,2016,42,312,1,0,0.32,0.32,0
2922,States,Connecticut,2016,42,318,0,0,0,0,0
2923,States,Delaware,2016,42,68,0,0,0,0,0
2924,States,District of Columbia,2016,42,X,X,X,X,X,X
2925,States,Florida,2016,42,X,X,X,X,X,X
2926,States,Georgia,2016,42,595,6,0,1.01,1.01,0
2927,States,Hawaii,2016,42,160,2,0,1.25,1.25,0
2928,States,Idaho,2016,42,16,0,0,0,0,0
2929,States,Illinois,2016,42,269,0,1,0.37,0,0.37
2930,States,Indiana,2016,42,122,0,0,0,0,0
2931,States,Iowa,2016,42,93,0,0,0,0,0
2932,States,Kansas,2016,42,65,0,0,0,0,0
2933,States,Kentucky,2016,42,251,0,0,0,0,0
2934,States,Louisiana,2016,42,505,2,1,0.59,0.4,0.2
2935,States,Maine,2016,42,X,X,X,X,X,X
2936,States,Maryland,2016,42,103,0,1,0.97,0,0.97
2937,States,Massachusetts,2016,42,433,1,0,0.23,0.23,0
2938,States,Michigan,2016,42,732,2,4,0.82,0.27,0.55
2939,States,Minnesota,2016,42,296,3,0,1.01,1.01,0
2940,States,Mississippi,2016,42,90,1,1,2.22,1.11,1.11
2941,States,Missouri,2016,42,577,0,1,0.17,0,0.17
2942,States,Montana,2016,42,111,1,0,0.9,0.9,0
2943,States,Nebraska,2016,42,84,0,1,1.19,0,1.19
2944,States,Nevada,2016,42,12,1,0,8.33,8.33,0
2945,States,New Hampshire,2016,42,26,0,0,0,0,0
2946,States,New Jersey,2016,42,X,X,X,X,X,X
2947,States,New Mexico,2016,42,171,0,1,0.58,0,0.58
2948,States,New York,2016,42,1542,11,1,0.78,0.71,0.06
2949,States,North Carolina,2016,42,216,4,4,3.7,1.85,1.85
2950,States,North Dakota,2016,42,33,0,0,0,0,0
2951,States,Ohio,2016,42,948,6,9,1.58,0.63,0.95
2952,States,Oklahoma,2016,42,166,1,1,1.2,0.6,0.6
2953,States,Oregon,2016,42,191,5,0,2.62,2.62,0
2954,States,Pennsylvania,2016,42,286,0,0,0,0,0
2955,States,Rhode Island,2016,42,X,X,X,X,X,X
2956,States,South Carolina,2016,42,213,2,0,0.94,0.94,0
2957,States,South Dakota,2016,42,113,1,0,0.88,0.88,0
2958,States,Tennessee,2016,42,129,2,1,2.33,1.55,0.78
2959,States,Texas,2016,42,1152,8,10,1.56,0.69,0.87
2960,States,Utah,2016,42,439,4,0,0.91,0.91,0
2961,States,Vermont,2016,42,65,0,0,0,0,0
2962,States,Virginia,2016,42,191,0,0,0,0,0
2963,States,Washington,2016,42,396,13,1,3.54,3.28,0.25
2964,States,West Virginia,2016,42,363,0,0,0,0,0
2965,States,Wisconsin,2016,42,507,2,0,0.39,0.39,0
2966,States,Wyoming,2016,42,X,X,X,X,X,X
2967,States,Puerto Rico,2016,42,0,0,0,0,0,0
2968,States,Virgin Islands,2016,42,X,X,X,X,X,X
2969,States,New York City,2016,42,X,X,X,X,X,X
2970,States,Alabama,2016,43,464,5,1,1.29,1.08,0.22
2971,States,Alaska,2016,43,X,X,X,X,X,X
2972,States,Arizona,2016,43,125,0,0,0,0,0
2973,States,Arkansas,2016,43,31,0,0,0,0,0
2974,States,California,2016,43,698,9,2,1.58,1.29,0.29
2975,States,Colorado,2016,43,338,2,0,0.59,0.59,0
2976,States,Connecticut,2016,43,271,0,0,0,0,0
2977,States,Delaware,2016,43,72,0,0,0,0,0
2978,States,District of Columbia,2016,43,X,X,X,X,X,X
2979,States,Florida,2016,43,X,X,X,X,X,X
2980,States,Georgia,2016,43,638,5,3,1.25,0.78,0.47
2981,States,Hawaii,2016,43,139,4,0,2.88,2.88,0
2982,States,Idaho,2016,43,22,0,0,0,0,0
2983,States,Illinois,2016,43,297,1,0,0.34,0.34,0
2984,States,Indiana,2016,43,112,0,1,0.89,0,0.89
2985,States,Iowa,2016,43,118,1,1,1.69,0.85,0.85
2986,States,Kansas,2016,43,72,0,0,0,0,0
2987,States,Kentucky,2016,43,276,0,1,0.36,0,0.36
2988,States,Louisiana,2016,43,545,5,0,0.92,0.92,0
2989,States,Maine,2016,43,X,X,X,X,X,X
2990,States,Maryland,2016,43,82,0,0,0,0,0
2991,States,Massachusetts,2016,43,403,1,2,0.74,0.25,0.5
2992,States,Michigan,2016,43,735,3,0,0.41,0.41,0
2993,States,Minnesota,2016,43,310,1,1,0.65,0.32,0.32
2994,States,Mississippi,2016,43,77,0,0,0,0,0
2995,States,Missouri,2016,43,616,0,0,0,0,0
2996,States,Montana,2016,43,90,2,0,2.22,2.22,0
2997,States,Nebraska,2016,43,79,0,0,0,0,0
2998,States,Nevada,2016,43,14,1,0,7.14,7.14,0
2999,States,New Hampshire,2016,43,24,1,0,4.17,4.17,0
3000,States,New Jersey,2016,43,X,X,X,X,X,X
3001,States,New Mexico,2016,43,201,2,0,1,1,0
3002,States,New York,2016,43,1537,8,4,0.78,0.52,0.26
3003,States,North Carolina,2016,43,225,3,3,2.67,1.33,1.33
3004,States,North Dakota,2016,43,18,0,0,0,0,0
3005,States,Ohio,2016,43,967,0,2,0.21,0,0.21
3006,States,Oklahoma,2016,43,158,1,0,0.63,0.63,0
3007,States,Oregon,2016,43,223,13,0,5.83,5.83,0
