,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,2.5997496843338013,0.039252400398254395,2.1092498302459717,0.031752586364746094,20,200,101,"{'max_depth': 20, 'n_estimators': 200, 'random_state': 101}",0.44206008583690987,0.40772532188841204,0.4248927038626609,0.017167381974248913,6
1,6.2797486782073975,0.004750967025756836,0.24375379085540771,0.007247805595397949,20,500,101,"{'max_depth': 20, 'n_estimators': 500, 'random_state': 101}",0.4592274678111588,0.39914163090128757,0.4291845493562232,0.03004291845493562,5
2,2.4244996309280396,0.02500021457672119,1.8142513036727905,0.4007498025894165,30,200,101,"{'max_depth': 30, 'n_estimators': 200, 'random_state': 101}",0.4592274678111588,0.41630901287553645,0.43776824034334766,0.021459227467811176,1
3,6.28675103187561,0.07474827766418457,0.22075295448303223,0.005743980407714844,30,500,101,"{'max_depth': 30, 'n_estimators': 500, 'random_state': 101}",0.4678111587982833,0.3948497854077253,0.4313304721030043,0.036480686695278985,3
4,2.3697489500045776,0.0022498369216918945,0.07375073432922363,0.0042514801025390625,35,200,101,"{'max_depth': 35, 'n_estimators': 200, 'random_state': 101}",0.4592274678111588,0.41630901287553645,0.43776824034334766,0.021459227467811176,1
5,5.1394383907318115,0.01575160026550293,0.13075792789459229,0.003756403923034668,35,500,101,"{'max_depth': 35, 'n_estimators': 500, 'random_state': 101}",0.4678111587982833,0.3948497854077253,0.4313304721030043,0.036480686695278985,3
